,Location,DNo,Social Category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall
130,Tripura,131,ST,2,4,4.0,4,2,0.0,4,1,2.0
131,Tripura,131,General,2,2,2.0,0,1,4.0,2,2,2.0
132,Tripura,131,OBC,0,1,2.0,0,2,3.0,2,4,1.0
133,Tripura,131,Overall,4,4,,2,0,,2,3,
134,Tripura,131,SC,2,2,4.0,3,2,2.0,2,1,2.0
