,DNo,Social Category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall,Location
79,12616,ST,2,0,1,0,2,1,4,1,2,MOHALI
80,12617,General,3,0,0,1,1,3,1,0,1,MUKTSAR
81,12617,OBC,2,4,2,0,2,0,4,2,2,MUKTSAR
82,12617,Overall,1,0,0,1,0,1,0,0,0,MUKTSAR
83,12617,SC,0,0,0,0,4,0,0,1,0,MUKTSAR
84,12617,ST,4,2,0,4,2,1,0,3,0,MUKTSAR
85,12618,General,3,0,0,0,1,0,1,0,1,NAWANSHAHR
86,12618,OBC,2,4,2,1,2,0,4,2,2,NAWANSHAHR
87,12618,Overall,1,0,0,1,0,1,0,0,0,NAWANSHAHR
88,12618,SC,3,0,3,0,3,4,0,1,0,NAWANSHAHR
89,12618,ST,4,2,0,4,2,1,0,3,0,NAWANSHAHR
90,12619,General,3,0,0,0,1,0,1,0,1,PATHANKOT
91,12619,OBC,1,2,1,1,2,1,2,1,4,PATHANKOT
92,12619,Overall,1,0,0,1,0,1,0,0,0,PATHANKOT
93,12619,SC,3,3,3,4,3,4,3,1,1,PATHANKOT
94,12619,ST,4,2,0,4,2,1,0,3,0,PATHANKOT
95,12620,General,3,0,0,1,1,3,1,0,1,PATIALA
96,12620,OBC,1,2,1,1,2,1,2,1,4,PATIALA
97,12620,Overall,1,0,0,1,0,1,0,0,0,PATIALA
98,12620,SC,3,3,3,4,3,4,3,1,1,PATIALA
99,12620,ST,4,2,0,4,2,1,0,3,0,PATIALA
100,12621,General,3,0,0,0,1,0,1,0,1,RUPNAGAR
101,12621,OBC,1,2,1,1,2,1,2,1,4,RUPNAGAR
102,12621,Overall,1,0,0,1,0,1,0,0,0,RUPNAGAR
103,12621,SC,3,3,3,4,3,4,3,1,1,RUPNAGAR
104,12621,ST,4,2,0,4,2,1,0,3,0,RUPNAGAR
105,12622,General,2,2,2,0,4,0,2,2,2,SANGRUR
106,12622,OBC,3,3,3,3,3,3,3,3,3,SANGRUR
107,12622,Overall,3,2,2,2,2,2,2,2,2,SANGRUR
108,12622,SC,2,2,2,2,0,2,2,2,2,SANGRUR
109,12622,ST,4,2,0,4,1,1,4,3,2,SANGRUR
110,12623,General,4,0,0,1,1,3,1,0,1,TARAN TARAN
111,12623,OBC,1,2,1,1,2,1,2,1,4,TARAN TARAN
112,12623,Overall,1,0,0,1,0,1,0,0,0,TARAN TARAN
113,12623,SC,3,3,3,0,0,0,3,1,1,TARAN TARAN
114,12623,ST,0,3,4,4,2,1,2,2,3,TARAN TARAN
