,Location,DNo,Social Category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall
105,Punjab,126,OBC,0,1,2.0,0,2,3.0,2,3,1.0
106,Punjab,126,Overall,2,3,,0,2,,0,4,
107,Punjab,126,General,2,2,2.0,4,2,2.0,0,0,1.0
108,Punjab,126,ST,0,2,0.0,1,2,0.0,3,1,4.0
109,Punjab,126,SC,2,2,1.0,3,2,2.0,2,1,2.0
