,Location,DNo,Social Category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall
115,Sikkim,128,ST,0,2,0.0,4,2,0.0,3,1,4.0
116,Sikkim,128,SC,3,0,3.0,1,3,1.0,3,4,1.0
117,Sikkim,128,OBC,2,2,3.0,2,0,4.0,3,2,2.0
118,Sikkim,128,Overall,0,1,,0,2,,0,1,
119,Sikkim,128,General,4,0,4.0,0,0,0.0,0,0,1.0
