,Location,DNo,Social Category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall
10,Bihar,103,OBC,3,0,0,1,3,1,1,1,3
11,Bihar,103,SC,1,1,0,0,1,0,1,3,3
12,Bihar,103,General,3,3,3,3,3,1,3,1,3
13,Bihar,103,Overall,1,0,1,3,3,3,3,2,2
14,Bihar,103,ST,3,0,1,3,4,1,2,4,3
