,Social Category,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall,DNo,latitude,longitude,Location
0,General,3.142894736842105,2.938947368421053,2.9926315789473685,3.995,3.813947368421053,3.714736842105263,18.662631578947366,14.92921052631579,16.72184210526316,10319.5,25.6440845,85.906508,Bihar
1,OBC,0.2421052631578947,0.3310526315789474,0.28526315789473683,5.670526315789473,4.500263157894737,5.0610526315789475,20.916578947368418,18.90157894736842,19.88421052631579,10319.5,25.6440845,85.906508,Bihar
2,Overall,0.3368421052631579,0.4652631578947368,0.3865789473684211,5.34078947368421,4.474473684210526,4.887631578947368,20.71,18.20657894736842,19.465526315789475,10319.5,25.6440845,85.906508,Bihar
3,SC,0.6205263157894736,0.8489473684210528,0.6928947368421053,6.681842105263158,6.612368421052632,6.6392105263157895,21.040526315789474,19.36894736842105,20.18605263157895,10319.5,25.6440845,85.906508,Bihar
4,ST,2.944210526315789,3.2923684210526316,3.0757894736842104,7.998947368421054,8.312368421052632,7.845000000000001,20.580263157894734,16.985526315789475,17.071315789473687,10319.5,25.6440845,85.906508,Bihar
