,Location,DNo,Social Category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall
40,Himachal Pradesh,111,Overall,3,0,3,4,4,1,1,0,0
41,Himachal Pradesh,111,General,0,1,0,1,4,3,4,4,0
42,Himachal Pradesh,111,SC,1,1,0,2,4,4,0,0,0
43,Himachal Pradesh,111,ST,1,1,3,0,3,4,1,0,1
44,Himachal Pradesh,111,OBC,1,4,1,3,4,0,0,0,4
