,Social Category,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall,DNo,latitude,longitude
0,General,3.4839285714285713,3.3357142857142854,3.2399999999999998,6.350357142857143,6.312142857142858,6.1925,4.304285714285714,7.720714285714286,5.942142857142857,10514.5,21.6637359,81.8406351
1,OBC,0.9514285714285714,0.9985714285714286,0.9264285714285715,2.1667857142857145,3.617142857142857,2.8989285714285713,6.734642857142857,9.541785714285714,8.099285714285715,10514.5,21.6637359,81.8406351
2,Overall,1.2335714285714285,1.5414285714285716,1.3767857142857143,3.652857142857143,5.110357142857143,4.4,8.236071428571428,11.725,9.9375,10514.5,21.6637359,81.8406351
3,SC,0.34535714285714286,0.5092857142857142,0.41714285714285715,5.257857142857143,6.192142857142857,5.641071428571428,9.577857142857143,11.856071428571429,10.521428571428572,10514.5,21.6637359,81.8406351
4,ST,2.0275,2.1339285714285716,2.0832142857142855,5.108214285714285,7.040357142857142,6.094285714285713,10.347857142857142,15.240714285714287,12.678928571428571,10514.5,21.6637359,81.8406351
