Location,Social Category,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall,DNo,latitude,longitude,state_latitude,state_longitude
BALOD,General,5.32,0.0,0.0,7.24,3.16,5.04,1.16,1.74,1.45,10501,20.70834,81.22332,21.6637359,81.8406351
BALOD,OBC,0.79,0.59,0.69,0.0,0.69,0.12,1.19,3.64,2.43,10501,20.70834,81.22332,21.6637359,81.8406351
BALOD,SC,0.0,0.0,0.0,5.11,4.01,4.57,7.01,8.73,7.85,10501,20.70834,81.22332,21.6637359,81.8406351
BALOD,ST,1.36,0.94,1.15,2.28,3.36,2.83,1.5,6.17,3.84,10501,20.70834,81.22332,21.6637359,81.8406351
BALOD,Overall,0.91,0.46,0.68,1.17,1.95,1.56,1.8,4.85,3.33,10501,20.70834,81.22332,21.6637359,81.8406351
BALODABAZAR,General,6.79,8.03,7.45,22.11,17.6,19.82,5.13,15.69,10.73,10502,21.6564735,82.1605962,21.6637359,81.8406351
BALODABAZAR,OBC,0.0,0.0,0.0,1.19,3.08,2.13,7.28,11.37,9.24,10502,21.6564735,82.1605962,21.6637359,81.8406351
BALODABAZAR,SC,0.0,0.0,0.0,1.38,5.57,3.47,9.86,12.71,11.22,10502,21.6564735,82.1605962,21.6637359,81.8406351
BALODABAZAR,ST,0.33,0.77,0.55,7.16,8.93,8.03,14.83,20.84,17.49,10502,21.6564735,82.1605962,21.6637359,81.8406351
BALODABAZAR,Overall,0.0,0.0,0.0,2.77,5.02,3.88,8.91,12.98,10.86,10502,21.6564735,82.1605962,21.6637359,81.8406351
BALRAMPUR,General,9.25,10.36,9.83,10.09,11.8,10.96,18.11,17.89,18.0,10503,23.6080538,83.6190618,21.6637359,81.8406351
BALRAMPUR,OBC,0.0,1.76,0.68,2.36,1.77,2.06,8.5,9.47,8.99,10503,23.6080538,83.6190618,21.6637359,81.8406351
BALRAMPUR,SC,0.0,0.0,0.0,3.48,9.68,6.78,19.41,19.29,19.35,10503,23.6080538,83.6190618,21.6637359,81.8406351
BALRAMPUR,ST,2.71,2.02,2.35,6.79,9.14,7.97,11.39,16.25,13.69,10503,23.6080538,83.6190618,21.6637359,81.8406351
BALRAMPUR,Overall,1.29,1.76,1.52,5.75,7.6,6.68,11.48,14.57,12.98,10503,23.6080538,83.6190618,21.6637359,81.8406351
BASTER,General,1.41,0.0,0.35,7.15,4.22,5.66,9.83,7.01,8.4,10504,19.203262,81.933652,21.6637359,81.8406351
