,Location,DNo,Social Category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall
15,Chhattisgarh,105,Overall,1,0,,4,4,,3,2,
16,Chhattisgarh,105,ST,1,0,1.0,3,3,1.0,2,0,3.0
17,Chhattisgarh,105,SC,1,1,0.0,0,1,0.0,1,3,3.0
18,Chhattisgarh,105,OBC,3,0,0.0,3,4,1.0,1,1,3.0
19,Chhattisgarh,105,General,3,3,3.0,1,4,3.0,3,1,3.0
