,Social Category,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall,DNo,latitude,longitude,Location
0,General,8.757916666666667,9.549583333333333,9.08875,5.740833333333334,6.095833333333334,5.684166666666667,4.437083333333333,7.397083333333334,5.596666666666667,11312.5,23.4559809,85.2557301,Jharkhand
1,OBC,0.8229166666666666,1.3641666666666667,1.0470833333333334,3.1954166666666666,2.98875,2.99875,11.584166666666667,12.710416666666667,12.064166666666667,11312.5,23.4559809,85.2557301,Jharkhand
2,Overall,1.2449999999999999,2.36,1.8033333333333335,4.395833333333333,4.055833333333333,4.224583333333333,10.056666666666667,11.805416666666666,10.81,11312.5,23.4559809,85.2557301,Jharkhand
3,SC,2.5925,3.8000000000000003,3.1174999999999997,6.1308333333333325,6.108750000000001,6.115416666666667,11.679166666666667,13.155416666666667,12.299583333333333,11312.5,23.4559809,85.2557301,Jharkhand
4,ST,3.8825000000000003,5.1625000000000005,4.51875,7.46875,8.019166666666667,7.740416666666666,11.505833333333333,17.06,14.365,11312.5,23.4559809,85.2557301,Jharkhand
