Cluster 1,Cluster 2,Distance,Number of Points
3.0,24.0,0.03999999999999915,2.0
21.0,32.0,0.11999999999999922,2.0
15.0,16.0,0.16000000000000014,2.0
12.0,18.0,0.19000000000000128,2.0
14.0,28.0,0.2599999999999998,2.0
17.0,23.0,0.3099999999999987,2.0
1.0,25.0,0.41999999999999993,2.0
6.0,31.0,0.4599999999999991,2.0
9.0,20.0,0.46999999999999886,2.0
22.0,36.0,0.548482755730144,3.0
7.0,19.0,0.5499999999999998,2.0
29.0,38.0,0.6408587988004842,3.0
5.0,35.0,0.6466323014923814,3.0
26.0,27.0,0.6699999999999999,2.0
4.0,34.0,0.6928203230275495,3.0
0.0,37.0,0.6928203230275505,3.0
2.0,45.0,0.9389710680668852,4.0
30.0,39.0,1.1547005383792515,3.0
13.0,48.0,1.3349719098168316,4.0
33.0,47.0,1.5801772052526262,5.0
8.0,49.0,1.6886562705299144,5.0
40.0,46.0,1.7889801564019634,4.0
11.0,43.0,2.4768326548234945,3.0
42.0,44.0,3.2851230316889715,6.0
52.0,54.0,4.639061327467012,9.0
50.0,55.0,5.686900151517813,6.0
53.0,56.0,6.197630094469885,11.0
10.0,41.0,6.333532453010194,3.0
51.0,57.0,10.10194212096786,13.0
59.0,60.0,16.17311061380608,14.0
58.0,61.0,23.699442726782706,19.0
62.0,63.0,44.17978625805296,33.0
