Cluster 1,Cluster 2,Distance,Number of Points
2.0,17.0,0.0400000000000027,2.0
3.0,11.0,0.10000000000000142,2.0
4.0,20.0,0.15000000000000213,2.0
0.0,12.0,0.1700000000000017,2.0
23.0,30.0,0.18999999999999773,2.0
7.0,22.0,0.25,2.0
1.0,5.0,0.3099999999999987,2.0
13.0,19.0,0.3100000000000023,2.0
14.0,24.0,0.3200000000000003,2.0
16.0,37.0,0.43301270189221935,3.0
26.0,35.0,0.4676537180435961,3.0
8.0,38.0,0.4907477288111786,3.0
6.0,18.0,0.5300000000000011,2.0
34.0,41.0,0.8768124086713154,4.0
33.0,42.0,0.9759918032442703,5.0
10.0,15.0,1.0600000000000023,2.0
9.0,39.0,1.1720210464549388,3.0
36.0,43.0,1.2471006374787879,5.0
25.0,28.0,1.389999999999997,2.0
27.0,29.0,1.9700000000000006,2.0
44.0,47.0,2.7214162979350776,8.0
46.0,50.0,3.010488332480297,9.0
40.0,48.0,3.203193718775061,4.0
45.0,52.0,3.8608030252785484,4.0
21.0,32.0,4.12,2.0
49.0,53.0,4.2370501459616845,11.0
51.0,54.0,5.104587063701538,11.0
31.0,55.0,8.781645062287593,5.0
56.0,57.0,11.67590110726648,6.0
58.0,60.0,16.932542122412475,16.0
59.0,61.0,20.285037099418314,17.0
62.0,63.0,42.22231506646921,33.0
