,Social Category,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall,DNo,latitude,longitude,Location
0,General,10.87,8.546666666666667,9.636666666666667,7.013333333333333,1.0033333333333332,3.5533333333333332,14.88,16.613333333333333,15.826666666666666,10602.0,20.42587,72.85112,Dadra & Nagar Haveli & Daman & Diu
1,OBC,3.813333333333333,2.18,2.876666666666667,0.0,0.0,0.0,1.4666666666666668,3.206666666666667,1.6233333333333333,10602.0,20.42587,72.85112,Dadra & Nagar Haveli & Daman & Diu
2,Overall,0.36333333333333334,0.20666666666666667,0.27999999999999997,0.5766666666666667,0.44,0.4566666666666667,7.436666666666667,9.366666666666667,8.459999999999999,10602.0,20.42587,72.85112,Dadra & Nagar Haveli & Daman & Diu
3,SC,10.533333333333333,3.76,6.3566666666666665,5.1033333333333335,8.913333333333332,7.156666666666666,3.02,7.136666666666666,3.65,10602.0,20.42587,72.85112,Dadra & Nagar Haveli & Daman & Diu
4,ST,16.666666666666668,9.523333333333333,12.82,0.08,8.48,5.670000000000001,5.896666666666667,6.56,6.233333333333333,10602.0,20.42587,72.85112,Dadra & Nagar Haveli & Daman & Diu
