,Location,DNo,Social Category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall
20,Dadra & Nagar Haveli & Daman & Diu,106,SC,1,4,0,0,4,4,1,3,3
21,Dadra & Nagar Haveli & Daman & Diu,106,OBC,3,0,0,3,4,0,0,1,4
22,Dadra & Nagar Haveli & Daman & Diu,106,Overall,1,0,1,4,4,1,1,0,0
23,Dadra & Nagar Haveli & Daman & Diu,106,General,3,3,0,3,3,1,4,1,0
24,Dadra & Nagar Haveli & Daman & Diu,106,ST,3,0,1,0,3,4,2,0,3
