"Dropout Rate by Gender, Level of School Education and Social Category                             Report Id : 4017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Generated By NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Report Export Date :27 Jan 2024 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year:2020-21,,,,,,,,,,,,,,,,,,State Name :Uttar Pradesh,,,,,,,,,,,,,,,,,,,District Name :all,,,,,,,,,,,,,,,,,,Block Name :none,,,,,,,,,,,,,,,,,,
,,Primary Drop Out Rate,,,Upper Primary Drop Out Rate,,,Secondary Drop Out Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Social Category,Girls,Boys,Overall,Girls,Boys,Overall,Girls,Boys,Overall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHITRAKOOT,SC,5.72,6.01,5.87,21.32,19.26,20.23,23.68,19.5,21.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHITRAKOOT,ST,57.14,0,37.5,91.67,0,75,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHITRAKOOT,Overall,3.47,4.44,3.97,18.03,15,16.46,18.89,15.88,17.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEORIA,General,0,0,0,0,0,0,17.46,14.48,15.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEORIA,OBC,0,0,0,0,0,0,13.65,9.69,11.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEORIA,SC,2.13,2.92,2.52,1.72,0,0,14.9,13.26,14.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEORIA,ST,0.44,2.06,1.24,5.43,0,2.15,18.9,19.24,19.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEORIA,Overall,0,0,0,0,0,0,14.94,11.85,13.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETAH,General,1.05,0,0,1.24,0,0,16.88,15.52,16.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETAH,OBC,6.94,6.52,6.72,3.86,0,0,14.22,10.76,12.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETAH,SC,1.66,1.26,1.45,9.41,8.27,8.8,23.06,15.85,18.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETAH,ST,0,0,0,24.32,33.33,30.1,89.65,87.8,88.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETAH,Overall,5.15,4.38,4.75,4.55,0,0.8,16.11,12.44,13.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETAWAH,General,27.98,23.32,25.54,31.94,30.27,31.05,24.63,25.73,25.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETAWAH,OBC,0,0,0,0,0,0,13.09,11.8,12.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETAWAH,SC,0,0,0,2.41,0,0,15.63,12.62,14.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETAWAH,ST,0,0,0,47.13,38.82,42.81,52.17,65.85,60.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETAWAH,Overall,0,0,0,7.03,2.84,4.84,15.83,14.65,15.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAIZABAD,General,0,0,0,4.19,0,1.12,7.69,4.18,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAIZABAD,OBC,0,0,0,6.72,1.74,4.18,15.77,11.41,13.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAIZABAD,SC,0,0,0,9.81,7.22,8.52,16,15.05,15.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAIZABAD,ST,36.09,46.78,41.91,43.53,15.93,28.72,68,66.21,67.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAIZABAD,Overall,0,0,0,7.19,2.53,4.81,14.07,10.38,12.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FARRUKHABAD,General,0,0,0,0,0,0,2.76,4.82,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FARRUKHABAD,OBC,6.44,5.62,6.03,9.54,9.5,9.52,13.06,12.02,12.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FARRUKHABAD,SC,5.52,5.52,5.52,14.81,13.95,14.38,14.67,8.09,11.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FARRUKHABAD,ST,0,5.07,0,0,0,0,9.09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FARRUKHABAD,Overall,2.41,3.58,3,4.76,5.75,5.26,10.23,9.34,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FATEHPUR,General,3.88,5.25,4.59,5.52,0.9,3.11,11.91,12.34,12.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FATEHPUR,OBC,3.13,3.93,3.54,9.86,5.41,7.62,19.09,17.74,18.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FATEHPUR,SC,2.82,3.74,3.3,12.18,9.99,11.06,20.09,20.41,20.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FATEHPUR,ST,0,0,0,9.68,0,2.13,26.79,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FATEHPUR,Overall,3.06,4.04,3.56,9.84,6.01,7.9,17.78,17.02,17.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIROZABAD,General,0,0,0,0,0,0,12.16,12.37,12.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIROZABAD,OBC,0.88,1.93,1.43,0,0,0,10.07,5.71,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIROZABAD,SC,2.91,2.25,2.57,12.25,7.48,9.76,16.27,13.42,14.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIROZABAD,ST,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIROZABAD,Overall,0.34,0.84,0.6,1.1,0,0,11.29,8.05,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAUTAM BUDDHA NAGAR,General,0,0,0,0,0,0,0,1.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAUTAM BUDDHA NAGAR,OBC,10.01,9.41,9.69,5.83,5.97,5.91,1.08,2.57,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAUTAM BUDDHA NAGAR,SC,6.98,7.02,7,8.69,6.28,7.41,7.04,3.24,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAUTAM BUDDHA NAGAR,ST,6.66,11.24,9.16,21.7,17.54,19.47,41.66,62.95,54.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAUTAM BUDDHA NAGAR,Overall,3.58,3.63,3.61,1.57,1.28,1.42,0.94,2.3,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHAZIABAD,General,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHAZIABAD,OBC,15.4,13.61,14.46,10.23,3.06,6.6,7.14,2.19,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHAZIABAD,SC,0.2,1.28,0.78,0.31,0,0,4.2,5.96,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHAZIABAD,ST,0,0,0,0,0,0,32.04,4.68,18.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHAZIABAD,Overall,4.57,3.44,3.97,0.6,0,0,0.62,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHAZIPUR,General,0,0,0,3.41,0,0.3,23.44,26.08,24.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHAZIPUR,OBC,4.91,4.33,4.61,4.96,0,0.74,23.77,23.54,23.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHAZIPUR,SC,2.16,1.27,1.7,7.16,1.53,4.29,23.61,26.35,25.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHAZIPUR,ST,0,0,0,0,0,0,19.67,17.03,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHAZIPUR,Overall,3.28,2.31,2.79,5.13,0,1.48,23.59,24.45,24.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GONDA,General,0.52,0,0,5.33,0,1.24,8.41,7.65,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GONDA,OBC,3.79,3.56,3.68,9.83,8.44,9.1,19.35,15.13,17.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GONDA,SC,0,0,0,15.74,12.12,13.89,15.39,17.29,16.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GONDA,ST,25,28.98,27.15,54.39,43.72,48.53,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GONDA,Overall,1.82,1.25,1.53,9.8,5.89,7.78,14.64,12.46,13.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GORAKHPUR,General,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GORAKHPUR,OBC,0,0,0,0,0,0,7.07,2.41,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GORAKHPUR,SC,0,0,0,1.63,0,0,8.79,12.63,10.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GORAKHPUR,ST,6.19,1.64,3.98,38.66,11.68,27.31,48.51,0,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GORAKHPUR,Overall,0,0,0,0,0,0,6.66,3.88,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAMIRPUR (U.P.),General,0,0,0,0,0,0,8.83,7.37,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAMIRPUR (U.P.),OBC,4.44,4.79,4.63,15.28,11.83,13.5,12.16,13.58,12.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAMIRPUR (U.P.),SC,3.32,1.67,2.46,13.12,13.43,13.28,15.57,14.34,14.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAMIRPUR (U.P.),ST,0,0,0,0,0,0,33.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAMIRPUR (U.P.),Overall,3.17,2.77,2.95,12.75,10.33,11.49,12.43,12.58,12.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAPUR (PANCHSHEEL NAGAR),General,0,0,0,7.82,2.59,4.98,14.22,13.56,13.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAPUR (PANCHSHEEL NAGAR),OBC,1.94,0.41,1.15,0,0,0,9.01,8.14,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAPUR (PANCHSHEEL NAGAR),SC,3.18,1.53,2.31,2.05,1.27,1.65,8.84,10.68,9.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAPUR (PANCHSHEEL NAGAR),ST,12.39,36,26.06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAPUR (PANCHSHEEL NAGAR),Overall,0.38,0.58,0.48,2.15,0.46,1.25,10.63,10.84,10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARDOI,General,0,0,0,3.67,4.41,4.07,6.79,17.81,13.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARDOI,OBC,6.17,6.56,6.37,16.41,14.94,15.64,17.31,19.92,18.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARDOI,SC,5.49,7.15,6.37,21.36,20.27,20.78,19.36,24.87,22.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARDOI,ST,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARDOI,Overall,3.96,4.95,4.48,15.67,14.69,15.15,15.12,20.69,18.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATHRAS,General,2.29,1.41,1.81,7.17,0.07,3.23,12.29,14.8,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATHRAS,OBC,2.76,3.12,2.95,7.22,0,1.78,11.37,7.15,8.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATHRAS,SC,0.65,1.21,0.94,15.04,8.5,11.6,19.27,16.15,17.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATHRAS,ST,0,0,0,0,0,0,35.14,0,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATHRAS,Overall,1.82,2.05,1.94,9.51,1.07,5.04,13.6,11.39,12.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JALAUN,General,1.96,2.42,2.19,7.34,1.98,4.55,7.14,4.29,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JALAUN,OBC,0.72,0,0.24,9.94,8.35,9.13,11.7,8.85,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JALAUN,SC,3.34,4.03,3.69,13.96,11.29,12.59,10.64,15.86,13.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JALAUN,ST,22.75,42.08,32.86,88.46,85.38,86.75,0,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JALAUN,Overall,1.98,1.98,1.98,10.98,8.24,9.57,10.28,9.87,10.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAUNPUR,General,0,0,0,6.81,2.6,4.69,11.76,6.73,9.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAUNPUR,OBC,2.86,2.87,2.86,6.48,4.86,5.67,6.2,7.99,7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAUNPUR,SC,0.46,1.08,0.78,10.94,8.19,9.55,15.7,16.24,15.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAUNPUR,ST,0,0,0,0,0,0,55.55,35,43.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAUNPUR,Overall,1.65,1.93,1.79,7.77,5.45,6.6,9.71,10,9.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHANSI,General,1.82,0.7,1.22,5.4,0,2.18,10.95,5.99,8.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHANSI,OBC,4.74,4.98,4.87,9.14,8.8,8.96,7.9,10.71,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHANSI,SC,2.94,2.5,2.71,10.79,10.55,10.66,10.29,13.5,12.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHANSI,ST,0,0,0,0,0,0,49.02,48.35,48.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHANSI,Overall,3.55,3.35,3.45,9.04,7.71,8.32,9.48,11,10.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jyotiba Phule Nagar (AMROHA),General,15.48,16.57,16.06,11.31,0,5.04,8.97,0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jyotiba Phule Nagar (AMROHA),OBC,2.68,1.77,2.21,1.25,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jyotiba Phule Nagar (AMROHA),SC,0,0.66,0,6.06,5.22,5.63,7.41,4.19,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jyotiba Phule Nagar (AMROHA),ST,0,16.62,1.02,0,33.33,0,0,50.63,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jyotiba Phule Nagar (AMROHA),Overall,4.58,4.8,4.7,4.33,0,1.49,3.31,0,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANNAUJ,General,3.86,10.03,7.06,1.71,0.3,1.01,12.8,9.62,11.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANNAUJ,OBC,0,0,0,0,0,0,13.81,11.52,12.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANNAUJ,SC,3.1,3.16,3.14,9.1,8.16,8.63,12.5,16.53,14.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANNAUJ,ST,0,0,0,36.33,41.2,38.64,55.77,51.67,53.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANNAUJ,Overall,0,0.86,0,1.68,0,0.25,13.44,12.03,12.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANPUR DEHAT,General,0,0,0,2.81,0,0.69,14.48,20.43,17.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANPUR DEHAT,OBC,0,0,0,2.37,0,0,16.9,10.15,13.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANPUR DEHAT,SC,4.36,4.61,4.49,12.4,10.58,11.48,20.72,21.37,21.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANPUR DEHAT,ST,0,4.22,0,13.1,40.07,27.34,80,52.68,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANPUR DEHAT,Overall,0,0,0,6.09,1.06,3.52,17.56,15.74,16.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANPUR NAGAR,General,6.57,4.88,5.69,2.05,0.73,1.34,6.85,5.39,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANPUR NAGAR,OBC,0.27,0.28,0.28,1.35,2.51,1.97,6.02,6.71,6.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANPUR NAGAR,SC,3.67,4.58,4.15,10.3,9.66,9.97,12.36,10.45,11.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANPUR NAGAR,ST,0,0,0,0,0,0,56.5,26.08,42.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANPUR NAGAR,Overall,3.24,2.92,3.07,3.8,3.47,3.62,8.02,6.98,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANSHIRAM NAGAR,General,0,0,0,1.39,0,0.47,12.24,11.36,11.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANSHIRAM NAGAR,OBC,5.03,4.18,4.59,12.69,7.36,9.92,16.19,15.01,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANSHIRAM NAGAR,SC,2.43,0.66,1.51,9.88,3.48,6.54,5.64,7.45,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANSHIRAM NAGAR,ST,78.46,75.98,77.06,91.03,94.44,92.67,0,60,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANSHIRAM NAGAR,Overall,3.42,2.7,3.04,10.37,5.35,7.74,13.6,13.05,13.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAUSHAMBI,General,0,0,0,0,0,0,9.68,4.7,7.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAUSHAMBI,OBC,0,0,0,7.64,3.44,5.53,17.35,17.25,17.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAUSHAMBI,SC,0.66,0.9,0.78,11.92,9.06,10.45,14.48,14.05,14.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
