"Dropout Rate by Gender, Level of School Education and Social Category                             Report Id : 4017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Generated By NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Report Export Date :27 Jan 2024 01:26 PM,,,,,,,,,,,,,,,,,,
Academic Year:2020-21,,,,,,,,,,,,,,,,,,State Name :Madhya Pradesh,,,,,,,,,,,,,,,,,,,District Name :all,,,,,,,,,,,,,,,,,,Block Name :none
,,Primary Drop Out Rate,,,Upper Primary Drop Out Rate,,,Secondary Drop Out Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Social Category,Girls,Boys,Overall,Girls,Boys,Overall,Girls,Boys,Overall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KATNI,SC,0,0,0,0,5.34,1.94,25.14,33.15,29.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KATNI,ST,0,0,0,5.66,6.99,6.34,40.06,46.51,43.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KATNI,Overall,0,0.17,0,4.71,7.4,6.11,25.18,31.9,28.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHANDWA,General,7.03,3.27,5.12,15.33,6.39,10.79,19.3,22.6,20.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHANDWA,OBC,0,0,0,1.49,0,0,12.82,15.34,14.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHANDWA,SC,6.11,5.53,5.81,13.21,15.91,14.62,24.72,28.96,26.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHANDWA,ST,1.76,2.21,1.99,10.32,13.1,11.83,42.11,43.63,42.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHANDWA,Overall,1.57,1.4,1.48,8.15,7.73,7.93,26.19,29.4,27.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHARGONE,General,0.84,2.2,1.55,4.97,7.3,6.18,11.15,19.63,15.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHARGONE,OBC,0.45,0,0.11,4.95,5.32,5.14,18.09,25.69,22.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHARGONE,SC,0,0,0,3,0,1.26,23.24,33.9,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHARGONE,ST,1.76,2.65,2.22,13.89,13.91,13.9,28.71,34.53,31.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHARGONE,Overall,0.72,1.05,0.89,8.7,8.72,8.71,22,29.41,25.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDLA,General,6.55,5.05,5.78,6.81,2.9,4.8,17.38,13.52,15.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDLA,OBC,0.21,0,0,0,0.86,0,21.4,24.32,22.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDLA,SC,0,0.79,0,5.83,9.42,7.72,18.07,22.99,20.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDLA,ST,1.44,1.49,1.47,8.31,8.71,8.51,26.85,28.94,27.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDLA,Overall,1.08,0.9,1,5.36,6.22,5.79,24.35,26.73,25.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDSAUR,General,27.74,26.26,26.97,28.28,27.1,27.67,12.52,14.17,13.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDSAUR,OBC,4.27,3.71,3.98,10.28,6.77,8.45,21.14,24.18,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDSAUR,SC,1.99,2.18,2.09,9.72,5.75,7.62,30.79,33.53,32.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDSAUR,ST,1.82,0.96,1.38,11.82,9.68,10.65,29.43,38.56,35.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDSAUR,Overall,8.45,7.78,8.1,13.84,10.67,12.19,21.54,24.75,23.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORENA,General,0,0,0,0,0,0,3.22,1.22,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORENA,OBC,13.22,12.61,12.91,19.19,14.22,16.52,19.19,15.58,16.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORENA,SC,1.11,4.59,2.97,7.32,10.44,9.04,32.83,30.37,31.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORENA,ST,0.2,9.23,5.11,13.95,8.82,11.22,53.06,73.34,67.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORENA,Overall,0,0,0,9.22,6.12,7.54,16.87,14.98,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARSIMHAPUR,General,0,0,0,1.76,2.55,2.18,8.07,15.92,12.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARSIMHAPUR,OBC,1.02,1.25,1.14,3.84,3.88,3.86,17.82,20.92,19.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARSIMHAPUR,SC,0,0,0,0,0.54,0.28,19.61,25.42,22.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARSIMHAPUR,ST,0,0.04,0,6.91,7.65,7.28,32.83,36.24,34.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARSIMHAPUR,Overall,0.38,0.55,0.47,3.38,3.65,3.52,19.16,23.2,21.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEEMUCH,General,0.35,0,0,8.12,4,6.03,12.07,14.12,13.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEEMUCH,OBC,0,0,0,5.65,4.08,4.82,19.13,22.25,20.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEEMUCH,SC,0.77,0,0,3.18,3.61,3.4,23.18,27.73,25.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEEMUCH,ST,0.63,1.62,1.14,14.23,14.47,14.36,38.8,54.74,48.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEEMUCH,Overall,0,0,0,6.57,5.05,5.77,19.35,23.53,21.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIWARI,General,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIWARI,OBC,23.02,23.02,23.03,30.38,25.39,27.68,42.78,36.09,38.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIWARI,SC,25.69,22.06,23.82,33.06,29.2,31.05,46.98,46.49,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIWARI,ST,32.94,29.51,31.15,49.74,41.8,45.4,62.06,86.05,76.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIWARI,Overall,0,0.17,0,5.85,6.82,6.37,23.23,29.87,27.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANNA,General,2.1,3.17,2.67,6.17,2.78,4.44,8.64,11.84,10.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANNA,OBC,2.14,0.91,1.49,4.3,4.97,4.64,22.78,24.23,23.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANNA,SC,0.96,1.8,1.4,6.96,9.47,8.29,29.75,29.79,29.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANNA,ST,0.53,0.9,0.72,16.8,14.65,15.65,44.97,44.81,44.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANNA,Overall,1.49,1.44,1.47,7.5,7.62,7.57,24.18,25.92,25.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAISEN,General,1.17,0.46,0.8,7.17,3.83,5.47,18.4,19.65,19.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAISEN,OBC,1.72,2.31,2.03,8.41,9.53,8.99,20.53,27.01,23.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAISEN,SC,0,1.21,0.5,6.28,6.04,6.15,29.19,36.6,33.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAISEN,ST,0.28,1.45,0.88,14.02,13.96,14,36.99,47.35,42.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAISEN,Overall,0.97,1.65,1.32,8.88,8.8,8.84,24.4,30.83,27.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAJGARH,General,0,0,0,0,0,0,5.69,4.52,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAJGARH,OBC,2.89,3,2.95,6.54,6.78,6.67,23.26,25.76,24.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAJGARH,SC,0,2.5,1.17,4.87,4.35,4.59,35.25,35.19,35.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAJGARH,ST,0,0,0,0,2.15,0,29.51,37.07,33.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAJGARH,Overall,0.26,1.56,0.94,4.31,4.53,4.43,23.78,25.9,24.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RATLAM,General,4.68,3.21,3.93,4.91,5.39,5.15,18.09,18.23,18.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RATLAM,OBC,2.33,1.78,2.05,7.05,3.62,5.3,22.4,25.88,24.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RATLAM,SC,0,0,0,4,5.74,4.92,30.48,36.04,33.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RATLAM,ST,3.97,4.11,4.04,11.96,11.85,11.9,36.13,41.49,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RATLAM,Overall,2.69,2.54,2.61,8.02,7.23,7.6,26.39,30.33,28.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REWA,General,2.25,4.64,3.53,4.33,5.92,5.18,12.88,12.69,12.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REWA,OBC,5.31,6.17,5.76,9.43,9.68,9.56,28.49,25.49,26.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REWA,SC,0,0,0,3.12,3.47,3.3,39.78,36.43,38.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REWA,ST,0,0,0,11.07,8.82,9.88,47.42,39.77,43.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REWA,Overall,0.84,0,0.4,7.13,7.25,7.19,29.01,25.93,27.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAGAR,General,0.52,1.76,1.16,0,2.95,0,7.4,19.38,13.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAGAR,OBC,0,0,0,0.96,0,0.17,19.4,21.75,20.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAGAR,SC,0.33,0.79,0.56,4.92,1.89,3.37,25.77,28.62,27.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAGAR,ST,0,0.47,0.05,6.37,7.35,6.87,42.55,43.45,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAGAR,Overall,0,0.26,0,1.6,1.35,1.47,21.5,24.91,23.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATNA,General,0,0,0,0,0,0,9.18,11.16,10.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATNA,OBC,1.06,0.28,0.66,4.35,5.27,4.82,23.53,25.79,24.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATNA,SC,0,0,0,3.21,4.93,4.1,29.43,32.29,30.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATNA,ST,0.1,0.18,0.13,15.75,17.92,16.88,50.26,49.21,49.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATNA,Overall,0,0,0,5.26,6.02,5.65,24.16,25.66,24.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEHORE,General,6.18,5.04,5.58,10.74,11.87,11.33,30.11,28.92,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEHORE,OBC,0.1,0.58,0.34,6.16,4.64,5.37,17.73,17.33,17.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEHORE,SC,0,0,0,0,0.17,0,22.11,23.53,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEHORE,ST,1.35,1.88,1.61,12.47,11.63,12.03,38.56,43.07,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEHORE,Overall,0.44,0.39,0.42,6.34,5.64,5.97,22.87,23.17,23.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEONI,General,0.35,2.28,1.34,2.87,4.8,3.85,11.8,19.34,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEONI,OBC,0,0,0,0.07,0.87,0.48,16.9,23.85,20.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEONI,SC,0,0,0,2.92,2.39,2.66,16.51,20.71,18.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEONI,ST,2.01,1.77,1.88,4.34,7.04,5.7,30.31,37.35,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEONI,Overall,0.46,0.5,0.48,2.33,3.84,3.09,21.91,28.43,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAHDOL,General,0,0,0,0,0,0,4.98,6.06,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAHDOL,OBC,4.13,4.16,4.14,2.13,3.55,2.85,21.9,26.5,24.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAHDOL,SC,0,0,0,0,0,0,20.29,26.94,23.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAHDOL,ST,2.14,0,0.93,12.15,12,12.07,32.96,41.84,37.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAHDOL,Overall,0.71,0,0.21,6.55,6.47,6.5,24.4,30.08,27.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAJAPUR,General,0.54,3.14,1.89,13.43,12.23,12.83,20.88,24.77,23.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAJAPUR,OBC,0,0,0,2.07,0,0.87,9.77,8.39,9.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAJAPUR,SC,2.11,6.21,4.24,7.8,9.19,8.55,30.61,27.15,28.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAJAPUR,ST,3.84,6.13,5.04,5.69,11.68,8.84,33.53,46.45,40.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAJAPUR,Overall,0,0,0,5.98,5.05,5.5,18.01,17.51,17.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHEOPUR,General,10.49,8.29,9.35,8.79,9.75,9.29,11.4,10.39,10.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHEOPUR,OBC,3.74,2.94,3.32,16.87,11.38,14.03,25.32,28.46,27.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHEOPUR,SC,0,0,0,8.9,6.11,7.41,33.96,31.65,32.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHEOPUR,ST,3.99,5.9,5.01,20.68,21.31,21.02,59.16,54.53,56.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHEOPUR,Overall,3.81,3.45,3.62,15.89,12.96,14.35,29.27,31.24,30.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHIVPURI,General,4.32,4.48,4.41,5.69,4.48,5.02,17.25,17.92,17.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHIVPURI,OBC,1.48,0.36,0.89,12.18,7.14,9.5,30.61,26.13,27.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHIVPURI,SC,0.51,1.8,1.18,12.51,8.22,10.21,38.02,35.1,36.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHIVPURI,ST,1.86,3.03,2.48,30.23,27.07,28.55,55.75,50.34,52.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHIVPURI,Overall,1.57,1.43,1.49,14.8,10.5,12.51,31.34,28.26,29.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIDHI,General,0.38,0.43,0.4,0,0,0,14.86,15.08,14.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIDHI,OBC,0.77,2.02,1.42,5.29,3.68,4.46,33.15,30.37,31.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIDHI,SC,3.39,3.1,3.24,5.68,6.56,6.14,43.79,38.88,41.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIDHI,ST,0.82,2.24,1.55,10.4,11.76,11.11,40.07,43.11,41.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIDHI,Overall,1.11,1.99,1.57,5.91,5.84,5.87,32.51,31.02,31.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SINGRAULI,General,0,0,0,0,0,0,12.6,13.08,12.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SINGRAULI,OBC,3.11,6.63,4.98,5.14,7.46,6.35,30.9,30.91,30.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SINGRAULI,SC,0,0,0,3.61,4.05,3.84,36.05,35.9,35.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SINGRAULI,ST,1.43,2.66,2.06,11.68,12.43,12.08,39.02,43.39,41.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SINGRAULI,Overall,0.86,2.67,1.81,6.34,7.68,7.05,31.56,32.52,32.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIKAMGARH,General,16.3,16.08,16.19,14.95,13.44,14.16,20.37,22.81,21.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIKAMGARH,OBC,0,0,0,0,2.86,1.32,39.57,40.48,40.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIKAMGARH,SC,0,0,0,0,0,0,35.62,36.96,36.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIKAMGARH,ST,20.44,24.74,22.7,27.96,23.57,25.63,51.19,63.48,58.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIKAMGARH,Overall,0,2.29,0.92,2.2,3.81,3.05,36.71,38.49,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UJJAIN,General,9.63,5.99,7.74,11.35,10.42,10.86,19.83,22.04,21.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UJJAIN,OBC,1.24,1.29,1.27,10.1,7.04,8.52,22.85,27.89,25.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UJJAIN,SC,0,0,0,6.67,2.85,4.68,26.51,30.97,29.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UJJAIN,ST,5.52,6.97,6.28,13.35,16.16,14.85,24.07,32.34,28.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UJJAIN,Overall,1.39,0.94,1.16,9.54,7.03,8.24,23.08,27.43,25.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMARIA,General,3.27,1.75,2.48,3.67,0.96,2.29,6.13,15.46,11.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMARIA,OBC,0.49,0.27,0.38,2.51,2.82,2.67,23.09,29.02,26.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMARIA,SC,0,0,0,9.18,3.19,6.15,27.94,26.89,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMARIA,ST,1.05,0.79,0.92,10.74,12.31,11.53,31.86,40.28,35.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMARIA,Overall,0.54,0.27,0.4,7.64,7.59,7.62,25.64,31.9,28.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIDISHA,General,0,0,0,2.44,3.21,2.84,17.25,20.28,18.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIDISHA,OBC,0,0.24,0,9.54,7.13,8.29,22.05,27.41,24.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIDISHA,SC,3.28,2.75,3.01,10.01,8.6,9.28,31.42,36.66,34.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIDISHA,ST,7.3,4.94,6.08,20.87,19.38,20.1,43.58,51.82,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIDISHA,Overall,0.33,0.33,0.32,9.17,7.54,8.32,23.79,28.83,26.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,Overall,1.26,1.43,1.34,6.63,6.1,6.36,22.14,25.15,23.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
