"Dropout Rate by Gender, Level of School Education and Social Category                             Report Id : 4017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Generated By NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Report Export Date :27 Jan 2024 01:20 PM,,,,,,,,,,,,,,,,,,
Academic Year:2020-21,,,,,,,,,,,,,,,,,,State Name :Assam,,,,,,,,,,,,,,,,,,,District Name :all,,,,,,,,,,,,,,,,,,Block Name :none
,,Primary Drop Out Rate,,,Upper Primary Drop Out Rate,,,Secondary Drop Out Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Social Category,Girls,Boys,Overall,Girls,Boys,Overall,Girls,Boys,Overall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NALBARI,SC,1.81,5.57,3.71,2.34,1.31,1.84,32.97,28.79,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NALBARI,ST,9.66,10.58,10.11,3.9,3.64,3.77,19.44,27.8,23.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NALBARI,Overall,4.53,6.16,5.35,1.74,2.71,2.21,26.1,24.82,25.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIBSAGAR,General,1.1,3.65,2.42,0,2.88,0.34,16.02,13.95,14.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIBSAGAR,OBC,0.45,0.71,0.58,1.99,4.38,3.18,21.34,26.24,23.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIBSAGAR,SC,0,0,0,0,0,0,20,24.36,22.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIBSAGAR,ST,3.4,2.57,2.96,1.32,1.6,1.47,28.97,19.39,24.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIBSAGAR,Overall,0.64,1.17,0.91,0.46,2.95,1.71,20.94,23.31,22.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONITPUR,General,0,2.19,1.05,0,3.33,1.22,37.32,31.74,34.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONITPUR,OBC,3.46,4.56,4.01,5.83,8.2,7,29.49,32.96,31.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONITPUR,SC,0,0,0,0,0,0,33.69,29.9,31.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONITPUR,ST,6.1,5.79,5.95,0,5.64,1.89,37.22,36.54,36.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONITPUR,Overall,2.05,3.39,2.72,1.56,5.25,3.35,33.99,32.85,33.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH SALMARA-MANKACHAR,General,4.41,9.02,6.74,13.62,17.19,15.19,40.52,29.77,36.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH SALMARA-MANKACHAR,OBC,0,0,0,6.95,12.7,9.84,40.4,40.26,40.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH SALMARA-MANKACHAR,SC,0,7.55,3.76,0,22.54,8.92,0,7.81,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH SALMARA-MANKACHAR,ST,8.76,0,4.22,11.11,17.54,14.29,7.5,22.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH SALMARA-MANKACHAR,Overall,4.32,8.85,6.61,13.34,17.21,15.05,39.61,29.57,35.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TINSUKIA,General,1.92,2.27,2.1,0,1.85,0.48,3.89,10.18,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TINSUKIA,OBC,4.98,4.92,4.95,4.73,8.53,6.62,33.25,37.19,35.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TINSUKIA,SC,7.87,9.87,8.9,3.09,10.63,7.09,31.06,32.73,31.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TINSUKIA,ST,2.95,7.81,5.46,4.88,3.94,4.4,31.33,32.15,31.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TINSUKIA,Overall,4.5,4.93,4.73,3.73,7.07,5.41,27.66,31.19,29.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UDALGURI,General,4.28,6.53,5.39,7.47,11.23,9.2,36.71,33.25,35.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UDALGURI,OBC,5.44,6.03,5.73,2.62,4.74,3.67,40.4,41.29,40.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UDALGURI,SC,4.23,3.25,3.74,4.73,6.89,5.76,41.53,46.41,43.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UDALGURI,ST,3.19,1.55,2.38,0,0,0,25.42,29.1,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UDALGURI,Overall,4.42,4.67,4.54,2.94,4.64,3.76,33.67,35.11,34.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST KARBI ANGLONG,General,0,0,0,0.97,3.57,2.21,42.54,36.51,39.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST KARBI ANGLONG,OBC,0,0,0,0,0,0,33.35,28.22,31.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST KARBI ANGLONG,SC,0,0,0,9.66,9.67,9.67,43.36,49.83,46.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST KARBI ANGLONG,ST,2.92,5.56,4.24,0,0,0,42.21,41.93,42.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST KARBI ANGLONG,Overall,1.2,2.92,2.06,0,0,0,39.94,39.18,39.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,Overall,2.34,4.17,3.27,3.57,6.32,4.9,31.36,29.01,30.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
