"Dropout Rate by Gender, Level of School Education and Social Category                             Report Id : 4017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Generated By NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Report Export Date :27 Jan 2024 01:24 PM,,,,,,,,,,,,,,,,,,
Academic Year:2020-21,,,,,,,,,,,,,,,,,,State Name :Karnataka,,,,,,,,,,,,,,,,,,,District Name :all,,,,,,,,,,,,,,,,,,Block Name :none
,,Primary Drop Out Rate,,,Upper Primary Drop Out Rate,,,Secondary Drop Out Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Social Category,Girls,Boys,Overall,Girls,Boys,Overall,Girls,Boys,Overall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUMAKURU MADHUGIRI,SC,0,0,0,0,0,0,15.83,18.15,17.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUMAKURU MADHUGIRI,ST,0,0,0,0,0,0,14.77,18.4,16.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUMAKURU MADHUGIRI,Overall,0,0,0,0,0,0,15.34,19.32,17.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UDUPI,General,4.33,4.57,4.45,0,3.64,1.76,0,1.53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UDUPI,OBC,0,0,0,0,0.48,0.11,1.36,5.89,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UDUPI,SC,1.48,1.62,1.55,2.09,3.03,2.57,2.91,11.02,7.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UDUPI,ST,1.63,2.02,1.83,0,4.73,2.52,2.65,16.82,10.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UDUPI,Overall,0,0.03,0,0,1.12,0.55,0.76,6.47,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTARA KANNADA,General,1.62,0,0.09,4.06,1.98,2.96,14.12,16.46,15.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTARA KANNADA,OBC,0.12,0,0.03,0,0.62,0.2,11.02,17.78,14.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTARA KANNADA,SC,0,2.86,1.14,1.73,3.6,2.71,22.28,21.04,21.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTARA KANNADA,ST,0,2.92,0,3.64,7.9,5.73,25.69,19.39,22.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTARA KANNADA,Overall,0.1,0.06,0.08,0.32,1.08,0.71,12.28,17.88,15.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTARA KANNADA SIRSI,General,3,3.95,3.51,0,0,0,4.02,14.24,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTARA KANNADA SIRSI,OBC,0,0,0,0.92,0.82,0.87,16.16,24.03,20.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTARA KANNADA SIRSI,SC,0,0,0,0,0.63,0,17.81,27.13,22.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTARA KANNADA SIRSI,ST,0,0,0,0.89,0,0.38,17.19,38.19,28.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTARA KANNADA SIRSI,Overall,0,0,0,0.01,0.34,0.19,15.16,23.91,19.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIJAYAPURA,General,12.02,10.64,11.27,0,0,0,0.24,3.86,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIJAYAPURA,OBC,0.74,1.42,1.1,3.74,2.74,3.23,19.3,15.33,17.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIJAYAPURA,SC,0.72,0.87,0.8,3.73,1.66,2.69,20.93,15.86,18.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIJAYAPURA,ST,0,0.68,0,2.22,0,0.13,14.39,17.44,16.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIJAYAPURA,Overall,0.96,1.5,1.24,3.53,2.21,2.86,19.13,15.19,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YADAGIRI,General,0,0,0,24.14,10.93,17.18,13,10.59,11.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YADAGIRI,OBC,1.81,2.67,2.26,5.66,6.04,5.85,22.21,20.82,21.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YADAGIRI,SC,0.75,1.8,1.31,5.91,6.82,6.38,22.67,21.58,22.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YADAGIRI,ST,1.03,1.62,1.34,6.67,7.1,6.88,26.69,17.61,21.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YADAGIRI,Overall,1.37,2.29,1.86,6.13,6.45,6.29,22.63,20.47,21.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,Overall,0.89,1.29,1.1,1.88,2.05,1.97,14.81,18.18,16.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
