"Dropout Rate by Gender, Level of School Education and Social Category                             Report Id : 4017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Generated By NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Report Export Date :27 Jan 2024 01:21 PM,,,,,,,,,,,,,,,,,,
Academic Year:2020-21,,,,,,,,,,,,,,,,,,State Name :Gujarat,,,,,,,,,,,,,,,,,,,District Name :all,,,,,,,,,,,,,,,,,,Block Name :none
,,Primary Drop Out Rate,,,Upper Primary Drop Out Rate,,,Secondary Drop Out Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Social Category,Girls,Boys,Overall,Girls,Boys,Overall,Girls,Boys,Overall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURAT,SC,6.57,3.69,5.04,12.92,9.27,11,18.63,22.01,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURAT,ST,0.37,0.53,0.45,5.8,2.81,4.28,19.05,25.02,22.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURAT,Overall,3.29,3.77,3.55,6.62,6.18,6.38,17.54,21.25,19.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURENDRANAGAR,General,1.01,1.71,1.4,1.25,3.65,2.56,12.92,18.5,16.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURENDRANAGAR,OBC,0.83,0.27,0.54,11.67,9,10.25,28.61,27.89,28.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURENDRANAGAR,SC,0,0,0,4.37,2.73,3.54,21.07,27.02,24.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURENDRANAGAR,ST,0,5.08,0.19,0,7.75,2.77,3.83,32.79,24.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURENDRANAGAR,Overall,0.44,0.54,0.49,9.56,7.85,8.65,25,26.61,25.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPI,General,0,0.38,0,3.59,6.34,5.05,24.39,19.72,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPI,OBC,1.92,0.42,1.15,10.5,6.08,8.17,28.91,34.06,31.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPI,SC,23.75,20.73,22.18,15.77,21.47,19.01,26.32,40.1,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPI,ST,0.39,0.93,0.67,6.25,6.82,6.54,23.18,30.6,26.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPI,Overall,0.74,1.22,0.99,6.51,7.04,6.78,23.7,30.36,27.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE DANGS,General,7.69,3.03,4.93,0,0,0,2.86,28.21,16.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE DANGS,OBC,1.97,0,0,13.89,10.87,12.36,19.51,9.88,14.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE DANGS,SC,0,0,0,0,0,0,0,25,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE DANGS,ST,1.25,1.1,1.17,9.09,9.68,9.39,21.05,26.02,23.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE DANGS,Overall,1.09,0.87,0.98,8.97,9.59,9.28,20.7,25.71,23.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VADODARA,General,3.49,3.52,3.51,4.26,2.52,3.32,16.48,22.65,19.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VADODARA,OBC,0,0,0,4.58,1.32,2.85,22.85,32.48,28.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VADODARA,SC,0,0,0,0,2.28,0.73,19.25,27.26,23.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VADODARA,ST,0,0,0,7.49,4.16,5.7,29.16,33.18,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VADODARA,Overall,1.03,0.86,0.94,4.36,2.38,3.3,19.48,26.6,23.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALSAD,General,4.81,5.92,5.42,6.38,3.7,4.91,14.2,20.51,17.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALSAD,OBC,3.17,1.68,2.39,3.41,2.8,3.09,13.2,18.43,16.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALSAD,SC,5.02,9.5,7.45,0,0,0,26.41,29.92,28.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALSAD,ST,0.57,0.66,0.61,7.75,7.32,7.53,22.81,29,25.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALSAD,Overall,2.24,2.67,2.46,6.4,5.33,5.84,19.19,24.74,22.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,Overall,1.14,0.92,1.02,5.52,3.67,4.54,20.91,25.11,23.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
