"Dropout Rate by Gender, Level of School Education and Social Category                             Report Id : 4017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Generated By NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Report Export Date :27 Jan 2024 01:26 PM,,,,,,,,,,,,,,,,,,
Academic Year:2020-21,,,,,,,,,,,,,,,,,,State Name :Maharashtra,,,,,,,,,,,,,,,,,,,District Name :all,,,,,,,,,,,,,,,,,,Block Name :none
,,Primary Drop Out Rate,,,Upper Primary Drop Out Rate,,,Secondary Drop Out Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Social Category,Girls,Boys,Overall,Girls,Boys,Overall,Girls,Boys,Overall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAIGARH (MAHARASHTRA),ST,1.03,0.27,0.64,4.29,3.3,3.78,35.95,37.03,36.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAIGARH (MAHARASHTRA),Overall,1.28,1.39,1.34,1.64,1.22,1.42,12.49,14.55,13.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RATNAGIRI,General,0,0,0,1.11,1.57,1.35,7.27,8.89,8.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RATNAGIRI,OBC,0.19,0.15,0.17,0,0,0,9.59,11.26,10.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RATNAGIRI,SC,0.67,0,0.29,0,0.12,0,5.78,10.16,7.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RATNAGIRI,ST,12.94,6.87,9.94,3.98,0,0,38.91,23.79,30.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RATNAGIRI,Overall,0.07,0,0,0.3,0.02,0.15,8.9,10.64,9.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANGLI,General,0.07,0.47,0.28,0.16,0,0,5.33,7.54,6.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANGLI,OBC,0,0,0,0,0.16,0,13.89,13.74,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANGLI,SC,0.87,1.1,0.99,1,0.84,0.92,11.07,12.34,11.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANGLI,ST,16.45,19.15,17.98,0.86,4.17,2.73,7.78,19.47,15.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANGLI,Overall,0,0.23,0,0,0,0,9.16,10.48,9.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATARA,General,0,0,0,0,0,0,5.89,6.27,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATARA,OBC,1.76,2.33,2.06,1.3,0.34,0.79,10.26,7.4,8.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATARA,SC,0,0,0,0,0,0,9.08,11.21,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATARA,ST,0,0,0,1.16,0,0,19.27,31.47,26.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATARA,Overall,0.07,0.29,0.19,0,0,0,7.88,7.7,7.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SINDHUDURG,General,0,0,0,0,0.47,0,4.64,7.86,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SINDHUDURG,OBC,0,0,0,1.99,0.18,1.07,5.79,7.31,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SINDHUDURG,SC,0,0,0,0,0,0,2.43,5.45,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SINDHUDURG,ST,7.12,6.29,6.68,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SINDHUDURG,Overall,0,0,0,0,0,0,4.84,7.39,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLAPUR,General,0,0.32,0.15,0,0,0,13.37,10.5,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLAPUR,OBC,0.95,1.24,1.1,1.26,0.64,0.93,17.6,12.48,14.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLAPUR,SC,0.19,0,0,1.13,0.25,0.67,18.71,15.79,17.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLAPUR,ST,1.2,2.95,2.14,6.91,5.55,6.15,30.56,31.36,31.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLAPUR,Overall,0.42,0.66,0.55,0.8,0.1,0.43,16.2,12.52,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THANE,General,1.5,1.69,1.6,1.7,2.65,2.21,10.51,11.96,11.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THANE,OBC,2.94,3.2,3.07,6.06,3.79,4.9,17.5,16.03,16.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THANE,SC,2.7,4.41,3.59,4.71,3.56,4.12,18.86,18.78,18.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THANE,ST,2.2,3.07,2.65,5.9,1.77,3.78,25.69,27.59,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THANE,Overall,1.98,2.34,2.17,3.25,2.92,3.08,13.85,14.44,14.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARDHA,General,6.08,5.56,5.8,3.25,4.83,4.09,8.8,13.94,11.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARDHA,OBC,0,0,0,0.05,0.03,0.04,4.35,8.54,6.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARDHA,SC,0.61,0,0.22,0,0,0,2.83,4.03,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARDHA,ST,0.64,1.31,0.99,2.22,2.43,2.33,4.97,13.57,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARDHA,Overall,0.57,0.71,0.64,0.7,0.8,0.75,4.65,9.1,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHIM,General,0.91,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHIM,OBC,0,1.09,0.51,1.01,0.76,0.88,8.4,5.95,7.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHIM,SC,0,0,0,0,0,0,9.71,3.08,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHIM,ST,1.34,2.62,2,1.53,5.4,3.6,15.14,13.36,14.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHIM,Overall,0.04,0.36,0.21,0.19,0.34,0.27,6.37,2.45,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAVATMAL,General,0,0,0,0,2.83,0,5.6,10.5,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAVATMAL,OBC,1.25,1.59,1.43,2.85,1.12,1.95,13.82,13.34,13.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAVATMAL,SC,0.13,1.06,0.62,1.16,0.43,0.78,11.62,13.58,12.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAVATMAL,ST,2.59,2.83,2.71,2.7,2,2.34,14.14,17.65,15.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAVATMAL,Overall,0.78,1.47,1.14,1.61,1.46,1.53,12.42,13.79,13.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,Overall,0.92,1.08,1,1.65,1.36,1.49,11.1,11.29,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
