Location,Cluster,Caste
AHMEDABAD,6,ST
AMRELI,3,ST
ANAND,1,ST
ARAVALLI,2,ST
BANAS KANTHA,5,ST
BHARUCH,2,ST
BHAVNAGAR,7,ST
BOTAD,6,ST
CHHOTAUDEPUR,3,ST
DEVBHOOMI DWARKA,1,ST
DOHAD,3,ST
GANDHINAGAR,5,ST
GIR SOMNATH,1,ST
JAMNAGAR,3,ST
JUNAGADH,2,ST
KACHCHH,5,ST
KHEDA,1,ST
MAHESANA,3,ST
MAHISAGAR,2,ST
MORBI,4,ST
NARMADA,2,ST
NAVSARI,1,ST
PANCH MAHALS,3,ST
PATAN,1,ST
PORBANDAR,1,ST
RAJKOT,6,ST
SABAR KANTHA,3,ST
SURAT,3,ST
SURENDRANAGAR,4,ST
TAPI,3,ST
THE DANGS,3,ST
VADODARA,5,ST
VALSAD,2,ST
