Location,Cluster,Caste
AHMEDABAD,4,ST
AMRELI,4,ST
ANAND,4,ST
ARAVALLI,4,ST
BANAS KANTHA,6,ST
BHARUCH,4,ST
BHAVNAGAR,7,ST
BOTAD,4,ST
CHHOTAUDEPUR,4,ST
DEVBHOOMI DWARKA,4,ST
DOHAD,4,ST
GANDHINAGAR,1,ST
GIR SOMNATH,6,ST
JAMNAGAR,2,ST
JUNAGADH,5,ST
KACHCHH,2,ST
KHEDA,4,ST
MAHESANA,6,ST
MAHISAGAR,4,ST
MORBI,3,ST
NARMADA,6,ST
NAVSARI,4,ST
PANCH MAHALS,4,ST
PATAN,4,ST
PORBANDAR,1,ST
RAJKOT,6,ST
SABAR KANTHA,4,ST
SURAT,4,ST
SURENDRANAGAR,4,ST
TAPI,6,ST
THE DANGS,6,ST
VADODARA,5,ST
VALSAD,6,ST
