Location,Cluster,Caste
AHMEDABAD,4,ST
AMRELI,4,ST
ANAND,5,ST
ARAVALLI,5,ST
BANAS KANTHA,7,ST
BHARUCH,6,ST
BHAVNAGAR,1,ST
BOTAD,4,ST
CHHOTAUDEPUR,6,ST
DEVBHOOMI DWARKA,5,ST
DOHAD,6,ST
GANDHINAGAR,3,ST
GIR SOMNATH,5,ST
JAMNAGAR,4,ST
JUNAGADH,5,ST
KACHCHH,4,ST
KHEDA,5,ST
MAHESANA,7,ST
MAHISAGAR,5,ST
MORBI,2,ST
NARMADA,6,ST
NAVSARI,5,ST
PANCH MAHALS,6,ST
PATAN,7,ST
PORBANDAR,5,ST
RAJKOT,4,ST
SABAR KANTHA,7,ST
SURAT,6,ST
SURENDRANAGAR,3,ST
TAPI,6,ST
THE DANGS,6,ST
VADODARA,4,ST
VALSAD,6,ST
