Location,Cluster,Caste
AHMEDABAD,3,SC
AMRELI,4,SC
ANAND,2,SC
ARAVALLI,4,SC
BANAS KANTHA,1,SC
BHARUCH,3,SC
BHAVNAGAR,5,SC
BOTAD,1,SC
CHHOTAUDEPUR,7,SC
DEVBHOOMI DWARKA,4,SC
DOHAD,3,SC
GANDHINAGAR,1,SC
GIR SOMNATH,2,SC
JAMNAGAR,5,SC
JUNAGADH,4,SC
KACHCHH,1,SC
KHEDA,1,SC
MAHESANA,4,SC
MAHISAGAR,1,SC
MORBI,2,SC
NARMADA,3,SC
NAVSARI,2,SC
PANCH MAHALS,2,SC
PATAN,2,SC
PORBANDAR,2,SC
RAJKOT,2,SC
SABAR KANTHA,3,SC
SURAT,4,SC
SURENDRANAGAR,1,SC
TAPI,3,SC
THE DANGS,3,SC
VADODARA,1,SC
VALSAD,6,SC
