Location,Cluster,Caste
AHMEDABAD,6,ST
AMRELI,6,ST
ANAND,2,ST
ARAVALLI,3,ST
BANAS KANTHA,7,ST
BHARUCH,7,ST
BHAVNAGAR,4,ST
BOTAD,1,ST
CHHOTAUDEPUR,2,ST
DEVBHOOMI DWARKA,3,ST
DOHAD,7,ST
GANDHINAGAR,1,ST
GIR SOMNATH,3,ST
JAMNAGAR,4,ST
JUNAGADH,1,ST
KACHCHH,4,ST
KHEDA,6,ST
MAHESANA,2,ST
MAHISAGAR,3,ST
MORBI,4,ST
NARMADA,3,ST
NAVSARI,3,ST
PANCH MAHALS,3,ST
PATAN,6,ST
PORBANDAR,2,ST
RAJKOT,7,ST
SABAR KANTHA,3,ST
SURAT,3,ST
SURENDRANAGAR,5,ST
TAPI,2,ST
THE DANGS,3,ST
VADODARA,6,ST
VALSAD,3,ST
