Location,Cluster,Caste
AHMEDABAD,1,SC
AMRELI,1,SC
ANAND,2,SC
ARAVALLI,2,SC
BANAS KANTHA,6,SC
BHARUCH,1,SC
BHAVNAGAR,3,SC
BOTAD,2,SC
CHHOTAUDEPUR,7,SC
DEVBHOOMI DWARKA,2,SC
DOHAD,1,SC
GANDHINAGAR,6,SC
GIR SOMNATH,6,SC
JAMNAGAR,3,SC
JUNAGADH,2,SC
KACHCHH,6,SC
KHEDA,6,SC
MAHESANA,1,SC
MAHISAGAR,5,SC
MORBI,2,SC
NARMADA,1,SC
NAVSARI,6,SC
PANCH MAHALS,2,SC
PATAN,2,SC
PORBANDAR,5,SC
RAJKOT,6,SC
SABAR KANTHA,1,SC
SURAT,2,SC
SURENDRANAGAR,6,SC
TAPI,1,SC
THE DANGS,1,SC
VADODARA,5,SC
VALSAD,4,SC
