,Social Category,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall,DNo,latitude,longitude
0,General,17.854545454545455,12.873636363636365,14.744545454545454,17.043636363636363,21.319999999999997,23.19272727272727,33.14909090909091,30.220909090909092,30.922727272727272,12306.0,26.163055600000003,94.5884911
1,OBC,25.94454545454545,27.80363636363636,27.185454545454547,8.125454545454545,20.403636363636362,11.35909090909091,41.041818181818186,35.63272727272727,50.970909090909096,12306.0,26.163055600000003,94.5884911
2,Overall,5.955454545454544,6.476363636363636,6.213636363636363,4.193636363636363,5.431818181818182,4.668181818181818,24.030909090909095,27.223636363636363,25.520909090909093,12306.0,26.163055600000003,94.5884911
3,SC,26.54909090909091,22.376363636363635,24.531818181818185,25.365454545454543,24.09818181818182,23.44272727272727,24.14454545454545,14.477272727272727,22.30545454545455,12306.0,26.163055600000003,94.5884911
4,ST,5.552727272727273,5.949090909090909,5.733636363636363,3.8045454545454542,5.100909090909091,4.28,22.816363636363636,26.125454545454545,24.344545454545457,12306.0,26.163055600000003,94.5884911
