,Location,DNo,Social Category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall
90,Nagaland,123,General,1,0,1.0,4,2,2.0,0,0,4.0
91,Nagaland,123,SC,4,0,2.0,4,3,1.0,4,2,4.0
92,Nagaland,123,OBC,4,2,4.0,4,0,2.0,3,3,2.0
93,Nagaland,123,Overall,2,3,,0,2,,0,4,
94,Nagaland,123,ST,4,3,2.0,2,1,2.0,0,3,0.0
