"Dropout Rate by Gender, Level of School Education and Social Category                             Report Id : 4017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Generated By NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Report Export Date :27 Jan 2024 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year:undefined,,,,,,,,,,,,,,,,,,State Name :Telangana,,,,,,,,,,,,,,,,,,,District Name :all,,,,,,,,,,,,,,,,,,Block Name :none,,,,,,,,,,,,,,,,,,
,,Primary Drop Out Rate,,,Upper Primary Drop Out Rate,,,Secondary Drop Out Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Social Category,Girls,Boys,Overall,Girls,Boys,Overall,Girls,Boys,Overall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHABUBABAD,SC,0,0,0,3.16,4.29,3.72,13.7,20.03,16.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHABUBABAD,ST,0,0,0,1.46,4.9,3.28,21.46,16.05,18.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHABUBABAD,Overall,0,0,0,2.92,3.69,3.32,20.96,19.49,20.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHABUBNAGAR,General,0,0,0,0.07,1.42,0.79,24.05,33.28,28.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHABUBNAGAR,OBC,0,0,0,0.52,0.09,0.29,7.18,8.55,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHABUBNAGAR,SC,0,0,0,0.7,0.72,0.71,0.68,6.35,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHABUBNAGAR,ST,1.03,2.95,2.05,5.92,4.29,5.06,6.14,10.54,8.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHABUBNAGAR,Overall,0,0,0,1.19,0.94,1.06,8.05,11.67,9.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANCHERIAL,General,0,0.61,0,3.13,5.89,4.53,30.84,26.41,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANCHERIAL,OBC,0,0,0,0.36,0.57,0.47,10.11,13.25,11.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANCHERIAL,SC,1.4,0,0.11,0.7,3.53,2.24,6.69,8.21,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANCHERIAL,ST,0.31,0.99,0.67,1.8,4.61,3.32,21.83,18.63,20.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANCHERIAL,Overall,0,0,0,0.87,2.27,1.62,12.16,13.35,12.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDAK,General,0,0,0,1.2,1.79,1.51,33.18,36.66,35.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDAK,OBC,0,0,0,1.14,0.09,0.59,14.69,17.39,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDAK,SC,0,0,0,0.79,1.28,1.01,8.36,16.2,12.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDAK,ST,0,0,0,5.78,2.11,3.95,14.78,12.38,13.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDAK,Overall,0,0,0,1.8,0.7,1.24,14.48,17.64,16.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDCHAL,General,0,0,0,0.46,0.22,0.33,35.06,32,33.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDCHAL,OBC,0,0,0,2.18,3.18,2.7,24,19.86,21.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDCHAL,SC,0,0,0,2.84,2.14,2.47,26.08,26.02,26.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDCHAL,ST,0.38,0,0,4.03,1.05,2.36,28.4,15.29,21.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDCHAL,Overall,0,0,0,1.69,1.82,1.76,28.49,25.14,26.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULUGU,General,3.07,1.04,1.99,3.52,2.99,3.28,36.62,34.67,35.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULUGU,OBC,0,0,0,1.09,0.51,0.8,21.28,22.29,21.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULUGU,SC,1.02,0.1,0.53,4.3,2.61,3.32,15.92,17.73,16.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULUGU,ST,6.29,3.48,4.86,5.39,6,5.73,15.77,24.9,20.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULUGU,Overall,1.26,0.85,1.05,3.25,3.06,3.15,19.11,22.67,21.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGARKURNOOL,General,0,0,0,0.31,0.08,0.2,35.24,34.29,34.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGARKURNOOL,OBC,0,0,0,2.21,1.49,1.85,12.9,13.6,13.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGARKURNOOL,SC,0,0,0,3.14,2.94,3.04,13.79,10.67,12.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGARKURNOOL,ST,0.39,0,0,7.13,4.17,5.68,17.22,21.23,19.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGARKURNOOL,Overall,0,0,0,3.04,2.14,2.59,15.01,15.02,15.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NALGONDA,General,4.28,3.36,3.8,2.98,2.56,2.77,25.43,30.78,28.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NALGONDA,OBC,1.61,0.78,1.17,2.5,2.03,2.25,14.6,17.62,16.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NALGONDA,SC,3.2,2.99,3.09,3.44,3.29,3.37,10.24,12.96,11.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NALGONDA,ST,6.69,5.4,5.96,6.89,7.28,7.1,15.72,15.16,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NALGONDA,Overall,2.94,2.23,2.57,3.41,3.2,3.3,14.77,17.4,16.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARAYANAPET,General,3.92,5.07,4.53,5.78,7.16,6.47,36.25,34.39,35.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARAYANAPET,OBC,0,0,0,3.76,3.99,3.88,18.36,19.51,18.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARAYANAPET,SC,0,0,0,2.85,3.43,3.1,15.57,19.05,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARAYANAPET,ST,5.54,2.51,3.91,7.59,4.08,5.59,25.83,13.69,18.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARAYANAPET,Overall,0,0,0,3.9,4.13,4.01,19.21,19.99,19.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIRMAL,General,4.85,6.15,5.55,6.27,7,6.65,30.6,23.59,27.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIRMAL,OBC,0.7,1.39,1.06,2.98,3.55,3.27,9.82,8,8.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIRMAL,SC,0.06,0.8,0.43,3.83,4.86,4.32,9.37,4.6,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIRMAL,ST,5.87,4.7,5.26,11.03,12.49,11.75,11.5,12.59,12.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIRMAL,Overall,1.88,2.42,2.16,4.84,5.59,5.21,12.54,10.16,11.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
