,Social Category,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall,DNo,latitude,longitude,Location
0,General,1.4514285714285715,1.4185714285714286,1.42,1.43,0.9978571428571429,1.1135714285714287,0.7878571428571429,1.5835714285714284,0.8528571428571429,11507.5,10.3528744,76.5120396,Kerala
1,OBC,0.2057142857142857,0.13642857142857143,0.17071428571428568,0.33999999999999997,0.35,0.34500000000000003,5.8149999999999995,8.117857142857144,6.992857142857143,11507.5,10.3528744,76.5120396,Kerala
2,Overall,0.005,0.0,0.0,0.07928571428571429,0.03571428571428571,0.055714285714285716,3.7964285714285713,6.007142857142857,4.93,11507.5,10.3528744,76.5120396,Kerala
3,SC,0.3135714285714286,0.16999999999999998,0.155,1.0935714285714284,0.37857142857142856,0.6742857142857144,1.67,3.6485714285714286,2.6292857142857144,11507.5,10.3528744,76.5120396,Kerala
4,ST,6.075714285714286,5.813571428571429,5.793571428571428,8.515714285714285,7.603571428571429,7.702857142857143,8.900714285714285,11.985714285714286,10.088571428571429,11507.5,10.3528744,76.5120396,Kerala
