,Social Category,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall,DNo,latitude,longitude,Location
0,General,5.605428571428571,7.252571428571429,6.444000000000001,8.626857142857142,11.704285714285714,10.087714285714286,18.704571428571427,17.628285714285713,18.11885714285714,10218.0,26.4073841,93.2551303,Assam
1,OBC,6.926857142857143,7.814571428571428,7.377428571428571,7.253428571428572,8.914571428571428,8.075714285714286,21.617428571428572,22.040857142857142,21.850571428571428,10218.0,26.4073841,93.2551303,Assam
2,Overall,6.435142857142857,7.804285714285713,7.130571428571429,8.257142857142858,10.224571428571428,9.194571428571429,20.285714285714285,20.240571428571428,20.279999999999998,10218.0,26.4073841,93.2551303,Assam
3,SC,5.769142857142857,6.265428571428571,5.961142857142858,6.728,7.402571428571428,6.812571428571428,21.700285714285712,22.138857142857145,21.96,10218.0,26.4073841,93.2551303,Assam
4,ST,7.5288571428571425,7.819999999999999,7.650285714285714,8.446285714285715,8.407714285714285,8.365428571428572,14.328857142857142,14.761142857142858,14.467142857142857,10218.0,26.4073841,93.2551303,Assam
