,DNo,social category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall,Location
94,12719,ST,1,3,0,0,2,2,2,4,2,JALOR
95,12720,General,4,0,0,2,4,4,3,0,3,JHALAWAR
96,12720,OBC,3,1,3,1,4,1,0,4,0,JHALAWAR
97,12720,Overall,0,3,1,0,3,4,0,0,0,JHALAWAR
98,12720,SC,0,3,0,1,3,4,0,1,1,JHALAWAR
99,12720,ST,1,3,0,0,2,0,4,3,2,JHALAWAR
100,12721,General,2,0,0,2,4,4,3,0,3,JHUNJHUNU
101,12721,OBC,3,1,3,1,4,1,3,3,3,JHUNJHUNU
102,12721,Overall,3,3,1,0,0,4,1,1,1,JHUNJHUNU
103,12721,SC,0,3,0,4,1,1,0,1,1,JHUNJHUNU
104,12721,ST,4,3,0,0,0,0,4,3,2,JHUNJHUNU
105,12722,General,4,0,0,2,4,4,1,0,2,JODHPUR
106,12722,OBC,3,1,3,1,4,1,3,3,3,JODHPUR
107,12722,Overall,3,3,1,0,3,4,1,1,1,JODHPUR
108,12722,SC,0,3,0,1,1,1,0,1,1,JODHPUR
109,12722,ST,4,3,0,0,2,0,4,4,2,JODHPUR
110,12723,General,2,0,0,2,4,4,1,0,2,KARAULI
111,12723,OBC,3,1,3,3,2,1,3,3,3,KARAULI
112,12723,Overall,3,3,1,0,3,4,1,1,1,KARAULI
113,12723,SC,0,4,0,1,3,1,0,1,1,KARAULI
114,12723,ST,4,3,0,3,0,3,4,3,3,KARAULI
115,12724,General,0,2,2,2,4,4,1,0,2,KOTA
116,12724,OBC,3,0,3,1,4,0,3,3,3,KOTA
117,12724,Overall,3,3,0,3,0,3,1,1,1,KOTA
118,12724,SC,0,4,0,4,1,1,0,4,4,KOTA
119,12724,ST,4,1,0,3,0,3,4,3,3,KOTA
120,12725,General,0,2,2,1,2,2,1,0,2,NAGAUR
121,12725,OBC,3,0,3,1,4,0,3,3,3,NAGAUR
122,12725,Overall,3,3,0,0,4,4,1,1,1,NAGAUR
123,12725,SC,0,4,0,1,1,1,0,4,4,NAGAUR
124,12725,ST,2,1,0,0,2,0,4,3,3,NAGAUR
125,12726,General,0,2,2,1,2,2,1,0,2,PALI
126,12726,OBC,1,0,1,3,2,1,3,3,3,PALI
127,12726,Overall,1,1,0,4,4,1,1,1,1,PALI
128,12726,SC,0,4,0,1,1,1,0,4,4,PALI
129,12726,ST,2,1,0,0,0,0,0,0,4,PALI
130,12727,General,0,2,2,1,2,2,1,1,2,PRATAPGARH (RAJ.)
131,12727,OBC,1,0,1,1,4,0,1,1,1,PRATAPGARH (RAJ.)
132,12727,Overall,1,1,0,4,4,1,1,1,1,PRATAPGARH (RAJ.)
133,12727,SC,0,4,0,1,1,1,0,4,4,PRATAPGARH (RAJ.)
134,12727,ST,2,1,2,0,0,0,0,0,4,PRATAPGARH (RAJ.)
135,12728,General,0,2,2,1,2,2,1,1,2,RAJSAMAND
136,12728,OBC,1,0,1,3,1,1,1,1,1,RAJSAMAND
137,12728,Overall,1,1,0,4,4,1,1,1,1,RAJSAMAND
138,12728,SC,1,2,1,2,1,3,2,2,3,RAJSAMAND
139,12728,ST,2,1,2,0,2,0,0,0,4,RAJSAMAND
140,12729,General,0,2,2,2,2,2,4,1,2,SAWAI MADHOPUR
141,12729,OBC,1,0,1,4,1,0,1,1,1,SAWAI MADHOPUR
142,12729,Overall,1,1,0,3,4,1,3,3,3,SAWAI MADHOPUR
143,12729,SC,1,2,1,2,1,3,2,2,3,SAWAI MADHOPUR
144,12729,ST,2,1,2,3,0,3,0,0,3,SAWAI MADHOPUR
145,12730,General,0,2,2,2,2,2,4,1,2,SIKAR
146,12730,OBC,1,0,1,1,1,0,1,1,1,SIKAR
147,12730,Overall,1,1,0,3,0,3,3,3,3,SIKAR
148,12730,SC,1,2,1,2,4,3,2,2,3,SIKAR
