,Social Category,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall,DNo,latitude,longitude
0,General,8.620000000000001,6.045,7.3575,10.1075,10.705,9.875,13.762500000000001,11.405,12.1025,12502.5,11.9340568,79.8306447
1,OBC,4.6575,5.82,5.205,4.355,3.1125000000000003,3.7225,7.422499999999999,13.467500000000001,10.5125,12502.5,11.9340568,79.8306447
2,Overall,4.3549999999999995,4.885,4.6175,3.35,2.3,2.815,5.297499999999999,10.405000000000001,7.9275,12502.5,11.9340568,79.8306447
3,SC,14.6725,10.4275,12.477500000000001,3.8024999999999998,3.9524999999999997,4.1575,9.465,9.72,7.135,12502.5,11.9340568,79.8306447
4,ST,0.0,15.8325,10.712499999999999,29.4225,16.6675,22.16,30.490000000000002,0.0,17.9925,12502.5,11.9340568,79.8306447
