,Location,DNo,Social Category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall
100,Puducherry,125,Overall,2,3,,2,0,,2,4,
101,Puducherry,125,General,2,0,2.0,0,0,0.0,0,0,1.0
102,Puducherry,125,ST,0,3,0.0,1,1,0.0,3,2,4.0
103,Puducherry,125,OBC,0,1,2.0,2,2,3.0,2,3,1.0
104,Puducherry,125,SC,3,0,3.0,3,2,2.0,2,1,2.0
