DNo,Location,Social Category,Income,prim_Girls_social_cat,prim_Girls_income,prim_Boys_social_cat,prim_Boys_income,prim_Overall_social_cat,prim_Overall_income,upPrim_Girls_social_cat,upPrim_Girls_income,upPrim_Boys_social_cat,upPrim_Boys_income,upPrim_Overall_social_cat,upPrim_Overall_income,snr_Girls_social_cat,snr_Girls_income,snr_Boys_social_cat,snr_Boys_income,snr_Overall_social_cat,snr_Overall_income
10226,MORIGAON,OBC,High,1.3008398,98.69915,1.3008398,98.69915,1.3008398,98.69915,1.3008398,98.69915,1.3008398,98.69915,1.3008398,98.69915,1.3008398,98.69915,1.3008398,98.69915,1.3008398,98.69915
10226,MORIGAON,SC,High,0.4418913,99.558105,0.4418913,99.558105,0.4418913,99.558105,0.4418913,99.558105,0.4418913,99.558105,0.4418913,99.558105,0.4418913,99.558105,0.4418913,99.558105,0.4418913,99.558105
10226,MORIGAON,ST,High,1.2919719,98.70803,1.2919719,98.70803,1.2919719,98.70803,1.2919719,98.70803,1.2919719,98.70803,1.2919719,98.70803,1.2919719,98.70803,1.2919719,98.70803,1.2919719,98.70803
10227,NAGAON,General,High,0.029733274,99.97026,0.029733274,99.97026,0.029733274,99.97026,0.029733274,99.97026,0.029733274,99.97026,0.029733274,99.97026,0.029733274,99.97026,0.029733274,99.97026,0.029733274,99.97026
10227,NAGAON,OBC,High,2.1330428,97.86695,2.1330428,97.86695,2.1330428,97.86695,2.1330428,97.86695,2.1330428,97.86695,2.1330428,97.86695,2.1330428,97.86695,2.1330428,97.86695,2.1330428,97.86695
10227,NAGAON,SC,High,0.29758108,99.70242,0.29758108,99.70242,0.29758108,99.70242,0.29758108,99.70242,0.29758108,99.70242,0.29758108,99.70242,0.29758108,99.70242,0.29758108,99.70242,0.29758108,99.70242
10227,NAGAON,ST,High,45.08413,54.915882,45.08413,54.915882,45.08413,54.915882,45.08413,54.915882,45.08413,54.915882,45.08413,54.915882,45.08413,54.915882,45.08413,54.915882,45.08413,54.915882
10227,NAGAON,Overall,High,1.4984602,98.50154,1.4984602,98.50154,1.4984602,98.50154,1.4984602,98.50154,1.4984602,98.50154,1.4984602,98.50154,1.4984602,98.50154,1.4984602,98.50154,1.4984602,98.50154
10228,NALBARI,OBC,High,5.182512,94.8175,5.182512,94.8175,5.182512,94.8175,5.182512,94.8175,5.182512,94.8175,5.182512,94.8175,5.182512,94.8175,5.182512,94.8175,5.182512,94.8175
10228,NALBARI,ST,High,0.1326789,99.86732,0.1326789,99.86732,0.1326789,99.86732,0.1326789,99.86732,0.1326789,99.86732,0.1326789,99.86732,0.1326789,99.86732,0.1326789,99.86732,0.1326789,99.86732
10228,NALBARI,Overall,High,5.9492955,94.050705,5.9492955,94.050705,5.9492955,94.050705,5.9492955,94.050705,5.9492955,94.050705,5.9492955,94.050705,5.9492955,94.050705,5.9492955,94.050705,5.9492955,94.050705
10229,SIBSAGAR,General,High,3.9760072,96.023994,3.9760072,96.023994,3.9760072,96.023994,3.9760072,96.023994,3.9760072,96.023994,3.9760072,96.023994,3.9760072,96.023994,3.9760072,96.023994,3.9760072,96.023994
10229,SIBSAGAR,OBC,High,3.726,96.274,3.726,96.274,3.726,96.274,3.726,96.274,3.726,96.274,3.726,96.274,3.726,96.274,3.726,96.274,3.726,96.274
10229,SIBSAGAR,SC,High,5.9040403,94.09596,5.9040403,94.09596,5.9040403,94.09596,5.9040403,94.09596,5.9040403,94.09596,5.9040403,94.09596,5.9040403,94.09596,5.9040403,94.09596,5.9040403,94.09596
10229,SIBSAGAR,ST,High,0.21701005,99.78298,0.21701005,99.78298,0.21701005,99.78298,0.21701005,99.78298,0.21701005,99.78298,0.21701005,99.78298,0.21701005,99.78298,0.21701005,99.78298,0.21701005,99.78298
10229,SIBSAGAR,Overall,High,1.6121083,98.38789,1.6121083,98.38789,1.6121083,98.38789,1.6121083,98.38789,1.6121083,98.38789,1.6121083,98.38789,1.6121083,98.38789,1.6121083,98.38789,1.6121083,98.38789
10230,SONITPUR,General,High,0.7454107,99.25459,0.7454107,99.25459,0.7454107,99.25459,0.7454107,99.25459,0.7454107,99.25459,0.7454107,99.25459,0.7454107,99.25459,0.7454107,99.25459,0.7454107,99.25459
10230,SONITPUR,OBC,High,4.09923,95.900764,4.09923,95.900764,4.09923,95.900764,4.09923,95.900764,4.09923,95.900764,4.09923,95.900764,4.09923,95.900764,4.09923,95.900764,4.09923,95.900764
10230,SONITPUR,ST,High,0.58844703,99.411545,0.58844703,99.411545,0.58844703,99.411545,0.58844703,99.411545,0.58844703,99.411545,0.58844703,99.411545,0.58844703,99.411545,0.58844703,99.411545,0.58844703,99.411545
10230,SONITPUR,Overall,High,7.801284,92.198715,7.801284,92.198715,7.801284,92.198715,7.801284,92.198715,7.801284,92.198715,7.801284,92.198715,7.801284,92.198715,7.801284,92.198715,7.801284,92.198715
10231,SOUTHSALMARA-MANKACHAR,General,High,0.3400752,99.65993,0.3400752,99.65993,0.3400752,99.65993,0.3400752,99.65993,0.3400752,99.65993,0.3400752,99.65993,0.3400752,99.65993,0.3400752,99.65993,0.3400752,99.65993
10231,SOUTHSALMARA-MANKACHAR,SC,High,0.19122188,99.80877,0.19122188,99.80877,0.19122188,99.80877,0.19122188,99.80877,0.19122188,99.80877,0.19122188,99.80877,0.19122188,99.80877,0.19122188,99.80877,0.19122188,99.80877
10231,SOUTHSALMARA-MANKACHAR,ST,High,47.713993,52.286003,47.713993,52.286003,47.713993,52.286003,47.713993,52.286003,47.713993,52.286003,47.713993,52.286003,47.713993,52.286003,47.713993,52.286003,47.713993,52.286003
10231,SOUTHSALMARA-MANKACHAR,Overall,High,6.027938,93.97206,6.027938,93.97206,6.027938,93.97206,6.027938,93.97206,6.027938,93.97206,6.027938,93.97206,6.027938,93.97206,6.027938,93.97206,6.027938,93.97206
10232,TAMULPUR,General,High,0.32500267,99.675,0.32500267,99.675,0.32500267,99.675,0.32500267,99.675,0.32500267,99.675,0.32500267,99.675,0.32500267,99.675,0.32500267,99.675,0.32500267,99.675
10232,TAMULPUR,OBC,High,2.9649198,97.03508,2.9649198,97.03508,2.9649198,97.03508,2.9649198,97.03508,2.9649198,97.03508,2.9649198,97.03508,2.9649198,97.03508,2.9649198,97.03508,2.9649198,97.03508
10232,TAMULPUR,ST,High,2.5011685,97.498825,2.5011685,97.498825,2.5011685,97.498825,2.5011685,97.498825,2.5011685,97.498825,2.5011685,97.498825,2.5011685,97.498825,2.5011685,97.498825,2.5011685,97.498825
10232,TAMULPUR,Overall,High,47.03843,52.96157,47.03843,52.96157,47.03843,52.96157,47.03843,52.96157,47.03843,52.96157,47.03843,52.96157,47.03843,52.96157,47.03843,52.96157,47.03843,52.96157
10233,TINSUKIA,OBC,Low,1.630045,98.36996,1.630045,98.36996,1.630045,98.36996,1.630045,98.36996,1.630045,98.36996,1.630045,98.36996,1.630045,98.36996,1.630045,98.36996,1.630045,98.36996
