DNo,Location,Social Category,Income,dropout,snr_Girls_social_category,snr_Girls_income
10234,UDALGURI,Overall,High,1,0.4156392067670822,99.58435893058777
10235,WESTKARBIANGLONG,General,High,0,74.35958087444305,25.640422105789185
10235,WESTKARBIANGLONG,OBC,High,1,5.9402054830570705e-05,99.99994039535522
10235,WESTKARBIANGLONG,SC,High,1,0.000683078678775928,99.99932050704956
10235,WESTKARBIANGLONG,ST,High,1,0.0027625856091617607,99.99723434448242
10235,WESTKARBIANGLONG,Overall,High,1,0.0012648251868085936,99.99873638153076
10301,ARARIA,General,High,1,0.028468589880503714,99.9715268611908
10301,ARARIA,OBC,High,1,0.012210926797706634,99.98779296875
10301,ARARIA,SC,High,1,0.006198922346811742,99.99380111694336
10301,ARARIA,ST,High,1,1.2271991930902004,98.77279996871948
10301,ARARIA,Overall,High,1,0.008749282278586179,99.99125003814697
10302,ARWAL,General,Low,1,2.1991336718201637,97.80086278915405
10302,ARWAL,OBC,Low,1,0.08860480156727135,99.91139769554138
10302,ARWAL,SC,Low,1,0.009004481398733333,99.99099969863892
10302,ARWAL,ST,Low,1,8.067688739288315e-07,100.0
10302,ARWAL,Overall,Low,1,0.037326914025470614,99.96267557144165
10303,AURANGABAD(BIHAR),General,Low,0,77.8241291642189,22.175872325897217
10303,AURANGABAD(BIHAR),OBC,Low,1,0.004535261177807115,99.99547004699707
10303,AURANGABAD(BIHAR),SC,Low,1,0.0018399272448732518,99.99816417694092
10303,AURANGABAD(BIHAR),ST,Low,0,83.38363021612167,16.616374254226685
10303,AURANGABAD(BIHAR),Overall,Low,1,0.012907983909826726,99.98708963394165
10304,BANKA,General,High,1,0.20586710888892412,99.79413151741028
10304,BANKA,OBC,High,1,0.02879341773223132,99.97120499610901
10304,BANKA,SC,High,1,0.016773365496192127,99.9832272529602
10304,BANKA,ST,High,1,0.019289678311906755,99.98071789741516
10304,BANKA,Overall,High,1,0.021160230971872807,99.97884631156921
10305,BEGUSARAI,General,High,1,0.044427634566091,99.95556473731995
10305,BEGUSARAI,OBC,High,1,0.05296707386150956,99.94702935218811
10305,BEGUSARAI,SC,High,1,0.009520097955828533,99.99047517776489
10305,BEGUSARAI,ST,High,1,0.00018042036344922963,99.99982118606567
10305,BEGUSARAI,Overall,High,1,0.023174785019364208,99.9768316745758
10306,BHAGALPUR,General,Low,1,0.017853309691417962,99.98214840888977
10306,BHAGALPUR,OBC,Low,1,0.0013625913197756745,99.99864101409912
10306,BHAGALPUR,SC,Low,1,0.0008438260010734666,99.99915361404419
10306,BHAGALPUR,ST,Low,1,0.0005622015578410355,99.99943971633911
10306,BHAGALPUR,Overall,Low,1,0.0012791610060958192,99.9987244606018
10307,BHOJPUR,General,Low,1,0.0006551437309099128,99.99934434890747
10307,BHOJPUR,OBC,Low,1,0.005579626304097474,99.99442100524902
10307,BHOJPUR,SC,Low,1,0.0022219892343855463,99.99778270721436
10307,BHOJPUR,ST,Low,1,0.0033784748666221276,99.99662637710571
10307,BHOJPUR,Overall,Low,1,0.001953899845830165,99.99804496765137
10308,BUXAR,General,High,1,0.09904785547405481,99.90094900131226
10308,BUXAR,OBC,High,1,0.005450667595141567,99.99455213546753
10308,BUXAR,SC,High,1,0.0030298077035695314,99.99697208404541
10308,BUXAR,ST,High,1,0.0014510866094497032,99.99854564666748
