DNo,Location,Social Category,Income,dropout,prim_Boys_social_category,prim_Boys_income
10213,DIMAHASAO,SC,High,1,0.008583752787671983,99.99141693115234
10213,DIMAHASAO,ST,High,1,0.010861048212973401,99.98914003372192
10213,DIMAHASAO,Overall,High,1,0.01692163641564548,99.98307228088379
10214,GOALPARA,General,High,1,0.00026738377982837847,99.99973773956299
10214,GOALPARA,OBC,High,0,75.98847150802612,24.0115225315094
10214,GOALPARA,SC,High,1,2.5856588035821915,97.4143385887146
10214,GOALPARA,ST,High,1,0.5214591976255178,99.4785487651825
10214,GOALPARA,Overall,High,1,0.0012084579793736339,99.99879598617554
10215,GOLAGHAT,General,High,0,52.324557304382324,47.675442695617676
10215,GOLAGHAT,OBC,High,1,0.0550142431166023,99.94499087333679
10215,GOLAGHAT,SC,High,1,0.5461038090288639,99.4538962841034
10215,GOLAGHAT,ST,High,1,11.766389012336731,88.23361396789551
10215,GOLAGHAT,Overall,High,1,0.3265715204179287,99.67342615127563
10216,HAILAKANDI,General,High,1,0.001864324622147251,99.99814033508301
10216,HAILAKANDI,OBC,High,1,0.10149875888600945,99.89849925041199
10216,HAILAKANDI,SC,High,1,0.12560304021462798,99.87439513206482
10216,HAILAKANDI,ST,High,1,1.8552636049662397e-05,99.99997615814209
10216,HAILAKANDI,Overall,High,1,0.0028604828912648372,99.99713897705078
10217,HOJAI,General,High,0,53.43530476093292,46.56469225883484
10217,HOJAI,OBC,High,1,0.45627555809915066,99.54372048377991
10217,HOJAI,SC,High,1,23.026180267333984,76.9738256931305
10217,HOJAI,ST,High,1,3.197755292057991,96.80224657058716
10217,HOJAI,Overall,High,1,25.5889892578125,74.4110107421875
10218,JORHAT,General,High,1,0.035736936843022704,99.96426105499268
10218,JORHAT,OBC,High,1,44.27717328071594,55.72282075881958
10218,JORHAT,SC,High,1,0.9712282568216324,99.02876615524292
10218,JORHAT,ST,High,0,77.49419510364532,22.505801916122437
10218,JORHAT,Overall,High,1,6.285377591848373,93.7146246433258
10219,KAMRUP-METRO,General,High,1,2.242731675505638,97.75726795196533
10219,KAMRUP-METRO,OBC,High,0,75.98847150802612,24.0115225315094
10219,KAMRUP-METRO,SC,High,0,70.85615992546082,29.143834114074707
10219,KAMRUP-METRO,ST,High,1,0.016215447976719588,99.9837875366211
