DNo,Location,Social Category,Income,dropout,prim_Boys_social_category,prim_Boys_income
11002,BHIWANI,OBC,High,0,75.98847150802612,24.0115225315094
11002,BHIWANI,SC,High,0,75.51307380199432,24.486929178237915
11002,BHIWANI,ST,High,0,77.49419510364532,22.505801916122437
11002,BHIWANI,Overall,High,0,72.18186259269714,27.818137407302856
11003,CHARKHIDADRI,General,High,0,76.72200351953506,23.277997970581055
11003,CHARKHIDADRI,OBC,High,0,75.98847150802612,24.0115225315094
11003,CHARKHIDADRI,SC,High,0,75.51307380199432,24.486929178237915
11003,CHARKHIDADRI,ST,High,0,77.49419510364532,22.505801916122437
11003,CHARKHIDADRI,Overall,High,0,72.18186855316162,27.818137407302856
11004,FARIDABAD,General,High,0,76.72200351953506,23.277997970581055
11004,FARIDABAD,OBC,High,1,32.40642249584198,67.59358048439026
11004,FARIDABAD,SC,High,0,75.51307380199432,24.486929178237915
11004,FARIDABAD,ST,High,0,77.49419510364532,22.505801916122437
11004,FARIDABAD,Overall,High,0,72.18186259269714,27.818137407302856
11005,FATEHABAD,General,High,0,76.72200351953506,23.277997970581055
11005,FATEHABAD,OBC,High,0,75.98847150802612,24.0115225315094
11005,FATEHABAD,SC,High,0,75.51307380199432,24.486929178237915
11005,FATEHABAD,ST,High,0,77.49419510364532,22.505801916122437
11005,FATEHABAD,Overall,High,0,72.18186259269714,27.818137407302856
11006,GURUGRAM,General,High,0,76.72200351953506,23.277997970581055
11006,GURUGRAM,OBC,High,0,75.98847150802612,24.0115225315094
11006,GURUGRAM,SC,High,0,75.51307380199432,24.486929178237915
11006,GURUGRAM,ST,High,0,77.49419510364532,22.505801916122437
11006,GURUGRAM,Overall,High,0,72.18186259269714,27.818137407302856
11007,HISAR,General,High,0,76.72200351953506,23.277997970581055
11007,HISAR,OBC,High,0,75.98847150802612,24.0115225315094
11007,HISAR,SC,High,0,75.51307380199432,24.486929178237915
11007,HISAR,ST,High,0,77.49419510364532,22.505801916122437
11007,HISAR,Overall,High,0,72.18186259269714,27.818137407302856
11008,JHAJJAR,General,High,0,66.2081629037857,33.79184007644653
11008,JHAJJAR,OBC,High,0,75.98847150802612,24.0115225315094
11008,JHAJJAR,SC,High,0,75.51307380199432,24.486929178237915
11008,JHAJJAR,ST,High,0,77.49419510364532,22.505801916122437
11008,JHAJJAR,Overall,High,0,72.18186259269714,27.818137407302856
11009,JIND,General,High,0,76.72200351953506,23.277997970581055
11009,JIND,OBC,High,0,75.98847150802612,24.0115225315094
11009,JIND,SC,High,0,75.51307380199432,24.486929178237915
11009,JIND,ST,High,0,77.49419510364532,22.505801916122437
11009,JIND,Overall,High,0,72.18186259269714,27.818137407302856
11010,KAITHAL,General,High,0,76.72200202941895,23.277997970581055
11010,KAITHAL,OBC,High,0,75.98847001791,24.011528491973877
11010,KAITHAL,SC,High,0,75.51307380199432,24.486929178237915
11010,KAITHAL,ST,High,0,77.49419510364532,22.505801916122437
11010,KAITHAL,Overall,High,0,72.18186259269714,27.818137407302856
11011,KARNAL,General,High,1,47.49886393547058,52.5011420249939
11011,KARNAL,OBC,High,0,75.98847150802612,24.0115225315094
11011,KARNAL,SC,High,0,75.51307380199432,24.486929178237915
11011,KARNAL,ST,High,0,77.49419510364532,22.505801916122437
11011,KARNAL,Overall,High,0,72.18186259269714,27.818137407302856
11012,KURUKSHETRA,General,High,0,71.00202739238739,28.99797558784485
11012,KURUKSHETRA,OBC,High,0,75.98847150802612,24.0115225315094
11012,KURUKSHETRA,SC,High,0,75.51307380199432,24.486929178237915
11012,KURUKSHETRA,ST,High,0,77.49419510364532,22.505801916122437
11012,KURUKSHETRA,Overall,High,0,72.18186259269714,27.818137407302856
11013,MAHENDRAGARH,General,High,0,76.72200351953506,23.277997970581055
11013,MAHENDRAGARH,OBC,High,0,75.98847150802612,24.0115225315094
11013,MAHENDRAGARH,SC,High,0,75.51307380199432,24.486929178237915
11013,MAHENDRAGARH,ST,High,1,2.3019897099629816e-07,100.0
11013,MAHENDRAGARH,Overall,High,0,72.18186259269714,27.818137407302856
11014,NUH,General,High,0,76.72200351953506,23.277997970581055
11014,NUH,OBC,High,0,75.98847150802612,24.0115225315094
11014,NUH,SC,High,0,75.51307380199432,24.486929178237915
11014,NUH,ST,High,0,77.49419510364532,22.505801916122437
11014,NUH,Overall,High,0,72.18186259269714,27.818137407302856
11015,PALWAL,General,High,0,76.72200351953506,23.277997970581055
11015,PALWAL,OBC,High,0,75.98847150802612,24.0115225315094
11015,PALWAL,SC,High,0,75.51307380199432,24.486929178237915
11015,PALWAL,ST,High,0,77.49419510364532,22.505801916122437
11015,PALWAL,Overall,High,0,72.18186259269714,27.818137407302856
11016,PANCHKULA,General,High,0,76.72200351953506,23.277997970581055
11016,PANCHKULA,OBC,High,0,75.98847150802612,24.0115225315094
11016,PANCHKULA,SC,High,0,75.51307678222656,24.486923217773438
11016,PANCHKULA,ST,High,0,77.49419510364532,22.505801916122437
11016,PANCHKULA,Overall,High,0,72.18186259269714,27.818137407302856
11017,PANIPAT,General,High,0,76.72200351953506,23.277997970581055
11017,PANIPAT,OBC,High,0,75.98847150802612,24.0115225315094
11017,PANIPAT,SC,High,0,75.51307380199432,24.486929178237915
11017,PANIPAT,ST,High,0,77.49419510364532,22.505801916122437
11017,PANIPAT,Overall,High,0,72.18186259269714,27.818137407302856
11018,REWARI,General,High,0,76.72200351953506,23.277997970581055
11018,REWARI,OBC,High,0,75.98847150802612,24.0115225315094
11018,REWARI,SC,High,0,75.51307380199432,24.486929178237915
11018,REWARI,ST,High,0,77.49419510364532,22.505801916122437
11018,REWARI,Overall,High,0,72.18186259269714,27.818137407302856
11019,ROHTAK,General,High,0,76.72200351953506,23.277997970581055
11019,ROHTAK,OBC,High,0,75.98847150802612,24.0115225315094
11019,ROHTAK,SC,High,0,75.51307380199432,24.486929178237915
11019,ROHTAK,ST,High,0,77.49419510364532,22.505801916122437
11019,ROHTAK,Overall,High,0,72.18186259269714,27.818137407302856
11020,SIRSA,General,High,0,76.72200351953506,23.277997970581055
11020,SIRSA,OBC,High,0,75.98847150802612,24.0115225315094
11020,SIRSA,SC,High,0,75.51307380199432,24.486929178237915
11020,SIRSA,ST,High,0,77.49419510364532,22.505801916122437
11020,SIRSA,Overall,High,0,72.18186259269714,27.818137407302856
11021,SONIPAT,General,High,0,76.72200351953506,23.277997970581055
11021,SONIPAT,OBC,High,0,75.98847150802612,24.0115225315094
11021,SONIPAT,SC,High,0,75.51307380199432,24.486929178237915
11021,SONIPAT,ST,High,0,77.49419510364532,22.505801916122437
11021,SONIPAT,Overall,High,0,72.18186259269714,27.818137407302856
11022,YAMUNANAGAR,General,High,0,58.55664610862732,41.4433479309082
11022,YAMUNANAGAR,OBC,High,0,75.98847150802612,24.0115225315094
11022,YAMUNANAGAR,SC,High,0,75.51307380199432,24.486929178237915
11022,YAMUNANAGAR,ST,High,0,77.49419510364532,22.505801916122437
11022,YAMUNANAGAR,Overall,High,0,72.18186855316162,27.818137407302856
11101,BILASPUR(H.P.),General,High,1,2.1173695102334023,97.88262844085693
11101,BILASPUR(H.P.),OBC,High,0,75.98847150802612,24.0115225315094
11101,BILASPUR(H.P.),SC,High,0,75.51307380199432,24.486929178237915
11101,BILASPUR(H.P.),ST,High,0,77.49419510364532,22.505801916122437
11101,BILASPUR(H.P.),Overall,High,1,49.318766593933105,50.681233406066895
11102,CHAMBA,General,High,0,76.72200351953506,23.277997970581055
11102,CHAMBA,OBC,High,0,75.98847150802612,24.0115225315094
11102,CHAMBA,SC,High,0,75.51307380199432,24.486929178237915
11102,CHAMBA,ST,High,0,77.49419510364532,22.505801916122437
11102,CHAMBA,Overall,High,0,72.18186259269714,27.818137407302856
11103,HAMIRPUR(H.P.),General,High,1,15.970626473426819,84.02937650680542
11103,HAMIRPUR(H.P.),OBC,High,0,66.29641950130463,33.703577518463135
11103,HAMIRPUR(H.P.),SC,High,0,75.51307380199432,24.486929178237915
11103,HAMIRPUR(H.P.),ST,High,0,77.49419510364532,22.505801916122437
11103,HAMIRPUR(H.P.),Overall,High,1,35.279273986816406,64.7207260131836
11104,KANGRA,General,High,1,26.186436414718628,73.81356954574585
11104,KANGRA,OBC,High,0,75.98847150802612,24.0115225315094
11104,KANGRA,SC,High,0,75.51307380199432,24.486929178237915
11104,KANGRA,ST,High,0,77.49419510364532,22.505801916122437
11104,KANGRA,Overall,High,0,72.18186259269714,27.818137407302856
11105,KINNAUR,General,High,1,1.87864429790352e-05,99.99997615814209
11105,KINNAUR,OBC,High,0,75.98847150802612,24.0115225315094
11105,KINNAUR,SC,High,1,0.0011559621270862408,99.99884366989136
11105,KINNAUR,ST,High,0,77.49419510364532,22.505801916122437
11105,KINNAUR,Overall,High,1,0.219519785605371,99.78048205375671
11106,KULLU,General,High,1,7.638083398342133,92.36192107200623
11106,KULLU,OBC,High,1,0.3991415258497,99.60085153579712
11106,KULLU,SC,High,0,75.51307380199432,24.486929178237915
11106,KULLU,ST,High,0,77.49419510364532,22.505801916122437
11106,KULLU,Overall,High,1,41.597747802734375,58.402252197265625
11107,LAHUL&SPITI,General,High,0,76.72200351953506,23.277997970581055
11107,LAHUL&SPITI,OBC,High,1,3.226878884300399e-15,100.0
11107,LAHUL&SPITI,SC,High,0,75.51307678222656,24.486923217773438
11107,LAHUL&SPITI,ST,High,1,5.336381122469902,94.66361999511719
11107,LAHUL&SPITI,Overall,High,1,22.343485057353973,77.65651345252991
11108,MANDI,General,High,1,14.256410300731659,85.74358820915222
11108,MANDI,OBC,High,0,75.98847150802612,24.0115225315094
11108,MANDI,SC,High,0,75.51307380199432,24.486929178237915
11108,MANDI,ST,High,0,77.49419510364532,22.505801916122437
11108,MANDI,Overall,High,0,72.18186259269714,27.818137407302856
11109,SHIMLA,General,High,1,22.62725830078125,77.37274169921875
11109,SHIMLA,OBC,High,0,75.98847150802612,24.0115225315094
11109,SHIMLA,SC,High,1,27.803778648376465,72.19622135162354
11109,SHIMLA,ST,High,0,77.49419510364532,22.505801916122437
11109,SHIMLA,Overall,High,1,26.15896761417389,73.84103536605835
11110,SIRMAUR,General,High,0,76.72200351953506,23.277997970581055
11110,SIRMAUR,OBC,High,0,75.98847150802612,24.0115225315094
11110,SIRMAUR,SC,High,0,75.51307380199432,24.486929178237915
11110,SIRMAUR,ST,High,1,1.5940777957439423,98.405921459198
11110,SIRMAUR,Overall,High,0,72.18186259269714,27.818137407302856
11111,SOLAN,General,High,0,76.72200351953506,23.277997970581055
11111,SOLAN,OBC,High,0,75.98847150802612,24.0115225315094
11111,SOLAN,SC,High,1,37.905532121658325,62.0944619178772
11111,SOLAN,ST,High,0,77.49419510364532,22.505801916122437
11111,SOLAN,Overall,High,0,72.18186259269714,27.818137407302856
11112,UNA,General,High,0,76.72200351953506,23.277997970581055
11112,UNA,OBC,High,0,75.98847150802612,24.0115225315094
11112,UNA,SC,High,0,67.04210638999939,32.95789361000061
11112,UNA,ST,High,1,49.7351348400116,50.2648651599884
11112,UNA,Overall,High,0,72.18186259269714,27.818137407302856
11201,ANANTNAG,General,High,1,0.0947369437199086,99.90525841712952
11201,ANANTNAG,OBC,High,0,75.98847150802612,24.0115225315094
11201,ANANTNAG,SC,High,0,75.51307380199432,24.486929178237915
11201,ANANTNAG,ST,High,0,77.49419510364532,22.505801916122437
11201,ANANTNAG,Overall,High,1,2.453582175076008,97.54642248153687
11202,BADGAM,General,High,1,0.10091407457366586,99.89908337593079
11202,BADGAM,OBC,High,0,75.98847150802612,24.0115225315094
11202,BADGAM,SC,High,1,3.935177232960996e-05,99.99996423721313
11202,BADGAM,ST,High,1,0.14767303364351392,99.85232949256897
11202,BADGAM,Overall,High,1,0.8064950816333294,99.19350147247314
11203,BANDIPORA,General,High,1,0.08734675357118249,99.91264939308167
11203,BANDIPORA,OBC,High,0,75.98847150802612,24.0115225315094
11203,BANDIPORA,SC,High,0,75.51307380199432,24.486929178237915
11203,BANDIPORA,ST,High,1,1.2799227610230446,98.72007369995117
11203,BANDIPORA,Overall,High,1,0.7716028951108456,99.22839999198914
11204,BARAMULA,General,High,1,0.2443670528009534,99.75563287734985
11204,BARAMULA,OBC,High,0,75.98847150802612,24.0115225315094
11204,BARAMULA,SC,High,1,1.3534030330963406e-31,100.0
11204,BARAMULA,ST,High,1,0.1281890901736915,99.87181425094604
11204,BARAMULA,Overall,High,1,2.2818973287940025,97.7181077003479
11205,DODA,General,Middle,1,1.0957405902445316,98.9042580127716
11205,DODA,OBC,Middle,1,4.261312085418467e-05,99.99995231628418
11205,DODA,SC,Middle,0,51.91946625709534,48.080527782440186
11205,DODA,ST,Middle,1,1.564163714647293,98.43583106994629
11205,DODA,Overall,Middle,1,0.4406354855746031,99.55936074256897
11206,GANDERBAL,General,High,1,0.41557918302714825,99.58441853523254
11206,GANDERBAL,OBC,High,1,5.379305001440571e-07,100.0
11206,GANDERBAL,SC,High,0,75.51307380199432,24.486929178237915
11206,GANDERBAL,ST,High,1,0.020149540796410292,99.97984766960144
11206,GANDERBAL,Overall,High,1,0.018867006292566657,99.98113512992859
11207,JAMMU,General,High,1,0.11764293303713202,99.88235831260681
11207,JAMMU,OBC,High,1,10.60267761349678,89.39732909202576
11207,JAMMU,SC,High,0,75.51307380199432,24.486929178237915
11207,JAMMU,ST,High,0,77.49419510364532,22.505801916122437
11207,JAMMU,Overall,High,1,1.9444826990365982,98.05551171302795
11208,KATHUA,General,High,1,0.1914581167511642,99.80854988098145
11208,KATHUA,OBC,High,0,69.846311211586,30.153685808181763
11208,KATHUA,SC,High,1,37.208569049835205,62.79143691062927
11208,KATHUA,ST,High,1,0.14907248551025987,99.85092282295227
11208,KATHUA,Overall,High,1,0.738208694383502,99.26179051399231
11209,KISHTWAR,General,Middle,1,0.3788677742704749,99.6211290359497
11209,KISHTWAR,OBC,Middle,1,1.1794663379305348e-05,99.99998807907104
11209,KISHTWAR,SC,Middle,0,73.80271553993225,26.197290420532227
11209,KISHTWAR,ST,Middle,1,0.27459280099719763,99.72540736198425
11209,KISHTWAR,Overall,Middle,1,0.09642954100854695,99.90357160568237
11210,KULGAM,General,High,1,0.012312131002545357,99.9876856803894
11210,KULGAM,OBC,High,0,75.98847150802612,24.0115225315094
11210,KULGAM,SC,High,0,75.51307380199432,24.486929178237915
11210,KULGAM,ST,High,1,0.00198542584257666,99.9980092048645
11210,KULGAM,Overall,High,1,0.027116367709822953,99.97288584709167
11211,KUPWARA,General,High,1,0.286984839476645,99.71302151679993
11211,KUPWARA,OBC,High,1,1.0883503593504429,98.91164898872375
11211,KUPWARA,SC,High,0,75.51307380199432,24.486929178237915
11211,KUPWARA,ST,High,1,0.022781601001042873,99.97722506523132
11211,KUPWARA,Overall,High,1,0.1417602994479239,99.85823631286621
11212,PULWAMA,General,High,1,13.545149564743042,86.45485043525696
11212,PULWAMA,OBC,High,0,75.98847150802612,24.0115225315094
11212,PULWAMA,SC,High,1,1.7962669419929585e-24,100.0
11212,PULWAMA,ST,High,0,77.49419510364532,22.505801916122437
11212,PULWAMA,Overall,High,1,48.20500612258911,51.79499387741089
11213,PUNCH,General,High,1,5.869536846876144,94.13045644760132
11213,PUNCH,OBC,High,1,2.3625683522173965e-12,100.0
11213,PUNCH,SC,High,1,1.4073963125711151e-32,100.0
11213,PUNCH,ST,High,1,0.11887025320902467,99.88113641738892
11213,PUNCH,Overall,High,1,0.06279692170210183,99.93720650672913
11214,RAJAURI,General,High,1,0.2252500969916582,99.77474808692932
11214,RAJAURI,OBC,High,1,1.125648849847373e-11,100.0
11214,RAJAURI,SC,High,0,75.51307678222656,24.486923217773438
11214,RAJAURI,ST,High,1,5.724024400115013,94.27596926689148
11214,RAJAURI,Overall,High,1,0.29767616651952267,99.70232844352722
11215,RAMBAN,General,High,1,11.897291243076324,88.1027102470398
11215,RAMBAN,OBC,High,1,0.00026647855975170387,99.99973773956299
11215,RAMBAN,SC,High,1,5.4357606917619705,94.5642352104187
11215,RAMBAN,ST,High,0,77.49419510364532,22.505801916122437
11215,RAMBAN,Overall,High,1,20.834675431251526,79.16532754898071
11216,REASI,General,High,1,0.0026515868739807047,99.99735355377197
11216,REASI,OBC,High,0,75.98847150802612,24.0115225315094
11216,REASI,SC,High,0,75.51307380199432,24.486929178237915
11216,REASI,ST,High,0,77.49419510364532,22.505801916122437
11216,REASI,Overall,High,1,3.5694099962711334,96.43059372901917
11217,SAMBA,General,High,1,7.431039959192276,92.56895780563354
11217,SAMBA,OBC,High,1,14.85995203256607,85.14004945755005
11217,SAMBA,SC,High,1,0.10907717514783144,99.89092350006104
11217,SAMBA,ST,High,0,77.49419510364532,22.505801916122437
11217,SAMBA,Overall,High,1,2.835516631603241,97.16448187828064
11218,SHOPIAN,General,High,1,0.6166265811771154,99.38337802886963
11218,SHOPIAN,OBC,High,1,9.327218495171555e-13,100.0
11218,SHOPIAN,SC,High,0,75.51307380199432,24.486929178237915
11218,SHOPIAN,ST,High,1,48.25129210948944,51.74870491027832
11218,SHOPIAN,Overall,High,1,0.27494728565216064,99.7250497341156
11219,SRINAGAR,General,High,1,13.720105588436127,86.27988696098328
11219,SRINAGAR,OBC,High,0,75.98847150802612,24.0115225315094
11219,SRINAGAR,SC,High,0,75.51307380199432,24.486929178237915
11219,SRINAGAR,ST,High,1,0.3823255654424429,99.61767196655273
11219,SRINAGAR,Overall,High,1,19.871272146701813,80.1287293434143
11220,UDHAMPUR,General,High,1,37.722450494766235,62.27754354476929
11220,UDHAMPUR,OBC,High,1,0.20457201171666384,99.7954249382019
11220,UDHAMPUR,SC,High,1,2.079779841005802,97.92022109031677
11220,UDHAMPUR,ST,High,1,0.41779447346925735,99.58220720291138
11220,UDHAMPUR,Overall,High,1,7.42127001285553,92.57873296737671
11301,BOKARO,General,High,1,3.542124480009079,96.45788073539734
11301,BOKARO,OBC,High,1,40.648409724235535,59.351593255996704
11301,BOKARO,SC,High,0,68.34191381931305,31.65808916091919
11301,BOKARO,ST,High,1,3.485279902815819,96.51471972465515
11301,BOKARO,Overall,High,1,19.402289390563965,80.59771060943604
11302,CHATRA,General,High,1,0.0006840702098998008,99.99932050704956
11302,CHATRA,OBC,High,1,17.260031402111053,82.73996710777283
11302,CHATRA,SC,High,1,0.15042396262288094,99.84958171844482
11302,CHATRA,ST,High,1,5.886371806263924,94.11362409591675
11302,CHATRA,Overall,High,1,0.6857107859104872,99.314284324646
11303,DEOGHAR,General,High,1,2.1497221780464315e-06,100.0
11303,DEOGHAR,OBC,High,0,75.98847150802612,24.0115225315094
11303,DEOGHAR,SC,High,0,75.51307380199432,24.486929178237915
11303,DEOGHAR,ST,High,1,0.009189332922687754,99.99080896377563
11303,DEOGHAR,Overall,High,1,8.743279427289963,91.25671982765198
11304,DHANBAD,General,High,1,0.012091754615539685,99.98791217803955
11304,DHANBAD,OBC,High,0,61.8539422750473,38.14606070518494
11304,DHANBAD,SC,High,1,32.81734585762024,67.18265414237976
11304,DHANBAD,ST,High,1,0.5868313834071159,99.41316246986389
11304,DHANBAD,Overall,High,1,3.726070001721382,96.27392292022705
11305,DUMKA,General,High,1,3.904706034063565e-05,99.99996423721313
11305,DUMKA,OBC,High,0,75.98847150802612,24.0115225315094
11305,DUMKA,SC,High,1,34.47588086128235,65.52411913871765
11305,DUMKA,ST,High,1,1.8178028985857964,98.18219542503357
11305,DUMKA,Overall,High,1,20.590640604496002,79.40936088562012
11306,GARHWA,General,High,1,0.02445739519316703,99.97554421424866
11306,GARHWA,OBC,High,0,75.98847150802612,24.0115225315094
11306,GARHWA,SC,High,0,72.95671701431274,27.043288946151733
11306,GARHWA,ST,High,1,5.886371806263924,94.11362409591675
11306,GARHWA,Overall,High,0,72.18186259269714,27.818137407302856
11307,GIRIDIH,General,High,1,0.0029022352464380674,99.99710321426392
11307,GIRIDIH,OBC,High,1,14.48785811662674,85.51214337348938
11307,GIRIDIH,SC,High,0,75.51307678222656,24.486923217773438
11307,GIRIDIH,ST,High,1,0.013955686881672591,99.9860405921936
11307,GIRIDIH,Overall,High,1,2.835516631603241,97.16448187828064
11308,GODDA,General,High,1,1.5125075947253208e-05,99.99998807907104
11308,GODDA,OBC,High,0,75.98847150802612,24.0115225315094
11308,GODDA,SC,High,0,75.51307380199432,24.486929178237915
11308,GODDA,ST,High,1,0.061398837715387344,99.93859529495239
11308,GODDA,Overall,High,0,54.507407546043396,45.492589473724365
11309,GUMLA,General,Low,1,0.1556414645165205,99.84435439109802
11309,GUMLA,OBC,Low,1,0.17444827826693654,99.82555508613586
11309,GUMLA,SC,Low,1,0.00031280028451874387,99.99969005584717
11309,GUMLA,ST,Low,1,0.004280686698621139,99.99572038650513
11309,GUMLA,Overall,Low,1,0.010555994231253862,99.9894380569458
11310,HAZARIBAG,General,Low,1,7.632492728115725e-11,100.0
11310,HAZARIBAG,OBC,Low,0,83.59087258577347,16.40912890434265
11310,HAZARIBAG,SC,Low,1,3.9965789765119553,96.0034191608429
11310,HAZARIBAG,ST,Low,1,0.00046844947974022944,99.99953508377075
11310,HAZARIBAG,Overall,Low,1,0.6723880767822266,99.32761192321777
11311,JAMTARA,General,Middle,1,42.46843755245209,57.531559467315674
11311,JAMTARA,OBC,Middle,1,38.919797539711,61.08020544052124
11311,JAMTARA,SC,Middle,1,31.79122507572174,68.2087779045105
11311,JAMTARA,ST,Middle,1,37.34496831893921,62.65503168106079
11311,JAMTARA,Overall,Middle,0,57.81960189342499,42.18039512634277
11312,KHUNTI,General,High,1,7.602574125797901e-08,100.0
11312,KHUNTI,OBC,High,1,8.435440063476562,91.56455397605896
11312,KHUNTI,SC,High,1,0.011065971193602309,99.98893737792969
11312,KHUNTI,ST,High,1,1.337435096502304,98.66256713867188
11312,KHUNTI,Overall,High,1,0.35834305454045534,99.64165687561035
11313,KODARMA,General,High,1,0.0023578239051857963,99.9976396560669
11313,KODARMA,OBC,High,0,75.98847150802612,24.0115225315094
11313,KODARMA,SC,High,1,0.08564146119169891,99.91436004638672
11313,KODARMA,ST,High,1,5.03709704155475e-11,100.0
11313,KODARMA,Overall,High,1,34.60368812084198,65.39631485939026
11314,LATEHAR,General,High,1,0.0001897012907647877,99.99980926513672
11314,LATEHAR,OBC,High,0,75.98847150802612,24.0115225315094
11314,LATEHAR,SC,High,1,0.6240715272724628,99.3759274482727
11314,LATEHAR,ST,High,1,37.04730272293091,62.95269727706909
11314,LATEHAR,Overall,High,1,24.74941611289978,75.25057792663574
11315,LOHARDAGA,General,High,1,1.6096875071525574,98.39030504226685
11315,LOHARDAGA,OBC,High,1,7.561451941728592,92.43854880332947
11315,LOHARDAGA,SC,High,1,0.0028123415177105926,99.9971866607666
11315,LOHARDAGA,ST,High,1,11.017361283302307,88.98264169692993
11315,LOHARDAGA,Overall,High,1,4.297360777854919,95.70263624191284
11316,PAKAUR,General,High,0,76.72200351953506,23.277997970581055
11316,PAKAUR,OBC,High,0,75.98847150802612,24.0115225315094
11316,PAKAUR,SC,High,1,0.27328883297741413,99.72671270370483
11316,PAKAUR,ST,High,1,0.0382952275685966,99.96169805526733
11316,PAKAUR,Overall,High,1,16.973060369491577,83.02693963050842
11317,PALAMU,General,Low,1,0.0022687667296850123,99.99773502349854
11317,PALAMU,OBC,Low,0,83.59087258577347,16.40912890434265
11317,PALAMU,SC,Low,1,2.7989715337753296,97.20102548599243
11317,PALAMU,ST,Low,1,6.079212948679924,93.92078518867493
11317,PALAMU,Overall,Low,1,15.633592009544373,84.36641097068787
11318,PASHCHIMISINGHBHUM,General,Low,0,77.01365351676941,22.98634648323059
11318,PASHCHIMISINGHBHUM,OBC,Low,0,83.59087258577347,16.40912890434265
11318,PASHCHIMISINGHBHUM,SC,Low,1,0.007417747110594064,99.99258518218994
11318,PASHCHIMISINGHBHUM,ST,Low,0,76.07334405183792,23.92665147781372
11318,PASHCHIMISINGHBHUM,Overall,Low,0,77.95294374227524,22.04706072807312
11319,PURBISINGHBHUM,General,Low,1,0.4768623039126396,99.52313303947449
11319,PURBISINGHBHUM,OBC,Low,0,83.59087258577347,16.40912890434265
11319,PURBISINGHBHUM,SC,Low,1,0.2923091175034642,99.70768690109253
11319,PURBISINGHBHUM,ST,Low,0,76.07334405183792,23.92665147781372
11319,PURBISINGHBHUM,Overall,Low,1,21.375802159309387,78.62419486045837
11320,RAMGARH,General,High,1,0.2314506098628044,99.7685432434082
11320,RAMGARH,OBC,High,1,31.43768012523651,68.56231689453125
11320,RAMGARH,SC,High,0,52.148061990737915,47.851938009262085
11320,RAMGARH,ST,High,1,0.11127302423119545,99.88872408866882
11320,RAMGARH,Overall,High,1,3.67312915623188,96.32686972618103
11321,RANCHI,General,Low,1,13.613995909690857,86.38600707054138
11321,RANCHI,OBC,Low,1,0.049523659981787205,99.9504804611206
11321,RANCHI,SC,Low,1,0.0005070837687526364,99.99948740005493
11321,RANCHI,ST,Low,1,0.5704197566956282,99.42957758903503
11321,RANCHI,Overall,Low,1,0.17621994484215975,99.82378482818604
11322,SAHIBGANJ,General,High,1,2.7415283376797106e-07,100.0
11322,SAHIBGANJ,OBC,High,1,45.01163065433502,54.98836636543274
11322,SAHIBGANJ,SC,High,1,0.3153552068397403,99.68463778495789
11322,SAHIBGANJ,ST,High,1,0.04895066376775503,99.95105266571045
11322,SAHIBGANJ,Overall,High,1,3.0917655676603317,96.90822958946228
11323,SARAIKELA-KHARSAWAN,General,High,0,76.72200351953506,23.277997970581055
11323,SARAIKELA-KHARSAWAN,OBC,High,1,0.006352073251036927,99.99364614486694
11323,SARAIKELA-KHARSAWAN,SC,High,0,75.51307380199432,24.486929178237915
11323,SARAIKELA-KHARSAWAN,ST,High,1,3.9076127111911774,96.09239101409912
11323,SARAIKELA-KHARSAWAN,Overall,High,1,3.370370715856552,96.62962555885315
11324,SIMDEGA,General,High,1,2.5771592504497676e-05,99.99997615814209
11324,SIMDEGA,OBC,High,0,75.98847150802612,24.0115225315094
11324,SIMDEGA,SC,High,1,46.9522088766098,53.04778814315796
11324,SIMDEGA,ST,High,0,51.590290665626526,48.40971231460571
11324,SIMDEGA,Overall,High,0,66.17635488510132,33.82364511489868
11401,BAGALKOT,General,Low,1,0.002208416299254168,99.99779462814331
11401,BAGALKOT,OBC,Low,0,68.41654181480408,31.583458185195923
11401,BAGALKOT,SC,Low,1,42.81887412071228,57.1811318397522
11401,BAGALKOT,ST,Low,1,23.45445454120636,76.54554843902588
11401,BAGALKOT,Overall,Low,1,45.83019018173218,54.16980981826782
11402,BALLARI,General,Low,1,2.845485954710246e-14,100.0
11402,BALLARI,OBC,Low,1,3.8877064698369654e-19,100.0
11402,BALLARI,SC,Low,1,1.200844006010751e-22,100.0
11402,BALLARI,ST,Low,1,1.6091367407018525e-18,100.0
11402,BALLARI,Overall,Low,1,9.653300742173619e-20,100.0
11403,BELAGAVI,General,Low,1,0.0017482307157479227,99.9982476234436
11403,BELAGAVI,OBC,Low,0,83.59087258577347,16.40912890434265
11403,BELAGAVI,SC,Low,1,17.405246198177338,82.59475231170654
11403,BELAGAVI,ST,Low,1,8.006726205348969,91.99327230453491
11403,BELAGAVI,Overall,Low,1,29.424354434013367,70.5756425857544
11404,BELAGAVICHIKKODI,General,Low,1,8.337373458289221e-06,99.99998807907104
11404,BELAGAVICHIKKODI,OBC,Low,0,83.59087258577347,16.40912890434265
11404,BELAGAVICHIKKODI,SC,Low,0,78.55978459119797,21.44021987915039
11404,BELAGAVICHIKKODI,ST,Low,1,29.179492592811584,70.82051038742065
11404,BELAGAVICHIKKODI,Overall,Low,0,61.81085407733917,38.189148902893066
11405,BENGALURURURAL,General,Low,1,0.09505389025434852,99.90494847297668
11405,BENGALURURURAL,OBC,Low,0,83.59087258577347,16.40912890434265
11405,BENGALURURURAL,SC,Low,0,78.55978459119797,21.44021987915039
