DNo,Location,Social Category,Income,dropout,upPrim_Boys_social_category,upPrim_Boys_income
11905,BHANDARA,General,Low,0,74.54698383808136,25.45301914215088
11905,BHANDARA,OBC,Low,0,67.59748756885529,32.402509450912476
11905,BHANDARA,SC,Low,1,32.05382525920868,67.94617176055908
11905,BHANDARA,ST,Low,1,0.012589726247824728,99.98741149902344
11905,BHANDARA,Overall,Low,1,48.19265305995941,51.80734992027283
11906,BID,General,High,0,76.89220607280731,23.107796907424927
11906,BID,OBC,High,1,9.627453982830048,90.37254452705383
11906,BID,SC,High,0,81.68747425079346,18.31253170967102
11906,BID,ST,High,1,12.860965728759766,87.13903427124023
11906,BID,Overall,High,1,39.415442943573,60.584557056427
11907,BULDANA,General,Low,1,38.028696179389954,61.971306800842285
11907,BULDANA,OBC,Low,0,56.1676949262619,43.83229613304138
11907,BULDANA,SC,Low,0,62.460124492645264,37.539875507354736
11907,BULDANA,ST,Low,1,20.24800330400467,79.75199222564697
11907,BULDANA,Overall,Low,1,38.72573971748352,61.27426028251648
11908,CHANDRAPUR,General,Low,0,74.54698383808136,25.45301914215088
11908,CHANDRAPUR,OBC,Low,0,65.35093188285828,34.649068117141724
11908,CHANDRAPUR,SC,Low,0,62.85334229469299,37.14665770530701
11908,CHANDRAPUR,ST,Low,1,32.095715403556824,67.90427565574646
11908,CHANDRAPUR,Overall,Low,0,57.38065540790558,42.61934757232666
11909,DHULE,General,Low,0,74.54698383808136,25.45301914215088
11909,DHULE,OBC,Low,1,11.703711748123169,88.29628229141235
11909,DHULE,SC,Low,1,3.006654232740402,96.99334502220154
11909,DHULE,ST,Low,1,5.819227173924446,94.1807746887207
11909,DHULE,Overall,Low,1,14.144891500473022,85.85510849952698
11910,GADCHIROLI,General,High,0,78.63240242004395,21.367603540420532
11910,GADCHIROLI,OBC,High,0,80.24546951055527,19.754528999328613
11910,GADCHIROLI,SC,High,1,23.03929477930069,76.96070671081543
11910,GADCHIROLI,ST,High,1,29.462751746177673,70.53725123405457
11910,GADCHIROLI,Overall,High,0,66.31866991519928,33.68133306503296
11911,GONDIYA,General,High,0,78.63240242004395,21.367603540420532
11911,GONDIYA,OBC,High,0,80.24546951055527,19.754528999328613
11911,GONDIYA,SC,High,0,81.68747425079346,18.31253170967102
11911,GONDIYA,ST,High,1,0.23356424644589424,99.76643323898315
11911,GONDIYA,Overall,High,0,71.34977579116821,28.650224208831787
11912,HINGOLI,General,High,0,78.63240242004395,21.367603540420532
11912,HINGOLI,OBC,High,1,0.22415665443986654,99.77583885192871
11912,HINGOLI,SC,High,1,3.2692983746528625,96.73069715499878
11912,HINGOLI,ST,High,1,47.891151905059814,52.108848094940186
11912,HINGOLI,Overall,High,1,23.718850314617157,76.28114819526672
11913,JALGAON,General,High,0,78.63240242004395,21.367603540420532
11913,JALGAON,OBC,High,1,3.8078654557466507,96.19213342666626
11913,JALGAON,SC,High,0,81.68747425079346,18.31253170967102
11913,JALGAON,ST,High,1,0.44223214499652386,99.55776929855347
11913,JALGAON,Overall,High,1,14.115199446678162,85.8847975730896
11914,JALNA,General,Low,0,74.54698383808136,25.45301914215088
11914,JALNA,OBC,Low,0,67.59748756885529,32.402509450912476
11914,JALNA,SC,Low,0,55.56259751319885,44.43740248680115
11914,JALNA,ST,Low,1,0.04568661097437143,99.95431900024414
11914,JALNA,Overall,Low,0,57.38065540790558,42.61934757232666
11915,KOLHAPUR,General,High,0,78.63240242004395,21.367603540420532
11915,KOLHAPUR,OBC,High,1,49.38747584819794,50.612521171569824
11915,KOLHAPUR,SC,High,0,81.68747425079346,18.31253170967102
11915,KOLHAPUR,ST,High,0,82.39225745201111,17.60774254798889
11915,KOLHAPUR,Overall,High,0,71.34977579116821,28.650224208831787
11916,LATUR,General,High,1,0.6564072798937559,99.34359788894653
11916,LATUR,OBC,High,1,18.226918578147888,81.77307844161987
11916,LATUR,SC,High,1,14.266173541545868,85.73382496833801
11916,LATUR,ST,High,1,14.44171518087387,85.55828332901001
11916,LATUR,Overall,High,1,2.25570946931839,97.7442979812622
11918,MUMBAIII,General,High,0,78.63240242004395,21.367603540420532
11918,MUMBAIII,OBC,High,0,77.15597599744797,22.844022512435913
11918,MUMBAIII,SC,High,0,81.68747425079346,18.31253170967102
11918,MUMBAIII,ST,High,0,82.39225745201111,17.60774254798889
11918,MUMBAIII,Overall,High,0,71.34977579116821,28.650224208831787
11917,MUMBAI(SUBURBAN),General,High,1,0.2253537531942129,99.77464079856873
11917,MUMBAI(SUBURBAN),OBC,High,1,0.004691120921052061,99.9953031539917
11917,MUMBAI(SUBURBAN),SC,High,1,0.06378888501785696,99.93621706962585
11917,MUMBAI(SUBURBAN),ST,High,1,0.028748763725161552,99.97125267982483
11917,MUMBAI(SUBURBAN),Overall,High,1,0.12807747116312385,99.87192153930664
11919,NAGPUR,General,High,1,0.5107573699206114,99.48924779891968
11919,NAGPUR,OBC,High,1,39.07940685749054,60.92059016227722
11919,NAGPUR,SC,High,0,81.68747425079346,18.31253170967102
11919,NAGPUR,ST,High,1,0.9739580564200878,99.02604222297668
11919,NAGPUR,Overall,High,1,18.94792467355728,81.05207681655884
11920,NANDED,General,High,1,41.13937020301819,58.86062979698181
11920,NANDED,OBC,High,1,7.077135145664215,92.9228663444519
11920,NANDED,SC,High,1,4.8898134380578995,95.11018395423889
11920,NANDED,ST,High,0,82.39225745201111,17.60774254798889
11920,NANDED,Overall,High,1,13.51592093706131,86.48408055305481
11921,NANDURBAR,General,High,0,78.63240242004395,21.367603540420532
11921,NANDURBAR,OBC,High,1,0.1907084952108562,99.80929493904114
11921,NANDURBAR,SC,High,0,81.68747425079346,18.31253170967102
11921,NANDURBAR,ST,High,1,1.534221600741148,98.46578240394592
11921,NANDURBAR,Overall,High,1,23.416616022586823,76.58337950706482
11922,NASHIK,General,Low,0,51.65579915046692,48.34420084953308
11922,NASHIK,OBC,Low,1,1.0572589002549648,98.9427387714386
11922,NASHIK,SC,Low,1,9.855443984270096,90.14455676078796
11922,NASHIK,ST,Low,0,62.095457315444946,37.904542684555054
11922,NASHIK,Overall,Low,1,10.06668135523796,89.93332386016846
11923,OSMANABAD,General,Low,0,74.54698383808136,25.45301914215088
11923,OSMANABAD,OBC,Low,0,59.850066900253296,40.149933099746704
11923,OSMANABAD,SC,Low,0,62.85334229469299,37.14665770530701
11923,OSMANABAD,ST,Low,0,83.92415195703506,16.075843572616577
11923,OSMANABAD,Overall,Low,0,57.38065540790558,42.61934757232666
11924,PALGHAR,General,Low,1,0.12773569906130433,99.87226128578186
11924,PALGHAR,OBC,Low,1,23.195315897464752,76.80467963218689
11924,PALGHAR,SC,Low,1,0.08515173103660345,99.91484880447388
11924,PALGHAR,ST,Low,1,0.10952510638162494,99.89047050476074
11924,PALGHAR,Overall,Low,1,0.08471512119285762,99.91528987884521
11925,PARBHANI,General,High,1,2.9430022463202477,97.05699682235718
11925,PARBHANI,OBC,High,0,80.24546951055527,19.754528999328613
11925,PARBHANI,SC,High,0,81.68747425079346,18.31253170967102
11925,PARBHANI,ST,High,0,60.724419355392456,39.275580644607544
11925,PARBHANI,Overall,High,1,32.110852003097534,67.88914799690247
11926,PUNE,General,High,1,13.767299056053162,86.2326979637146
11926,PUNE,OBC,High,1,0.21434144582599401,99.78565573692322
11926,PUNE,SC,High,1,17.147205770015717,82.85278677940369
11926,PUNE,ST,High,1,8.844417333602905,91.1555826663971
11926,PUNE,Overall,High,1,1.9139422103762627,98.08605909347534
11927,RAIGARH(MAHARASHTRA),General,High,1,12.801240384578705,87.19875812530518
11927,RAIGARH(MAHARASHTRA),OBC,High,1,14.147782325744629,85.85221767425537
11927,RAIGARH(MAHARASHTRA),SC,High,1,43.377310037612915,56.62268400192261
11927,RAIGARH(MAHARASHTRA),ST,High,1,1.3665270991623402,98.63346815109253
11927,RAIGARH(MAHARASHTRA),Overall,High,1,7.059493660926819,92.94050335884094
11928,RATNAGIRI,General,High,1,5.512291193008423,94.4877028465271
11928,RATNAGIRI,OBC,High,0,80.24546951055527,19.754528999328613
11928,RATNAGIRI,SC,High,0,77.03119367361069,22.968804836273193
11928,RATNAGIRI,ST,High,1,0.05904011195525527,99.9409556388855
11928,RATNAGIRI,Overall,High,1,46.80781960487366,53.19218039512634
11929,SANGLI,General,High,0,78.63240242004395,21.367603540420532
11929,SANGLI,OBC,High,0,66.75206422805786,33.247941732406616
11929,SANGLI,SC,High,0,81.68747425079346,18.31253170967102
11929,SANGLI,ST,High,0,82.39225745201111,17.60774254798889
11929,SANGLI,Overall,High,0,71.34977579116821,28.650224208831787
11930,SATARA,General,High,0,78.63240242004395,21.367603540420532
11930,SATARA,OBC,High,0,66.37863218784332,33.62136483192444
11930,SATARA,SC,High,0,81.68747425079346,18.31253170967102
11930,SATARA,ST,High,1,0.015310650633182377,99.98468160629272
11930,SATARA,Overall,High,0,71.34977579116821,28.650224208831787
11931,SINDHUDURG,General,Low,1,46.20189368724823,53.79810333251953
11931,SINDHUDURG,OBC,Low,0,59.850066900253296,40.149933099746704
11931,SINDHUDURG,SC,Low,0,62.85334229469299,37.14665770530701
11931,SINDHUDURG,ST,Low,1,0.0007796028512530029,99.99922513961792
11931,SINDHUDURG,Overall,Low,1,26.630675792694092,73.36932420730591
11932,SOLAPUR,General,High,0,78.63240242004395,21.367603540420532
11932,SOLAPUR,OBC,High,1,16.77410453557968,83.22589993476868
11932,SOLAPUR,SC,High,0,78.76381129026413,21.236181259155273
11932,SOLAPUR,ST,High,1,0.14757105382159352,99.85243678092957
11932,SOLAPUR,Overall,High,0,53.50927710533142,46.49072885513306
11933,THANE,General,High,1,0.8824366144835949,99.1175651550293
11933,THANE,OBC,High,1,1.2082932516932487,98.79170060157776
11933,THANE,SC,High,1,11.11944243311882,88.88055682182312
11933,THANE,ST,High,1,7.465078681707382,92.5349235534668
11933,THANE,Overall,High,1,0.8935234509408474,99.10647869110107
11934,WARDHA,General,High,0,78.63240242004395,21.367603540420532
11934,WARDHA,OBC,High,1,32.53664970397949,67.46335625648499
11934,WARDHA,SC,High,0,81.68747425079346,18.31253170967102
11934,WARDHA,ST,High,1,1.72213613986969,98.27786087989807
11934,WARDHA,Overall,High,1,32.47773051261902,67.52227544784546
11935,WASHIM,General,Low,0,74.54698383808136,25.45301914215088
11935,WASHIM,OBC,Low,0,67.59748756885529,32.402509450912476
11935,WASHIM,SC,Low,0,62.85334229469299,37.14665770530701
11935,WASHIM,ST,Low,1,15.35784900188446,84.64215397834778
11935,WASHIM,Overall,Low,0,57.38065540790558,42.61934757232666
11936,YAVATMAL,General,Low,0,74.54698383808136,25.45301914215088
11936,YAVATMAL,OBC,Low,1,13.35947960615158,86.6405189037323
11936,YAVATMAL,SC,Low,1,44.68223452568054,55.317771434783936
11936,YAVATMAL,ST,Low,1,9.879234433174133,90.12076258659363
11936,YAVATMAL,Overall,Low,0,56.969162821769714,43.03083419799805
12001,BISHNUPUR,General,High,1,0.01544249098515138,99.98455047607422
12001,BISHNUPUR,OBC,High,1,0.21517763379961252,99.78482723236084
12001,BISHNUPUR,SC,High,0,81.68747425079346,18.31253170967102
12001,BISHNUPUR,ST,High,1,0.0040394847019342706,99.99595880508423
12001,BISHNUPUR,Overall,High,1,0.12246408732607961,99.87753033638
12002,CHANDEL,General,High,1,0.14399114297702909,99.85601305961609
12002,CHANDEL,OBC,High,1,0.023317964223679155,99.97667670249939
12002,CHANDEL,SC,High,0,81.68747425079346,18.31253170967102
12002,CHANDEL,ST,High,1,0.39997100830078125,99.60002303123474
12002,CHANDEL,Overall,High,1,0.3241820726543665,99.67581629753113
12003,CHURACHANDPUR,General,High,1,0.007503167580580339,99.99250173568726
12003,CHURACHANDPUR,OBC,High,1,0.0821865804027766,99.91781115531921
12003,CHURACHANDPUR,SC,High,0,81.68747574090958,18.312519788742065
12003,CHURACHANDPUR,ST,High,1,17.83754676580429,82.16245174407959
12003,CHURACHANDPUR,Overall,High,1,3.6183372139930725,96.38166427612305
12004,IMPHALEAST,General,High,1,0.3795540891587734,99.62044358253479
12004,IMPHALEAST,OBC,High,1,3.569507598876953,96.43049240112305
12004,IMPHALEAST,SC,High,0,81.68747425079346,18.31253170967102
12004,IMPHALEAST,ST,High,0,82.39225745201111,17.60774254798889
12004,IMPHALEAST,Overall,High,1,1.3808521442115307,98.61915111541748
12005,IMPHALWEST,General,High,0,78.63240242004395,21.367603540420532
12005,IMPHALWEST,OBC,High,1,0.06491588428616524,99.93508458137512
12005,IMPHALWEST,SC,High,1,0.013244246656540781,99.98675584793091
12005,IMPHALWEST,ST,High,1,0.0632098934147507,99.9367892742157
12005,IMPHALWEST,Overall,High,1,6.842464208602905,93.1575357913971
12006,JIRIBAM,General,High,1,0.08134759846143425,99.91865754127502
12006,JIRIBAM,OBC,High,1,0.021192456188146025,99.97881054878235
12006,JIRIBAM,SC,High,1,0.033191501279361546,99.96681213378906
12006,JIRIBAM,ST,High,1,0.000584318877372425,99.9994158744812
12006,JIRIBAM,Overall,High,1,0.024513097014278173,99.97548460960388
12007,KAKCHING,General,High,1,0.10379148880019784,99.89620447158813
12007,KAKCHING,OBC,High,1,0.15726464334875345,99.84273910522461
12007,KAKCHING,SC,High,1,0.09042710298672318,99.90957975387573
12007,KAKCHING,ST,High,1,0.10931523283943534,99.89068508148193
12007,KAKCHING,Overall,High,1,0.13792015379294753,99.86207485198975
12008,KAMJONG,General,High,0,78.63240242004395,21.367603540420532
12008,KAMJONG,OBC,High,0,80.24546951055527,19.754528999328613
12008,KAMJONG,SC,High,0,81.68747425079346,18.31253170967102
12008,KAMJONG,ST,High,1,0.16362096648663282,99.83637928962708
12008,KAMJONG,Overall,High,1,0.2774643013253808,99.72254037857056
12009,KANGPOKPI,General,High,1,0.21632686257362366,99.78367686271667
12009,KANGPOKPI,OBC,High,0,80.24546951055527,19.754528999328613
12009,KANGPOKPI,SC,High,0,81.68747425079346,18.31253170967102
12009,KANGPOKPI,ST,High,1,0.10270591592416167,99.897301197052
12009,KANGPOKPI,Overall,High,1,0.2080209320411086,99.79198575019836
12010,NONEY,General,High,1,9.830176672664948e-07,100.0
12010,NONEY,OBC,High,1,0.01361048489343375,99.9863862991333
12010,NONEY,SC,High,0,81.68747425079346,18.31253170967102
12010,NONEY,ST,High,0,78.15445363521576,21.84554934501648
12010,NONEY,Overall,High,0,55.58896064758301,44.41104531288147
12011,PHERZAWL,General,High,0,78.63240242004395,21.367603540420532
12011,PHERZAWL,OBC,High,0,80.24546951055527,19.754528999328613
12011,PHERZAWL,SC,High,0,81.68747425079346,18.31253170967102
12011,PHERZAWL,ST,High,1,0.027919840067625046,99.97207522392273
12011,PHERZAWL,Overall,High,1,0.0415049638831988,99.9584972858429
12012,SENAPATI,General,High,1,0.013790505181532353,99.98620748519897
12012,SENAPATI,OBC,High,1,0.11425050906836987,99.88574981689453
12012,SENAPATI,SC,High,0,81.68747425079346,18.31253170967102
12012,SENAPATI,ST,High,1,0.18606475787237287,99.81393814086914
12012,SENAPATI,Overall,High,1,0.22530527785420418,99.77468848228455
12013,TAMENGLONG,General,High,1,0.10645473375916481,99.89354014396667
12013,TAMENGLONG,OBC,High,1,0.0010103101885761134,99.99898672103882
12013,TAMENGLONG,SC,High,0,81.68747425079346,18.31253170967102
12013,TAMENGLONG,ST,High,1,0.18212145660072565,99.81788396835327
12013,TAMENGLONG,Overall,High,1,0.24592960253357887,99.75407123565674
12014,TENGNOUPAL,General,High,1,0.05084798904135823,99.94914531707764
12014,TENGNOUPAL,OBC,High,0,80.24546951055527,19.754528999328613
12014,TENGNOUPAL,SC,High,1,0.12693264288827777,99.8730719089508
12014,TENGNOUPAL,ST,High,1,0.2111339708790183,99.78886246681213
12014,TENGNOUPAL,Overall,High,1,0.6193794775754213,99.380624294281
12015,THOUBAL,General,High,0,78.63240242004395,21.367603540420532
12015,THOUBAL,OBC,High,1,0.04403780330903828,99.95595812797546
12015,THOUBAL,SC,High,0,81.68747425079346,18.31253170967102
12015,THOUBAL,ST,High,0,82.39225745201111,17.60774254798889
12015,THOUBAL,Overall,High,1,0.112182239536196,99.88781809806824
12016,UKHRUL,General,High,1,0.00038971161302470136,99.99960660934448
12016,UKHRUL,OBC,High,1,0.37247755099087954,99.62751865386963
12016,UKHRUL,SC,High,1,0.007551352609880269,99.99244213104248
12016,UKHRUL,ST,High,1,0.14332099817693233,99.85668063163757
12016,UKHRUL,Overall,High,1,0.16339306021109223,99.83660578727722
12101,EASTGAROHILLS,General,High,1,0.13267763424664736,99.86732006072998
12101,EASTGAROHILLS,OBC,High,1,0.0003713505748237367,99.99963045120239
12101,EASTGAROHILLS,SC,High,0,81.68747425079346,18.31253170967102
12101,EASTGAROHILLS,ST,High,1,0.041320480522699654,99.95867609977722
12101,EASTGAROHILLS,Overall,High,1,0.06166200037114322,99.93833303451538
12102,EASTJAINTIAHILLS,General,High,1,0.02475864894222468,99.97524619102478
12102,EASTJAINTIAHILLS,OBC,High,0,80.24546951055527,19.754528999328613
12102,EASTJAINTIAHILLS,SC,High,0,81.68747425079346,18.31253170967102
12102,EASTJAINTIAHILLS,ST,High,1,0.016879256872925907,99.98311996459961
12102,EASTJAINTIAHILLS,Overall,High,1,0.028708664467558265,99.9712884426117
12103,EASTKHASIHILLS,General,High,0,57.35064446926117,42.64935851097107
12103,EASTKHASIHILLS,OBC,High,1,0.11292239651083946,99.88707900047302
12103,EASTKHASIHILLS,SC,High,1,0.031305127777159214,99.96869564056396
12103,EASTKHASIHILLS,ST,High,1,0.08386028348468244,99.91613626480103
12103,EASTKHASIHILLS,Overall,High,1,0.1476528006605804,99.85235333442688
12104,NORTHGAROHILLS,General,High,1,19.805409014225006,80.19459247589111
12104,NORTHGAROHILLS,OBC,High,0,80.24546951055527,19.754528999328613
12104,NORTHGAROHILLS,SC,High,1,5.116320700437882e-08,100.0
12104,NORTHGAROHILLS,ST,High,1,0.055685528786852956,99.94431138038635
12104,NORTHGAROHILLS,Overall,High,1,0.0729185703676194,99.92708563804626
12105,RIBHOI,General,High,1,0.5187985021620989,99.481201171875
12105,RIBHOI,OBC,High,0,80.24546951055527,19.754528999328613
12105,RIBHOI,SC,High,1,0.0007978947905940004,99.99920129776001
12105,RIBHOI,ST,High,1,0.03276211500633508,99.96724128723145
12105,RIBHOI,Overall,High,1,0.05539141711778939,99.94460940361023
12106,SOUTHGAROHILLS,General,High,1,0.09675840847194195,99.90323781967163
12106,SOUTHGAROHILLS,OBC,High,0,80.24546951055527,19.754528999328613
12106,SOUTHGAROHILLS,SC,High,1,4.318933832792027e-06,100.0
12106,SOUTHGAROHILLS,ST,High,1,0.0402075529564172,99.959796667099
12106,SOUTHGAROHILLS,Overall,High,1,0.05861390964128077,99.94138479232788
12107,SOUTHWESTGAROHILLS,General,High,1,0.2970785601064563,99.70292448997498
12107,SOUTHWESTGAROHILLS,OBC,High,1,0.021525747433770448,99.9784767627716
12107,SOUTHWESTGAROHILLS,SC,High,1,0.00036991691558796447,99.99963045120239
12107,SOUTHWESTGAROHILLS,ST,High,1,0.10995625052601099,99.89004135131836
12107,SOUTHWESTGAROHILLS,Overall,High,1,0.14794073067605495,99.852055311203
12108,SOUTHWESTKHASIHILLS,General,High,0,78.63240242004395,21.367603540420532
12108,SOUTHWESTKHASIHILLS,OBC,High,0,80.24546951055527,19.754528999328613
12108,SOUTHWESTKHASIHILLS,SC,High,0,81.68747425079346,18.31253170967102
12108,SOUTHWESTKHASIHILLS,ST,High,1,0.031447334913536906,99.9685525894165
12108,SOUTHWESTKHASIHILLS,Overall,High,1,0.0444368488388136,99.95556473731995
12109,WESTGAROHILLS,General,High,1,6.353750824928284,93.64624619483948
12109,WESTGAROHILLS,OBC,High,1,0.0009830882845562883,99.99902248382568
12109,WESTGAROHILLS,SC,High,1,0.3013164037838578,99.69868063926697
12109,WESTGAROHILLS,ST,High,1,0.06767400773242116,99.93232488632202
12109,WESTGAROHILLS,Overall,High,1,0.13499574270099401,99.86500144004822
12110,WESTJAINTIAHILLS,General,High,1,0.049478595610708,99.95051622390747
12110,WESTJAINTIAHILLS,OBC,High,0,80.24546951055527,19.754528999328613
12110,WESTJAINTIAHILLS,SC,High,1,3.9328394763060714e-06,100.0
12110,WESTJAINTIAHILLS,ST,High,1,0.04635911027435213,99.9536395072937
12110,WESTJAINTIAHILLS,Overall,High,1,0.06361596751958132,99.93638396263123
12111,WESTKHASIHILLS,General,High,0,78.63240242004395,21.367603540420532
12111,WESTKHASIHILLS,OBC,High,0,80.24546951055527,19.754528999328613
12111,WESTKHASIHILLS,SC,High,0,81.68747425079346,18.31253170967102
12111,WESTKHASIHILLS,ST,High,1,0.025824340991675854,99.97417330741882
12111,WESTKHASIHILLS,Overall,High,1,0.040229863952845335,99.95977282524109
12201,AIZAWL,General,High,1,0.0013217819287092425,99.99867677688599
12201,AIZAWL,OBC,High,1,5.864408194611315e-05,99.99994039535522
12201,AIZAWL,SC,High,0,81.68747425079346,18.31253170967102
12201,AIZAWL,ST,High,0,82.39225745201111,17.60774254798889
12201,AIZAWL,Overall,High,0,71.34978473186493,28.650212287902832
12202,CHAMPHAI,General,Low,0,74.54697489738464,25.453025102615356
12202,CHAMPHAI,OBC,Low,0,67.59748756885529,32.402509450912476
12202,CHAMPHAI,SC,Low,1,0.000426734959546593,99.99957084655762
12202,CHAMPHAI,ST,Low,1,3.612928092479706,96.38707041740417
12202,CHAMPHAI,Overall,Low,1,0.8820308372378349,99.11796450614929
12203,HNAHTHIAL,General,Low,0,74.54698383808136,25.45301914215088
12203,HNAHTHIAL,OBC,Low,0,67.59748756885529,32.402509450912476
12203,HNAHTHIAL,SC,Low,0,62.85334229469299,37.14665770530701
12203,HNAHTHIAL,ST,Low,0,83.92415195703506,16.075843572616577
12203,HNAHTHIAL,Overall,Low,0,57.38065540790558,42.61934757232666
12204,KHAWZAWL,General,Low,0,74.54698383808136,25.45301914215088
12204,KHAWZAWL,OBC,Low,0,67.59748756885529,32.402509450912476
12204,KHAWZAWL,SC,Low,0,62.85334229469299,37.14665770530701
12204,KHAWZAWL,ST,Low,1,0.1046988065354526,99.89529848098755
12204,KHAWZAWL,Overall,Low,1,0.07381024770438671,99.92619156837463
12205,KOLASIB,General,High,1,1.4135359549527493e-05,99.99998807907104
12205,KOLASIB,OBC,High,0,80.24546951055527,19.754528999328613
12205,KOLASIB,SC,High,1,0.0014867448044242337,99.99850988388062
12205,KOLASIB,ST,High,1,3.834376111626625,96.16562128067017
12205,KOLASIB,Overall,High,1,0.2632640767842531,99.73674416542053
12206,LAWNGTLAI,General,High,1,0.0016607113138888963,99.99834299087524
12206,LAWNGTLAI,OBC,High,0,80.24546951055527,19.754528999328613
12206,LAWNGTLAI,SC,High,0,81.68747425079346,18.31253170967102
12206,LAWNGTLAI,ST,High,1,0.09820341365411878,99.90179538726807
12206,LAWNGTLAI,Overall,High,1,0.14851820887997746,99.85148310661316
12207,LUNGLEI,General,Low,1,0.004529417128651403,99.99547004699707
12207,LUNGLEI,OBC,Low,0,67.59748756885529,32.402509450912476
12207,LUNGLEI,SC,Low,1,1.2185267239672726e-07,100.0
12207,LUNGLEI,ST,Low,1,0.21711797453463078,99.78287816047668
12207,LUNGLEI,Overall,Low,1,0.07641555275768042,99.92358684539795
12208,MAMIT,General,Low,0,74.54698383808136,25.45301914215088
12208,MAMIT,OBC,Low,1,4.453174717866659e-07,100.0
12208,MAMIT,SC,Low,0,62.85334527492523,37.14665174484253
12208,MAMIT,ST,Low,1,0.004049327617394738,99.99594688415527
12208,MAMIT,Overall,Low,1,0.025049177929759026,99.9749481678009
12209,SAIHA,General,High,0,78.63240242004395,21.367603540420532
12209,SAIHA,OBC,High,0,80.24546951055527,19.754528999328613
12209,SAIHA,SC,High,0,81.68747425079346,18.31253170967102
12209,SAIHA,ST,High,1,0.27295255567878485,99.7270405292511
12209,SAIHA,Overall,High,1,0.49070813693106174,99.50928688049316
12210,SAITUAL,General,High,0,78.63240242004395,21.367603540420532
12210,SAITUAL,OBC,High,0,80.24546951055527,19.754528999328613
12210,SAITUAL,SC,High,0,81.68747425079346,18.31253170967102
12210,SAITUAL,ST,High,1,0.2684085862711072,99.73159432411194
12210,SAITUAL,Overall,High,1,0.3357301000505686,99.66427087783813
12211,SERCHHIP,General,High,0,78.63240242004395,21.367603540420532
12211,SERCHHIP,OBC,High,0,80.24546951055527,19.754528999328613
12211,SERCHHIP,SC,High,1,0.015152490232139826,99.9848484992981
12211,SERCHHIP,ST,High,0,70.51607072353363,29.483920335769653
12211,SERCHHIP,Overall,High,0,71.34977579116821,28.650224208831787
12301,DIMAPUR,General,High,1,0.07613045163452625,99.92387294769287
12301,DIMAPUR,OBC,High,0,80.24546951055527,19.754528999328613
12301,DIMAPUR,SC,High,1,0.002695644616323989,99.99730587005615
12301,DIMAPUR,ST,High,0,82.39225745201111,17.60774254798889
12301,DIMAPUR,Overall,High,1,1.0374098084867,98.9625871181488
12302,KIPHIRE,General,High,1,4.8602498736727284e-05,99.99995231628418
12302,KIPHIRE,OBC,High,1,0.0015159839676925912,99.9984860420227
12302,KIPHIRE,SC,High,0,81.68747425079346,18.31253170967102
12302,KIPHIRE,ST,High,1,1.6662508249282837,98.33374619483948
12302,KIPHIRE,Overall,High,1,0.3650840139016509,99.63490962982178
12303,KOHIMA,General,High,0,78.63240242004395,21.367603540420532
12303,KOHIMA,OBC,High,1,0.07935268804430962,99.92064833641052
12303,KOHIMA,SC,High,0,81.68747425079346,18.31253170967102
12303,KOHIMA,ST,High,1,0.8000805974006653,99.19992089271545
12303,KOHIMA,Overall,High,1,2.5714263319969177,97.42857217788696
12304,LONGLENG,General,High,1,9.69165969699759e-08,100.0
12304,LONGLENG,OBC,High,1,0.005131590660312213,99.99487400054932
12304,LONGLENG,SC,High,1,1.1426444512796508e-08,100.0
12304,LONGLENG,ST,High,1,0.29992740601301193,99.70007538795471
12304,LONGLENG,Overall,High,1,0.19621779210865498,99.80378746986389
12305,MOKOKCHUNG,General,High,0,78.63240242004395,21.367603540420532
12305,MOKOKCHUNG,OBC,High,0,80.24546951055527,19.754528999328613
12305,MOKOKCHUNG,SC,High,0,81.68747425079346,18.31253170967102
12305,MOKOKCHUNG,ST,High,1,0.5181629676371813,99.4818389415741
12305,MOKOKCHUNG,Overall,High,1,2.882659249007702,97.1173346042633
12306,MON,General,High,1,0.03044515906367451,99.96955394744873
12306,MON,OBC,High,1,0.04145434941165149,99.95854496955872
12306,MON,SC,High,1,9.762353414544123e-06,99.99998807907104
12306,MON,ST,High,1,0.11840802617371082,99.88158941268921
12306,MON,Overall,High,1,0.14822911471128464,99.85176920890808
12307,PEREN,General,Low,1,1.4279712922871113,98.57203364372253
12307,PEREN,OBC,Low,0,67.59748756885529,32.402509450912476
12307,PEREN,SC,Low,1,0.015129910025279969,99.984872341156
12307,PEREN,ST,Low,0,83.92415195703506,16.075843572616577
12307,PEREN,Overall,Low,0,57.38065540790558,42.61934757232666
12308,PHEK,General,High,1,0.3261488163843751,99.67384934425354
12308,PHEK,OBC,High,1,3.9082527791833854e-05,99.99996423721313
12308,PHEK,SC,High,0,81.68747425079346,18.31253170967102
12308,PHEK,ST,High,1,0.45167747884988785,99.54832792282104
12308,PHEK,Overall,High,1,0.4196495283395052,99.58035349845886
12309,TUENSANG,General,High,0,78.63240242004395,21.367603540420532
12309,TUENSANG,OBC,High,1,2.20227235558923e-05,99.99997615814209
12309,TUENSANG,SC,High,0,81.68747425079346,18.31253170967102
12309,TUENSANG,ST,High,1,0.12144591892138124,99.87855553627014
12309,TUENSANG,Overall,High,1,0.4163202829658985,99.5836853981018
12310,WOKHA,General,High,1,1.3125287523507723e-05,99.99998807907104
12310,WOKHA,OBC,High,1,0.0002749778559518745,99.99972581863403
