DNo,Location,Social Category,Income,dropout,prim_Overall_social_category,prim_Overall_income
10011,VISAKHAPATNAM,Overall,High,0,82.5015664100647,17.498433589935303
10012,VIZIANAGARAM,General,High,1,2.6489509269595146,97.35104441642761
10012,VIZIANAGARAM,OBC,High,0,84.28528308868408,15.714716911315918
10012,VIZIANAGARAM,SC,High,0,60.12650728225708,39.8734986782074
10012,VIZIANAGARAM,ST,High,0,78.71292531490326,21.28707766532898
10012,VIZIANAGARAM,Overall,High,0,85.73264628648758,14.267361164093018
10013,WESTGODAVARI,General,High,0,83.09198915958405,16.908013820648193
10013,WESTGODAVARI,OBC,High,1,0.8375584147870541,99.16244149208069
10013,WESTGODAVARI,SC,High,0,83.09198915958405,16.908013820648193
10013,WESTGODAVARI,ST,High,1,27.393290400505066,72.60671257972717
10013,WESTGODAVARI,Overall,High,1,1.2914746068418026,98.70852828025818
10101,ArunachalPradesh,General,High,1,0.25878786109387875,99.74121451377869
10101,ArunachalPradesh,SC,High,0,84.28528308868408,15.714716911315918
10101,ArunachalPradesh,ST,High,1,6.442994624376297,93.55700016021729
10101,ArunachalPradesh,OBC,High,0,84.28528308868408,15.714716911315918
10201,BAJALI,General,High,0,84.13024693727493,15.869754552841187
10201,BAJALI,OBC,High,1,0.1742446213029325,99.8257577419281
10201,BAJALI,SC,High,0,84.13024693727493,15.869754552841187
10201,BAJALI,ST,High,1,0.2836431609466672,99.71635937690735
10201,BAJALI,Overall,High,0,66.62663221359253,33.37336182594299
10202,BAKSA,General,Low,1,12.582047283649445,87.41796016693115
10202,BAKSA,OBC,Low,1,0.09788265451788902,99.90211725234985
10202,BAKSA,SC,Low,1,8.426400274038315,91.57360196113586
10202,BAKSA,ST,Low,0,82.5015664100647,17.498433589935303
10202,BAKSA,Overall,Low,0,84.20865684747696,15.79134464263916
10203,BARPETA,General,High,1,1.4060868025467244e-06,100.0
10203,BARPETA,OBC,High,1,0.6683055777102709,99.33168888092041
10203,BARPETA,SC,High,0,82.5015664100647,17.498433589935303
10203,BARPETA,ST,High,1,0.1519467099569738,99.8480498790741
10203,BARPETA,Overall,High,0,78.39024066925049,21.60975933074951
10204,BISWANATH,General,High,0,78.71292531490326,21.28707766532898
10204,BISWANATH,OBC,High,1,49.77938234806061,50.22062063217163
10204,BISWANATH,SC,High,1,2.066543512046337,97.93345928192139
