DNo,Location,Social Category,Income,dropout,snr_Boys_social_category,snr_Boys_income
10920,MORBI,OBC,Low,1,0.00010494609341549221,99.9998927116394
10920,MORBI,SC,Low,1,0.0050806236686185,99.99492168426514
10920,MORBI,ST,Low,1,1.3086511430060455e-06,100.0
10920,MORBI,Overall,Low,1,0.0021572408513748087,99.99784231185913
10921,NARMADA,General,High,1,0.0015212641301332042,99.99847412109375
10921,NARMADA,OBC,High,1,0.0034189331927336752,99.99657869338989
10921,NARMADA,SC,High,1,7.786791655917114e-06,99.99998807907104
10921,NARMADA,ST,High,1,0.0065395564888603985,99.99345541000366
10921,NARMADA,Overall,High,1,0.0024998442313517444,99.99749660491943
10922,NAVSARI,General,Low,1,0.009494394907960668,99.9904990196228
10922,NAVSARI,OBC,Low,1,0.04187567683402449,99.95812773704529
10922,NAVSARI,SC,Low,1,0.002000135282287374,99.99799728393555
10922,NAVSARI,ST,Low,1,0.004816980072064325,99.99518394470215
10922,NAVSARI,Overall,Low,1,0.004640464976546355,99.99536275863647
10923,PANCHMAHALS,General,Low,1,0.005419972148956731,99.99457597732544
10923,PANCHMAHALS,OBC,Low,1,0.0004072563569934573,99.99959468841553
10923,PANCHMAHALS,SC,Low,1,0.00017465241626268835,99.99982118606567
10923,PANCHMAHALS,ST,Low,1,0.0005270659130474087,99.99947547912598
10923,PANCHMAHALS,Overall,Low,1,0.0003568431793610216,99.99964237213135
10924,PATAN,General,High,1,0.013328179193194956,99.98667240142822
10924,PATAN,OBC,High,1,0.0012506752682384104,99.99874830245972
10924,PATAN,SC,High,1,0.009136052540270612,99.99086856842041
10924,PATAN,ST,High,1,6.679388775410189e-05,99.99992847442627
10924,PATAN,Overall,High,1,0.001146292925113812,99.99885559082031
10925,PORBANDAR,General,High,1,0.009243638487532735,99.99076128005981
10925,PORBANDAR,OBC,High,1,0.0026673949832911603,99.99732971191406
10925,PORBANDAR,SC,High,1,0.002150233012798708,99.99785423278809
10925,PORBANDAR,ST,High,1,0.012327673903200775,99.98767375946045
10925,PORBANDAR,Overall,High,1,0.0019073668227065355,99.99809265136719
10926,RAJKOT,General,High,1,13.310825824737549,86.68917417526245
10926,RAJKOT,OBC,High,1,0.0014570897292287555,99.99854564666748
10926,RAJKOT,SC,High,1,0.006178586045280099,99.99382495880127
10926,RAJKOT,ST,High,1,3.0817651008874236e-05,99.99996423721313
10926,RAJKOT,Overall,High,1,0.011332770372973755,99.98866319656372
10927,SABARKANTHA,General,High,1,0.05235043936409056,99.94764924049377
10927,SABARKANTHA,OBC,High,1,0.004164663550909609,99.99583959579468
10927,SABARKANTHA,SC,High,1,0.043088741949759424,99.95691180229187
10927,SABARKANTHA,ST,High,1,0.007400132744805887,99.9925971031189
10927,SABARKANTHA,Overall,High,1,0.004475438254303299,99.99552965164185
10928,SURAT,General,High,1,0.12392770731821656,99.87607002258301
10928,SURAT,OBC,High,1,0.017944052524399012,99.98205304145813
10928,SURAT,SC,High,1,0.018042101874016225,99.98195767402649
10928,SURAT,ST,High,1,0.0030269340641098097,99.99697208404541
10928,SURAT,Overall,High,1,0.018262676894664764,99.9817430973053
10929,SURENDRANAGAR,General,Low,1,0.15118179144337773,99.8488187789917
10929,SURENDRANAGAR,OBC,Low,1,0.0009259869329980575,99.9990701675415
10929,SURENDRANAGAR,SC,Low,1,0.002596015292510856,99.9974012374878
10929,SURENDRANAGAR,ST,Low,1,1.1196629401410974e-05,99.99998807907104
10929,SURENDRANAGAR,Overall,Low,1,0.0013668274732481223,99.99862909317017
10930,TAPI,General,High,1,0.04819509922526777,99.95180368423462
10930,TAPI,OBC,High,1,0.0028608375941985287,99.99713897705078
10930,TAPI,SC,High,1,0.018215025193057954,99.98179078102112
10930,TAPI,ST,High,1,0.043247026042081416,99.95675683021545
10930,TAPI,Overall,High,1,0.01694025268079713,99.98306035995483
10931,THEDANGS,General,High,0,80.18529266119003,19.814705848693848
10931,THEDANGS,OBC,High,1,6.306573254732939e-05,99.99994039535522
10931,THEDANGS,SC,High,0,82.38890618085861,17.61109232902527
10931,THEDANGS,ST,High,1,0.003851556175504811,99.99614953994751
10931,THEDANGS,Overall,High,1,0.002330810639250558,99.9976634979248
10932,VADODARA,General,Low,1,0.015531093231402338,99.98446702957153
10932,VADODARA,OBC,Low,1,3.221592947966201e-06,100.0
10932,VADODARA,SC,Low,1,1.18067610799244e-05,99.99998807907104
10932,VADODARA,ST,Low,1,6.0087245401518885e-06,99.99998807907104
10932,VADODARA,Overall,Low,1,0.000274038552561251,99.99972581863403
10933,VALSAD,General,High,1,0.05421454552561045,99.94578957557678
10933,VALSAD,OBC,High,1,0.4025077447295189,99.59749579429626
10933,VALSAD,SC,High,1,0.00042412088987475727,99.99957084655762
10933,VALSAD,ST,High,1,0.010587729775579646,99.98941421508789
10933,VALSAD,Overall,High,1,0.012297640205360949,99.98769760131836
11001,AMBALA,General,High,1,0.7642998360097408,99.23570156097412
11001,AMBALA,OBC,High,1,17.32390522956848,82.67608880996704
11001,AMBALA,SC,High,1,21.652309596538544,78.34768891334534
11001,AMBALA,ST,High,0,91.2901520729065,8.709847927093506
11001,AMBALA,Overall,High,1,2.8870224952697754,97.11297154426575
11002,BHIWANI,General,High,1,7.585740834474564,92.4142599105835
11002,BHIWANI,OBC,High,1,16.714002192020416,83.28599333763123
11002,BHIWANI,SC,High,1,0.39633335545659065,99.603670835495
11002,BHIWANI,ST,High,0,91.2901520729065,8.709847927093506
11002,BHIWANI,Overall,High,1,2.4145670235157013,97.58543372154236
11003,CHARKHIDADRI,General,High,1,10.904817283153534,89.09518122673035
11003,CHARKHIDADRI,OBC,High,1,1.951783150434494,98.04821014404297
11003,CHARKHIDADRI,SC,High,1,0.7106117904186249,99.28938746452332
11003,CHARKHIDADRI,ST,High,0,91.29015058279037,8.709847927093506
11003,CHARKHIDADRI,Overall,High,1,2.3148635402321815,97.68514037132263
11004,FARIDABAD,General,High,1,0.2556949621066451,99.74430799484253
11004,FARIDABAD,OBC,High,1,0.07688800105825067,99.92311000823975
11004,FARIDABAD,SC,High,1,0.1741986838169396,99.82580542564392
11004,FARIDABAD,ST,High,0,91.2901520729065,8.709847927093506
11004,FARIDABAD,Overall,High,1,0.08905990980565548,99.91093277931213
11005,FATEHABAD,General,High,1,0.8026992902159691,99.19730424880981
11005,FATEHABAD,OBC,High,1,11.52769923210144,88.47230076789856
11005,FATEHABAD,SC,High,1,0.04481047508306801,99.95518326759338
11005,FATEHABAD,ST,High,0,91.2901520729065,8.709847927093506
11005,FATEHABAD,Overall,High,1,0.1410988625138998,99.85889792442322
11006,GURUGRAM,General,High,1,0.6971485447138548,99.3028461933136
11006,GURUGRAM,OBC,High,1,0.8406083099544048,99.15939569473267
11006,GURUGRAM,SC,High,1,22.961944341659546,77.03806161880493
11006,GURUGRAM,ST,High,0,91.2901520729065,8.709847927093506
11006,GURUGRAM,Overall,High,1,0.5604995414614677,99.43950176239014
11007,HISAR,General,High,1,0.7277239114046097,99.27228093147278
11007,HISAR,OBC,High,1,0.3575484734028578,99.64244961738586
11007,HISAR,SC,High,1,0.38980019744485617,99.6101975440979
11007,HISAR,ST,High,0,91.2901520729065,8.709847927093506
11007,HISAR,Overall,High,1,0.2885437570512295,99.71145391464233
11008,JHAJJAR,General,High,1,0.6036762613803148,99.39631819725037
11008,JHAJJAR,OBC,High,0,67.39805042743683,32.60195255279541
11008,JHAJJAR,SC,High,1,0.3587091341614723,99.64129328727722
11008,JHAJJAR,ST,High,0,91.2901520729065,8.709847927093506
11008,JHAJJAR,Overall,High,1,0.7732585072517395,99.22674298286438
11009,JIND,General,High,1,5.32555915415287,94.67443823814392
11009,JIND,OBC,High,1,0.19772530067712069,99.80227947235107
11009,JIND,SC,High,1,0.11660474119707942,99.8833954334259
11009,JIND,ST,High,0,91.2901520729065,8.709847927093506
11009,JIND,Overall,High,1,0.3261359641328454,99.6738612651825
11010,KAITHAL,General,High,1,26.27856135368347,73.72143864631653
11010,KAITHAL,OBC,High,1,0.16896373126655817,99.83103275299072
11010,KAITHAL,SC,High,1,0.1071208156645298,99.89287257194519
11010,KAITHAL,ST,High,0,91.2901520729065,8.709847927093506
11010,KAITHAL,Overall,High,1,0.3788152476772666,99.62118864059448
11011,KARNAL,General,High,1,0.2830294892191887,99.71696734428406
11011,KARNAL,OBC,High,1,0.49308957532048225,99.5069146156311
11011,KARNAL,SC,High,1,0.08952151401899755,99.91047978401184
11011,KARNAL,ST,High,0,91.2901520729065,8.709847927093506
11011,KARNAL,Overall,High,1,0.11848679278045893,99.88151788711548
11012,KURUKSHETRA,General,High,1,30.440980195999146,69.55901980400085
11012,KURUKSHETRA,OBC,High,1,5.260297283530235,94.73970532417297
11012,KURUKSHETRA,SC,High,1,1.572573184967041,98.42742085456848
11012,KURUKSHETRA,ST,High,0,91.2901520729065,8.709847927093506
11012,KURUKSHETRA,Overall,High,1,4.562695696949959,95.43730616569519
11013,MAHENDRAGARH,General,High,1,29.08681035041809,70.91318368911743
11013,MAHENDRAGARH,OBC,High,1,11.86220720410347,88.13779354095459
11013,MAHENDRAGARH,SC,High,0,61.1201673746109,38.87983560562134
11013,MAHENDRAGARH,ST,High,0,91.2901520729065,8.709847927093506
11013,MAHENDRAGARH,Overall,High,1,13.681209087371826,86.31879687309265
11014,NUH,General,High,1,0.05087300669401884,99.94912147521973
11014,NUH,OBC,High,1,0.015256089682225138,99.9847412109375
11014,NUH,SC,High,1,0.14368868432939053,99.85631108283997
11014,NUH,ST,High,0,91.2901520729065,8.709847927093506
11014,NUH,Overall,High,1,0.011980266572209075,99.98801946640015
11015,PALWAL,General,High,0,63.54580521583557,36.45419478416443
11015,PALWAL,OBC,High,1,0.11602588929235935,99.8839795589447
11015,PALWAL,SC,High,1,0.3340153256431222,99.66598749160767
11015,PALWAL,ST,High,0,91.2901520729065,8.709847927093506
11015,PALWAL,Overall,High,1,1.26438420265913,98.7356185913086
11016,PANCHKULA,General,High,1,0.011772639845730737,99.98822212219238
11016,PANCHKULA,OBC,High,1,0.09887126507237554,99.90112781524658
11016,PANCHKULA,SC,High,1,0.1798821846023202,99.82011318206787
11016,PANCHKULA,ST,High,0,91.29015058279037,8.709847927093506
11016,PANCHKULA,Overall,High,1,0.011040305980714038,99.9889612197876
11017,PANIPAT,General,High,1,0.41836737655103207,99.58162903785706
11017,PANIPAT,OBC,High,1,0.04694967356044799,99.9530553817749
11017,PANIPAT,SC,High,1,0.10035315062850714,99.89964365959167
11017,PANIPAT,ST,High,0,91.2901520729065,8.709847927093506
11017,PANIPAT,Overall,High,1,0.08283568895421922,99.91716146469116
11018,REWARI,General,High,1,0.3034935565665364,99.69651103019714
11018,REWARI,OBC,High,0,50.340089201927185,49.65991973876953
11018,REWARI,SC,High,1,28.079494833946228,71.92050814628601
11018,REWARI,ST,High,1,0.002904726716224104,99.99709129333496
11018,REWARI,Overall,High,1,4.515907913446426,95.48409581184387
11019,ROHTAK,General,High,1,0.2461377065628767,99.7538685798645
11019,ROHTAK,OBC,High,0,82.44597315788269,17.55402684211731
11019,ROHTAK,SC,High,1,0.13771901139989495,99.86227750778198
11019,ROHTAK,ST,High,0,91.2901520729065,8.709847927093506
11019,ROHTAK,Overall,High,1,0.17986465245485306,99.82013702392578
11020,SIRSA,General,High,1,17.98401176929474,82.01598525047302
11020,SIRSA,OBC,High,1,0.11266613146290183,99.88732933998108
11020,SIRSA,SC,High,1,0.12817541137337685,99.871826171875
11020,SIRSA,ST,High,0,91.2901520729065,8.709847927093506
11020,SIRSA,Overall,High,1,0.24649102706462145,99.75351095199585
11021,SONIPAT,General,High,1,1.011765655130148,98.98822903633118
11021,SONIPAT,OBC,High,1,8.698100596666336,91.30189418792725
11021,SONIPAT,SC,High,1,5.459383875131607,94.54061985015869
11021,SONIPAT,ST,High,0,91.2901520729065,8.709847927093506
11021,SONIPAT,Overall,High,1,1.3478689827024937,98.65213632583618
11022,YAMUNANAGAR,General,High,1,1.4031246304512024,98.59687089920044
11022,YAMUNANAGAR,OBC,High,1,0.5828410852700472,99.41715598106384
11022,YAMUNANAGAR,SC,High,1,0.12086546048521996,99.87913966178894
11022,YAMUNANAGAR,ST,High,0,91.2901520729065,8.709847927093506
11022,YAMUNANAGAR,Overall,High,1,0.2422133693471551,99.75778460502625
11101,BILASPUR(H.P.),General,High,1,38.97244334220886,61.02755069732666
11101,BILASPUR(H.P.),OBC,High,0,82.90987014770508,17.0901358127594
11101,BILASPUR(H.P.),SC,High,1,6.044241040945053,93.95576119422913
11101,BILASPUR(H.P.),ST,High,0,91.2901520729065,8.709847927093506
11101,BILASPUR(H.P.),Overall,High,1,23.834456503391266,76.16554498672485
11102,CHAMBA,General,High,1,1.1575715616345406,98.8424301147461
11102,CHAMBA,OBC,High,1,0.49308957532048225,99.5069146156311
11102,CHAMBA,SC,High,1,0.8792754262685776,99.12073016166687
11102,CHAMBA,ST,High,0,88.7841135263443,11.21588945388794
11102,CHAMBA,Overall,High,1,2.4401411414146423,97.55985736846924
11103,HAMIRPUR(H.P.),General,High,0,80.18529266119003,19.814705848693848
11103,HAMIRPUR(H.P.),OBC,High,0,82.90987014770508,17.0901358127594
11103,HAMIRPUR(H.P.),SC,High,1,30.53925931453705,69.46073770523071
11103,HAMIRPUR(H.P.),ST,High,0,91.2901520729065,8.709847927093506
11103,HAMIRPUR(H.P.),Overall,High,0,72.41910398006439,27.580899000167847
11104,KANGRA,General,High,1,3.207716718316078,96.79228663444519
11104,KANGRA,OBC,High,0,82.90987014770508,17.0901358127594
11104,KANGRA,SC,High,0,67.54858493804932,32.451409101486206
11104,KANGRA,ST,High,0,91.2901520729065,8.709847927093506
11104,KANGRA,Overall,High,1,41.55275523662567,58.44724178314209
11105,KINNAUR,General,High,1,0.02624882326927036,99.9737560749054
11105,KINNAUR,OBC,High,0,82.90987014770508,17.0901358127594
11105,KINNAUR,SC,High,1,0.6551766768097878,99.34481978416443
11105,KINNAUR,ST,High,1,29.571187496185303,70.4288125038147
11105,KINNAUR,Overall,High,1,0.7021530065685511,99.29785132408142
11106,KULLU,General,High,1,19.802917540073395,80.19707798957825
11106,KULLU,OBC,High,0,82.90987014770508,17.0901358127594
11106,KULLU,SC,High,1,20.57347148656845,79.42652702331543
11106,KULLU,ST,High,0,91.2901520729065,8.709847927093506
11106,KULLU,Overall,High,1,17.03876554965973,82.96123743057251
11107,LAHUL&SPITI,General,High,1,0.0007270297828654293,99.99927282333374
11107,LAHUL&SPITI,OBC,High,0,82.90987014770508,17.0901358127594
11107,LAHUL&SPITI,SC,High,0,82.38890320062637,17.611098289489746
11107,LAHUL&SPITI,ST,High,1,0.003661072696559131,99.99634027481079
11107,LAHUL&SPITI,Overall,High,1,0.00229401484830305,99.99771118164062
11108,MANDI,General,High,0,80.18529266119003,19.814705848693848
11108,MANDI,OBC,High,0,69.72464323043823,30.275356769561768
11108,MANDI,SC,High,1,11.162307113409042,88.83769512176514
11108,MANDI,ST,High,0,91.2901520729065,8.709847927093506
11108,MANDI,Overall,High,0,57.60781466960907,42.39218831062317
11109,SHIMLA,General,High,1,1.0279284790158272,98.97207617759705
11109,SHIMLA,OBC,High,0,82.90987014770508,17.0901358127594
11109,SHIMLA,SC,High,1,40.6356543302536,59.36434268951416
11109,SHIMLA,ST,High,0,91.2901520729065,8.709847927093506
11109,SHIMLA,Overall,High,1,3.2056499272584915,96.7943549156189
11110,SIRMAUR,General,High,1,13.946227729320526,86.05377674102783
11110,SIRMAUR,OBC,High,0,82.90987014770508,17.0901358127594
11110,SIRMAUR,SC,High,1,9.284164011478424,90.7158374786377
11110,SIRMAUR,ST,High,1,0.016712237265892327,99.98328685760498
11110,SIRMAUR,Overall,High,1,17.191937565803528,82.80805945396423
11111,SOLAN,General,High,1,2.9500938951969147,97.04990983009338
11111,SOLAN,OBC,High,0,82.90987014770508,17.0901358127594
11111,SOLAN,SC,High,1,17.89332777261734,82.10667371749878
11111,SOLAN,ST,High,0,91.2901520729065,8.709847927093506
11111,SOLAN,Overall,High,1,8.624986559152603,91.37501120567322
11112,UNA,General,High,1,5.491266027092934,94.50873136520386
11112,UNA,OBC,High,0,82.90987014770508,17.0901358127594
11112,UNA,SC,High,0,82.38890618085861,17.61109232902527
11112,UNA,ST,High,0,91.2901520729065,8.709847927093506
11112,UNA,Overall,High,0,66.47666990756989,33.523327112197876
11201,ANANTNAG,General,High,1,0.32132924534380436,99.67867136001587
11201,ANANTNAG,OBC,High,1,4.350562790023105e-05,99.99995231628418
11201,ANANTNAG,SC,High,0,82.38890618085861,17.61109232902527
11201,ANANTNAG,ST,High,1,0.020996395323891193,99.97900128364563
11201,ANANTNAG,Overall,High,1,0.036037887912243605,99.9639630317688
11202,BADGAM,General,High,0,57.62407183647156,42.375922203063965
11202,BADGAM,OBC,High,1,47.64244556427002,52.35756039619446
11202,BADGAM,SC,High,0,82.38890618085861,17.61109232902527
11202,BADGAM,ST,High,0,91.2901520729065,8.709847927093506
11202,BADGAM,Overall,High,0,65.99372327327728,34.006279706954956
11203,BANDIPORA,General,High,1,0.9019678458571434,99.0980327129364
11203,BANDIPORA,OBC,High,1,0.0002523849389035604,99.99974966049194
11203,BANDIPORA,SC,High,0,82.38890618085861,17.61109232902527
11203,BANDIPORA,ST,High,1,0.0016785186744527891,99.99831914901733
11203,BANDIPORA,Overall,High,1,0.030907330801710486,99.96910095214844
11204,BARAMULA,General,High,1,0.5589092615991831,99.44109320640564
11204,BARAMULA,OBC,High,0,79.09909039735794,20.90091109275818
11204,BARAMULA,SC,High,0,82.38890618085861,17.61109232902527
11204,BARAMULA,ST,High,1,0.003937974906875752,99.99606609344482
11204,BARAMULA,Overall,High,1,0.2479335991665721,99.75206255912781
11205,DODA,General,Middle,1,6.4838312566280365,93.51617097854614
11205,DODA,OBC,Middle,1,5.525728852262546e-06,100.0
11205,DODA,SC,Middle,1,0.44491803273558617,99.55508708953857
11205,DODA,ST,Middle,1,0.08434199262410402,99.91565942764282
11205,DODA,Overall,Middle,1,0.2982969395816326,99.70170259475708
11206,GANDERBAL,General,High,1,0.03484035551082343,99.9651551246643
11206,GANDERBAL,OBC,High,0,82.90987014770508,17.0901358127594
11206,GANDERBAL,SC,High,0,82.38890618085861,17.61109232902527
11206,GANDERBAL,ST,High,1,0.23618526756763458,99.76381063461304
11206,GANDERBAL,Overall,High,1,0.03627418482210487,99.9637246131897
11207,JAMMU,General,High,0,80.18529266119003,19.814705848693848
11207,JAMMU,OBC,High,0,82.90987014770508,17.0901358127594
11207,JAMMU,SC,High,1,25.95137357711792,74.04863238334656
11207,JAMMU,ST,High,0,91.2901520729065,8.709847927093506
11207,JAMMU,Overall,High,0,72.41910398006439,27.580899000167847
11208,KATHUA,General,High,1,13.689066469669342,86.31093502044678
11208,KATHUA,OBC,High,1,42.56733953952789,57.432663440704346
11208,KATHUA,SC,High,1,2.6402875781059265,97.35971093177795
11208,KATHUA,ST,High,1,0.08937222883105278,99.9106228351593
11208,KATHUA,Overall,High,1,3.3077001571655273,96.69229984283447
11209,KISHTWAR,General,Middle,1,0.00956242365646176,99.99043941497803
11209,KISHTWAR,OBC,Middle,1,25.423741340637207,74.5762586593628
11209,KISHTWAR,SC,Middle,1,27.384990453720093,72.61500954627991
11209,KISHTWAR,ST,Middle,1,5.292845344229136e-05,99.99995231628418
11209,KISHTWAR,Overall,Middle,1,0.0032512522011529654,99.99674558639526
11210,KULGAM,General,High,1,2.8888892382383347,97.11110591888428
11210,KULGAM,OBC,High,0,82.90987014770508,17.0901358127594
11210,KULGAM,SC,High,0,82.38890618085861,17.61109232902527
11210,KULGAM,ST,High,0,53.670379519462585,46.329617500305176
11210,KULGAM,Overall,High,1,12.338072806596756,87.66192197799683
11211,KUPWARA,General,High,0,80.18529266119003,19.814705848693848
11211,KUPWARA,OBC,High,1,7.523244249796335e-06,99.99998807907104
11211,KUPWARA,SC,High,0,82.38890618085861,17.61109232902527
11211,KUPWARA,ST,High,1,0.0012186305866634939,99.99878406524658
11211,KUPWARA,Overall,High,1,0.3005680628120899,99.69943761825562
11212,PULWAMA,General,High,0,80.18529266119003,19.814705848693848
11212,PULWAMA,OBC,High,1,5.654157320122977e-06,100.0
11212,PULWAMA,SC,High,0,82.38890618085861,17.61109232902527
11212,PULWAMA,ST,High,0,91.2901520729065,8.709847927093506
11212,PULWAMA,Overall,High,0,72.41910398006439,27.580899000167847
11213,PUNCH,General,High,1,0.3348566126078367,99.66514706611633
11213,PUNCH,OBC,High,1,0.04340880841482431,99.95658993721008
11213,PUNCH,SC,High,1,5.1514012966435985e-05,99.99995231628418
11213,PUNCH,ST,High,1,0.17091549234464765,99.82908368110657
11213,PUNCH,Overall,High,1,0.10788517538458109,99.89211559295654
11214,RAJAURI,General,High,1,8.715762197971344,91.28423929214478
11214,RAJAURI,OBC,High,1,5.415524242380343e-05,99.99994039535522
11214,RAJAURI,SC,High,0,82.38890320062637,17.611098289489746
11214,RAJAURI,ST,High,1,0.365394982509315,99.63460564613342
11214,RAJAURI,Overall,High,1,0.7568639703094959,99.24312829971313
11215,RAMBAN,General,High,1,0.8757839910686016,99.12421703338623
11215,RAMBAN,OBC,High,1,0.0021279322027112357,99.99786615371704
11215,RAMBAN,SC,High,0,82.38890618085861,17.61109232902527
11215,RAMBAN,ST,High,1,0.0065395564888603985,99.99345541000366
11215,RAMBAN,Overall,High,1,0.2338791498914361,99.76612329483032
11216,REASI,General,High,1,0.1457345555536449,99.85426664352417
11216,REASI,OBC,High,1,0.00041452108234807383,99.99958276748657
11216,REASI,SC,High,1,0.017147160542663187,99.98284578323364
11216,REASI,ST,High,1,0.0216725209611468,99.97833371162415
11216,REASI,Overall,High,1,0.020881219825241715,99.97912049293518
11217,SAMBA,General,High,0,76.5300765633583,23.469924926757812
11217,SAMBA,OBC,High,1,0.08761833305470645,99.91238713264465
11217,SAMBA,SC,High,1,0.02261148620164022,99.9773919582367
11217,SAMBA,ST,High,1,0.004823741983273067,99.9951720237732
11217,SAMBA,Overall,High,1,0.2311650663614273,99.76884126663208
11218,SHOPIAN,General,High,1,3.344558924436569,96.65544033050537
11218,SHOPIAN,OBC,High,1,2.536604313263524e-05,99.99997615814209
11218,SHOPIAN,SC,High,0,82.38890618085861,17.61109232902527
11218,SHOPIAN,ST,High,0,91.2901520729065,8.709847927093506
11218,SHOPIAN,Overall,High,1,5.89328408241272,94.10672187805176
11219,SRINAGAR,General,High,1,1.2234807945787907,98.77651929855347
11219,SRINAGAR,OBC,High,0,82.90987014770508,17.0901358127594
11219,SRINAGAR,SC,High,1,5.1514012966435985e-05,99.99995231628418
11219,SRINAGAR,ST,High,0,91.2901520729065,8.709847927093506
11219,SRINAGAR,Overall,High,1,3.2056499272584915,96.7943549156189
11220,UDHAMPUR,General,High,1,0.21678064949810505,99.78322386741638
11220,UDHAMPUR,OBC,High,1,0.02359175414312631,99.97641444206238
11220,UDHAMPUR,SC,High,1,0.011450127931311727,99.98854398727417
11220,UDHAMPUR,ST,High,1,0.0004844279828830622,99.99951124191284
11220,UDHAMPUR,Overall,High,1,0.020012680033687502,99.9799907207489
11301,BOKARO,General,High,0,80.18529266119003,19.814711809158325
11301,BOKARO,OBC,High,1,5.766190215945244,94.23381090164185
11301,BOKARO,SC,High,1,2.302471175789833,97.69753217697144
11301,BOKARO,ST,High,1,0.4543572664260864,99.54564571380615
11301,BOKARO,Overall,High,1,7.657074928283691,92.34293103218079
11302,CHATRA,General,High,1,0.10740980505943298,99.89258646965027
11302,CHATRA,OBC,High,1,0.03476036945357919,99.96523857116699
11302,CHATRA,SC,High,1,0.012716956553049386,99.98728036880493
11302,CHATRA,ST,High,1,0.003863781239488162,99.99613761901855
11302,CHATRA,Overall,High,1,0.015868403716012836,99.98413324356079
11303,DEOGHAR,General,High,0,80.18529266119003,19.814705848693848
11303,DEOGHAR,OBC,High,1,0.016001914627850056,99.98399019241333
11303,DEOGHAR,SC,High,1,0.05914225475862622,99.94086027145386
11303,DEOGHAR,ST,High,1,0.026630517095327377,99.97336268424988
11303,DEOGHAR,Overall,High,1,0.12684508692473173,99.87315535545349
11304,DHANBAD,General,High,0,80.18529266119003,19.814705848693848
11304,DHANBAD,OBC,High,1,0.03498827863950282,99.96501207351685
11304,DHANBAD,SC,High,1,0.05415236228145659,99.94584918022156
11304,DHANBAD,ST,High,1,0.25904139038175344,99.74096417427063
11304,DHANBAD,Overall,High,1,0.1791003975085914,99.8208999633789
11305,DUMKA,General,High,0,80.18529266119003,19.814705848693848
11305,DUMKA,OBC,High,1,0.005304168735165149,99.99469518661499
11305,DUMKA,SC,High,1,18.865004181861877,81.13499283790588
11305,DUMKA,ST,High,1,1.318543218076229,98.68146181106567
11305,DUMKA,Overall,High,1,0.024829991161823273,99.97517466545105
11306,GARHWA,General,High,1,7.959963710391094e-06,99.99998807907104
11306,GARHWA,OBC,High,1,0.0011923761121579446,99.99880790710449
11306,GARHWA,SC,High,1,0.0001471102905270527,99.99985694885254
11306,GARHWA,ST,High,1,0.00010644495205269777,99.9998927116394
11306,GARHWA,Overall,High,1,0.00019364938452781644,99.99980926513672
11307,GIRIDIH,General,High,1,0.27945947367697954,99.72054362297058
11307,GIRIDIH,OBC,High,1,0.039873505011200905,99.96013045310974
11307,GIRIDIH,SC,High,1,0.03232767921872437,99.96767044067383
11307,GIRIDIH,ST,High,1,0.00016434075860161101,99.99983310699463
11307,GIRIDIH,Overall,High,1,0.018931159866042435,99.98107552528381
11308,GODDA,General,High,0,80.18529266119003,19.814705848693848
11308,GODDA,OBC,High,1,0.02366693370277062,99.97633099555969
11308,GODDA,SC,High,0,72.52489924430847,27.47510075569153
11308,GODDA,ST,High,1,0.11582563165575266,99.88418221473694
11308,GODDA,Overall,High,1,0.09453510283492506,99.90546107292175
11309,GUMLA,General,Low,0,87.3549535870552,12.645047903060913
11309,GUMLA,OBC,Low,1,0.009902177407639101,99.99009370803833
11309,GUMLA,SC,Low,1,0.0007899682714196388,99.99921321868896
11309,GUMLA,ST,Low,1,0.0024617927920189686,99.9975323677063
11309,GUMLA,Overall,Low,1,0.002386613232374657,99.99761581420898
11310,HAZARIBAG,General,Low,0,87.3549535870552,12.645047903060913
11310,HAZARIBAG,OBC,Low,0,86.27233356237411,13.727670907974243
11310,HAZARIBAG,SC,Low,0,61.80696189403534,38.19303512573242
11310,HAZARIBAG,ST,Low,1,0.6284503731876612,99.37154650688171
11310,HAZARIBAG,Overall,Low,0,78.51493060588837,21.485072374343872
11311,JAMTARA,General,Middle,1,48.528361320495605,51.47163271903992
11311,JAMTARA,OBC,Middle,1,0.0020703901100205258,99.99792575836182
11311,JAMTARA,SC,Middle,1,0.0007267725777637679,99.99927282333374
11311,JAMTARA,ST,Middle,1,0.08658745209686458,99.91341233253479
11311,JAMTARA,Overall,Middle,1,0.011479581007733941,99.98852014541626
11312,KHUNTI,General,High,1,9.334187893728085e-05,99.99990463256836
11312,KHUNTI,OBC,High,1,0.017773582658264786,99.98223185539246
11312,KHUNTI,SC,High,1,0.0005081206836621277,99.99948740005493
11312,KHUNTI,ST,High,1,0.002069152469630353,99.99792575836182
11312,KHUNTI,Overall,High,1,0.001124611844716128,99.99887943267822
11313,KODARMA,General,High,0,80.18529266119003,19.814705848693848
11313,KODARMA,OBC,High,1,0.06466570193879306,99.93533492088318
11313,KODARMA,SC,High,1,0.35279402509331703,99.64721202850342
11313,KODARMA,ST,High,1,7.83425824213424e-09,100.0
11313,KODARMA,Overall,High,1,0.3204807173460722,99.67952370643616
11314,LATEHAR,General,High,1,0.0003419698487050482,99.9996542930603
11314,LATEHAR,OBC,High,1,5.825142562389374,94.17484998703003
11314,LATEHAR,SC,High,1,0.05972431390546262,99.94027614593506
11314,LATEHAR,ST,High,1,0.09084205375984311,99.9091625213623
