DNo,Location,Social Category,Income,dropout,prim_Girls_social_category,prim_Girls_income
11014,NUH,ST,High,0,77.12338268756866,22.876614332199097
11014,NUH,Overall,High,0,73.42084348201752,26.579153537750244
11015,PALWAL,General,High,0,77.79921293258667,22.200793027877808
11015,PALWAL,OBC,High,0,80.2348867058754,19.765114784240723
11015,PALWAL,SC,High,0,78.93815338611603,21.061843633651733
11015,PALWAL,ST,High,0,77.12338268756866,22.876614332199097
11015,PALWAL,Overall,High,0,73.42084348201752,26.579153537750244
11016,PANCHKULA,General,High,0,77.79921293258667,22.200793027877808
11016,PANCHKULA,OBC,High,0,80.2348867058754,19.765114784240723
11016,PANCHKULA,SC,High,0,78.93815338611603,21.061843633651733
11016,PANCHKULA,ST,High,0,77.12337970733643,22.876620292663574
11016,PANCHKULA,Overall,High,0,73.42084348201752,26.579153537750244
11017,PANIPAT,General,High,0,77.79921293258667,22.200793027877808
11017,PANIPAT,OBC,High,0,80.2348867058754,19.765114784240723
11017,PANIPAT,SC,High,0,78.93815338611603,21.061843633651733
11017,PANIPAT,ST,High,0,77.12338268756866,22.876614332199097
11017,PANIPAT,Overall,High,0,73.42084348201752,26.579153537750244
11018,REWARI,General,High,0,77.79921293258667,22.200793027877808
11018,REWARI,OBC,High,0,80.2348867058754,19.765114784240723
11018,REWARI,SC,High,0,78.93815338611603,21.061843633651733
11018,REWARI,ST,High,0,77.12338268756866,22.876614332199097
11018,REWARI,Overall,High,0,73.42084348201752,26.579153537750244
11019,ROHTAK,General,High,0,77.79921293258667,22.200793027877808
11019,ROHTAK,OBC,High,0,80.2348867058754,19.765114784240723
11019,ROHTAK,SC,High,0,78.93815338611603,21.061843633651733
11019,ROHTAK,ST,High,0,77.12338268756866,22.876614332199097
11019,ROHTAK,Overall,High,0,73.42084348201752,26.579153537750244
11020,SIRSA,General,High,0,77.79921293258667,22.200793027877808
11020,SIRSA,OBC,High,0,80.2348867058754,19.765114784240723
11020,SIRSA,SC,High,0,78.93815338611603,21.061843633651733
11020,SIRSA,ST,High,0,77.12338268756866,22.876614332199097
11020,SIRSA,Overall,High,0,73.42084348201752,26.579153537750244
11021,SONIPAT,General,High,0,77.79921293258667,22.200793027877808
11021,SONIPAT,OBC,High,0,80.2348867058754,19.765114784240723
11021,SONIPAT,SC,High,0,78.93815338611603,21.061843633651733
11021,SONIPAT,ST,High,0,77.12338268756866,22.876614332199097
11021,SONIPAT,Overall,High,0,73.42084348201752,26.579153537750244
11022,YAMUNANAGAR,General,High,1,16.877028346061707,83.12296867370605
11022,YAMUNANAGAR,OBC,High,0,80.2348867058754,19.765114784240723
11022,YAMUNANAGAR,SC,High,0,78.93815338611603,21.061843633651733
11022,YAMUNANAGAR,ST,High,0,77.12338268756866,22.876614332199097
11022,YAMUNANAGAR,Overall,High,0,73.42084348201752,26.57915949821472
11101,BILASPUR(H.P.),General,High,1,3.288712352514267,96.71128392219543
11101,BILASPUR(H.P.),OBC,High,0,80.2348867058754,19.765114784240723
11101,BILASPUR(H.P.),SC,High,0,78.93815338611603,21.061843633651733
11101,BILASPUR(H.P.),ST,High,0,77.12338268756866,22.876614332199097
11101,BILASPUR(H.P.),Overall,High,1,30.521327257156372,69.47867274284363
11102,CHAMBA,General,High,0,77.79921293258667,22.200793027877808
11102,CHAMBA,OBC,High,0,80.2348867058754,19.765114784240723
11102,CHAMBA,SC,High,0,78.93815338611603,21.061843633651733
11102,CHAMBA,ST,High,0,77.12338268756866,22.876614332199097
11102,CHAMBA,Overall,High,0,73.42084348201752,26.579153537750244
11103,HAMIRPUR(H.P.),General,High,1,3.2329056411981583,96.76709771156311
11103,HAMIRPUR(H.P.),OBC,High,0,80.2348867058754,19.765114784240723
11103,HAMIRPUR(H.P.),SC,High,0,63.65582048892975,36.34417653083801
11103,HAMIRPUR(H.P.),ST,High,0,77.12338268756866,22.876614332199097
11103,HAMIRPUR(H.P.),Overall,High,1,25.203511118888855,74.79649186134338
11104,KANGRA,General,High,1,15.67215770483017,84.32784080505371
11104,KANGRA,OBC,High,0,80.2348867058754,19.765114784240723
11104,KANGRA,SC,High,0,78.93815338611603,21.061843633651733
11104,KANGRA,ST,High,0,77.12338268756866,22.876614332199097
11104,KANGRA,Overall,High,0,73.42084348201752,26.579153537750244
11105,KINNAUR,General,High,1,0.0006966414730413817,99.9993085861206
11105,KINNAUR,OBC,High,1,2.3562714090985537e-05,99.99997615814209
11105,KINNAUR,SC,High,1,0.0016921303540584631,99.99830722808838
11105,KINNAUR,ST,High,0,77.12338268756866,22.876614332199097
11105,KINNAUR,Overall,High,1,0.19277663668617606,99.80721473693848
11106,KULLU,General,High,1,0.8423525840044022,99.15764927864075
11106,KULLU,OBC,High,1,1.548478752374649,98.45151901245117
11106,KULLU,SC,High,0,78.93815338611603,21.061843633651733
11106,KULLU,ST,High,0,77.12338268756866,22.876614332199097
11106,KULLU,Overall,High,1,9.344162046909332,90.65583944320679
11107,LAHUL&SPITI,General,High,0,77.79921293258667,22.200793027877808
11107,LAHUL&SPITI,OBC,High,1,3.062742510686298e-16,100.0
11107,LAHUL&SPITI,SC,High,1,6.34984154146423e-07,100.0
11107,LAHUL&SPITI,ST,High,0,77.12338268756866,22.876614332199097
11107,LAHUL&SPITI,Overall,High,0,73.42084348201752,26.579153537750244
11108,MANDI,General,High,1,5.9411220252513885,94.05887722969055
11108,MANDI,OBC,High,0,80.2348867058754,19.765114784240723
11108,MANDI,SC,High,0,78.93815338611603,21.061843633651733
11108,MANDI,ST,High,1,16.004446148872375,83.99556279182434
11108,MANDI,Overall,High,0,70.20260393619537,29.797393083572388
11109,SHIMLA,General,High,1,22.743690013885498,77.25630402565002
11109,SHIMLA,OBC,High,0,80.2348867058754,19.765114784240723
11109,SHIMLA,SC,High,0,61.585649847984314,38.41434717178345
11109,SHIMLA,ST,High,0,77.12338268756866,22.876614332199097
11109,SHIMLA,Overall,High,1,30.521327257156372,69.47867274284363
11110,SIRMAUR,General,High,0,77.49213576316833,22.507864236831665
11110,SIRMAUR,OBC,High,0,80.2348867058754,19.765114784240723
11110,SIRMAUR,SC,High,0,78.93815338611603,21.061843633651733
11110,SIRMAUR,ST,High,1,2.0996522158384323,97.90034890174866
11110,SIRMAUR,Overall,High,0,73.42084348201752,26.579153537750244
11111,SOLAN,General,High,0,77.79921293258667,22.200793027877808
11111,SOLAN,OBC,High,0,80.2348867058754,19.765114784240723
11111,SOLAN,SC,High,0,78.93815338611603,21.061843633651733
11111,SOLAN,ST,High,0,77.12338268756866,22.876614332199097
11111,SOLAN,Overall,High,0,73.42084348201752,26.579153537750244
11112,UNA,General,High,0,57.411229610443115,42.588770389556885
11112,UNA,OBC,High,0,80.2348867058754,19.765114784240723
11112,UNA,SC,High,0,78.93815338611603,21.061843633651733
11112,UNA,ST,High,0,77.12338268756866,22.876614332199097
11112,UNA,Overall,High,0,73.42084348201752,26.579153537750244
11201,ANANTNAG,General,High,1,0.20177511032670736,99.79822635650635
11201,ANANTNAG,OBC,High,0,80.2348867058754,19.765114784240723
11201,ANANTNAG,SC,High,0,78.93815338611603,21.061843633651733
11201,ANANTNAG,ST,High,0,77.12337970733643,22.876620292663574
11201,ANANTNAG,Overall,High,1,8.762085437774658,91.23791456222534
11202,BADGAM,General,High,1,0.1766850589774549,99.82330799102783
11202,BADGAM,OBC,High,0,80.2348867058754,19.765114784240723
11202,BADGAM,SC,High,1,0.0002325968580407789,99.9997615814209
11202,BADGAM,ST,High,1,0.11316960444673896,99.88683462142944
11202,BADGAM,Overall,High,1,0.6905702408403158,99.30943250656128
11203,BANDIPORA,General,High,1,0.041405571391806006,99.95859265327454
11203,BANDIPORA,OBC,High,0,80.2348867058754,19.765114784240723
11203,BANDIPORA,SC,High,0,78.93815338611603,21.061843633651733
11203,BANDIPORA,ST,High,1,30.067676305770874,69.93232369422913
11203,BANDIPORA,Overall,High,1,0.4083896055817604,99.59160685539246
11204,BARAMULA,General,High,1,0.11098571121692657,99.88901019096375
11204,BARAMULA,OBC,High,0,80.2348867058754,19.765114784240723
11204,BARAMULA,SC,High,1,2.2124144894618927e-17,100.0
11204,BARAMULA,ST,High,1,10.077434778213501,89.9225652217865
11204,BARAMULA,Overall,High,1,0.8048336952924728,99.19517040252686
11205,DODA,General,Middle,1,0.35047223791480064,99.64953064918518
11205,DODA,OBC,Middle,1,1.358049530608696e-05,99.99998807907104
11205,DODA,SC,Middle,1,38.18722665309906,61.81277632713318
11205,DODA,ST,Middle,1,1.6157381236553192,98.38426113128662
11205,DODA,Overall,Middle,1,0.3556314157322049,99.64436888694763
11206,GANDERBAL,General,High,1,1.13527188077569,98.86472821235657
11206,GANDERBAL,OBC,High,1,0.0008413390787609387,99.99915361404419
11206,GANDERBAL,SC,High,0,78.93815338611603,21.061843633651733
11206,GANDERBAL,ST,High,1,0.07347303908318281,99.92652535438538
11206,GANDERBAL,Overall,High,1,0.1331810257397592,99.86681938171387
11207,JAMMU,General,High,1,0.09092630934901536,99.90907907485962
11207,JAMMU,OBC,High,1,1.1501381173729897,98.84986281394958
11207,JAMMU,SC,High,0,68.4117078781128,31.588292121887207
11207,JAMMU,ST,High,1,10.077434778213501,89.9225652217865
11207,JAMMU,Overall,High,1,0.3388029523193836,99.6612012386322
11208,KATHUA,General,High,1,4.542989283800125,95.45700550079346
11208,KATHUA,OBC,High,1,0.4134716000407934,99.58652257919312
11208,KATHUA,SC,High,0,78.93815338611603,21.061843633651733
11208,KATHUA,ST,High,1,0.0969157146755606,99.90308284759521
11208,KATHUA,Overall,High,1,3.103647381067276,96.89635634422302
11209,KISHTWAR,General,Middle,1,0.16375943087041378,99.83623623847961
11209,KISHTWAR,OBC,Middle,1,3.4119604919169433e-06,100.0
11209,KISHTWAR,SC,Middle,1,0.5378021392971277,99.4621992111206
11209,KISHTWAR,ST,Middle,1,0.06488847429864109,99.93510842323303
11209,KISHTWAR,Overall,Middle,1,0.09729419834911823,99.90270137786865
11210,KULGAM,General,High,1,0.037683380651287735,99.962317943573
11210,KULGAM,OBC,High,0,80.2348867058754,19.765114784240723
11210,KULGAM,SC,High,1,0.0013860220860806294,99.99861717224121
11210,KULGAM,ST,High,1,0.021474291861522943,99.97852444648743
11210,KULGAM,Overall,High,1,0.05933193024247885,99.94066953659058
11211,KUPWARA,General,High,1,0.19845387432724237,99.80154037475586
11211,KUPWARA,OBC,High,1,0.06523357587866485,99.93476271629333
11211,KUPWARA,SC,High,1,1.703927406819445e-21,100.0
11211,KUPWARA,ST,High,1,0.13736698310822248,99.86263513565063
11211,KUPWARA,Overall,High,1,0.17072114860638976,99.82927441596985
11212,PULWAMA,General,High,1,1.9608549773693085,98.03915023803711
11212,PULWAMA,OBC,High,0,80.2348867058754,19.765114784240723
11212,PULWAMA,SC,High,1,3.793643052691156e-12,100.0
11212,PULWAMA,ST,High,1,35.5169415473938,64.48306441307068
11212,PULWAMA,Overall,High,1,13.819904625415802,86.18009686470032
11213,PUNCH,General,High,1,40.3397411108017,59.660255908966064
11213,PUNCH,OBC,High,1,9.857151761494265e-08,100.0
11213,PUNCH,SC,High,1,2.733611598792372e-19,100.0
11213,PUNCH,ST,High,1,0.07765757036395371,99.92234706878662
11213,PUNCH,Overall,High,1,0.15042817685753107,99.84956979751587
11214,RAJAURI,General,High,1,0.32691783271729946,99.67308044433594
11214,RAJAURI,OBC,High,1,4.571634737438046e-09,100.0
11214,RAJAURI,SC,High,0,78.93815338611603,21.061843633651733
11214,RAJAURI,ST,High,1,0.23494812194257975,99.76505637168884
11214,RAJAURI,Overall,High,1,0.1354111940599978,99.86458420753479
11215,RAMBAN,General,High,1,4.778790101408958,95.22121548652649
11215,RAMBAN,OBC,High,1,0.0004047631591674872,99.99959468841553
11215,RAMBAN,SC,High,1,18.10161918401718,81.8983793258667
11215,RAMBAN,ST,High,1,2.129080146551132,97.87092208862305
11215,RAMBAN,Overall,High,1,1.6446786001324654,98.35531711578369
11216,REASI,General,High,1,0.010417418525321409,99.98958110809326
11216,REASI,OBC,High,0,80.2348867058754,19.765114784240723
11216,REASI,SC,High,1,9.979933500289917,90.02006649971008
11216,REASI,ST,High,0,77.12338268756866,22.876614332199097
11216,REASI,Overall,High,1,0.6335354410111904,99.36646223068237
11217,SAMBA,General,High,1,36.57357096672058,63.42642903327942
11217,SAMBA,OBC,High,1,1.1342015117406845,98.86580109596252
11217,SAMBA,SC,High,1,0.0796548614744097,99.92035031318665
11217,SAMBA,ST,High,1,0.3497854573652148,99.6502161026001
11217,SAMBA,Overall,High,1,0.7599383126944304,99.24006462097168
11218,SHOPIAN,General,High,1,0.18264931859448552,99.8173475265503
11218,SHOPIAN,OBC,High,1,1.7876548852324703e-08,100.0
11218,SHOPIAN,SC,High,0,78.93815338611603,21.061843633651733
11218,SHOPIAN,ST,High,1,0.20918447989970446,99.79082345962524
11218,SHOPIAN,Overall,High,1,0.11280026519671082,99.88719820976257
11219,SRINAGAR,General,High,1,5.111311748623848,94.88868713378906
11219,SRINAGAR,OBC,High,0,80.2348867058754,19.765114784240723
11219,SRINAGAR,SC,High,0,78.93815338611603,21.061843633651733
11219,SRINAGAR,ST,High,0,77.12338268756866,22.876614332199097
11219,SRINAGAR,Overall,High,1,17.03971177339554,82.9602837562561
11220,UDHAMPUR,General,High,0,62.9166305065155,37.0833694934845
11220,UDHAMPUR,OBC,High,1,0.24937158450484276,99.7506320476532
11220,UDHAMPUR,SC,High,1,47.64828681945801,52.35171318054199
11220,UDHAMPUR,ST,High,1,8.445820212364197,91.55418276786804
11220,UDHAMPUR,Overall,High,1,35.60019135475159,64.39980864524841
11301,BOKARO,General,High,0,70.73352336883545,29.26647663116455
11301,BOKARO,OBC,High,0,80.2348867058754,19.765114784240723
11301,BOKARO,SC,High,0,78.93815338611603,21.061843633651733
11301,BOKARO,ST,High,1,14.408846199512482,85.59116125106812
11301,BOKARO,Overall,High,0,73.42084348201752,26.579153537750244
11302,CHATRA,General,High,1,0.004436619929037988,99.99556541442871
11302,CHATRA,OBC,High,0,80.2348867058754,19.765114784240723
11302,CHATRA,SC,High,1,0.31375314574688673,99.6862530708313
11302,CHATRA,ST,High,1,0.9907778352499008,99.00922179222107
11302,CHATRA,Overall,High,1,1.5717601403594017,98.42824339866638
11303,DEOGHAR,General,High,1,6.24897893430898e-05,99.99994039535522
11303,DEOGHAR,OBC,High,0,80.2348867058754,19.765114784240723
11303,DEOGHAR,SC,High,0,78.93815338611603,21.061843633651733
11303,DEOGHAR,ST,High,1,0.11634640395641327,99.88365769386292
11303,DEOGHAR,Overall,High,1,6.2134381383657455,93.7865674495697
11304,DHANBAD,General,High,1,0.06273623439483345,99.9372661113739
11304,DHANBAD,OBC,High,0,80.2348867058754,19.765114784240723
11304,DHANBAD,SC,High,0,78.93815338611603,21.061843633651733
11304,DHANBAD,ST,High,1,1.6562718898057938,98.34372997283936
11304,DHANBAD,Overall,High,0,55.05320727825165,44.94679570198059
11305,DUMKA,General,High,1,2.0170062953184242e-05,99.99997615814209
11305,DUMKA,OBC,High,0,80.2348867058754,19.765114784240723
11305,DUMKA,SC,High,1,3.333928808569908,96.66606783866882
11305,DUMKA,ST,High,0,63.085320591926575,36.91467642784119
11305,DUMKA,Overall,High,0,58.95091891288757,41.04908108711243
11306,GARHWA,General,High,1,0.007637649105163291,99.9923586845398
11306,GARHWA,OBC,High,0,80.2348867058754,19.765114784240723
11306,GARHWA,SC,High,0,68.79278421401978,31.207215785980225
11306,GARHWA,ST,High,1,43.530234694480896,56.46976828575134
11306,GARHWA,Overall,High,0,73.42084348201752,26.579153537750244
11307,GIRIDIH,General,High,1,0.02432349429000169,99.97567534446716
11307,GIRIDIH,OBC,High,1,44.79619264602661,55.20380735397339
11307,GIRIDIH,SC,High,0,78.93815338611603,21.061843633651733
11307,GIRIDIH,ST,High,1,0.22854036651551723,99.7714638710022
11307,GIRIDIH,Overall,High,1,12.998995184898376,87.00100183486938
11308,GODDA,General,High,1,0.2822916489094496,99.71771240234375
11308,GODDA,OBC,High,0,80.2348867058754,19.765114784240723
11308,GODDA,SC,High,0,78.93815338611603,21.061843633651733
11308,GODDA,ST,High,1,0.18831304041668773,99.81168508529663
11308,GODDA,Overall,High,0,61.49136126041412,38.50863575935364
11309,GUMLA,General,Low,1,0.03985645598731935,99.9601423740387
11309,GUMLA,OBC,Low,1,3.805096819996834,96.19489908218384
11309,GUMLA,SC,Low,1,0.0001487666054345027,99.99985694885254
11309,GUMLA,ST,Low,1,0.12030618963763118,99.87969398498535
11309,GUMLA,Overall,Low,1,0.12489657383412123,99.87510442733765
11310,HAZARIBAG,General,Low,1,4.69864813723575e-07,100.0
11310,HAZARIBAG,OBC,Low,0,79.87312823534012,20.126873254776
11310,HAZARIBAG,SC,Low,1,2.1226856857538223,97.87731766700745
11310,HAZARIBAG,ST,Low,1,0.011914451897609979,99.98807907104492
11310,HAZARIBAG,Overall,Low,1,1.0234415531158447,98.97655844688416
11311,JAMTARA,General,Middle,0,76.85055732727051,23.149442672729492
11311,JAMTARA,OBC,Middle,0,62.371137738227844,37.628865242004395
11311,JAMTARA,SC,Middle,1,20.248498022556305,79.75150942802429
11311,JAMTARA,ST,Middle,1,24.81927126646042,75.18073320388794
11311,JAMTARA,Overall,Middle,0,67.15993583202362,32.84006118774414
11312,KHUNTI,General,High,1,0.0010383357221144252,99.99896287918091
11312,KHUNTI,OBC,High,1,43.48759353160858,56.5123975276947
11312,KHUNTI,SC,High,0,78.93815338611603,21.061843633651733
11312,KHUNTI,ST,High,1,43.96560788154602,56.03439211845398
11312,KHUNTI,Overall,High,1,30.521327257156372,69.47867274284363
11313,KODARMA,General,High,1,0.002562898225733079,99.99743700027466
11313,KODARMA,OBC,High,0,80.2348867058754,19.765114784240723
11313,KODARMA,SC,High,1,0.4815071355551481,99.51849579811096
11313,KODARMA,ST,High,1,4.859658453426619e-07,100.0
11313,KODARMA,Overall,High,1,12.03155443072319,87.96845078468323
11314,LATEHAR,General,High,1,0.006798431422794238,99.9932050704956
11314,LATEHAR,OBC,High,0,80.2348867058754,19.765114784240723
11314,LATEHAR,SC,High,1,14.938023686408997,85.06197929382324
11314,LATEHAR,ST,High,0,77.12338268756866,22.876614332199097
11314,LATEHAR,Overall,High,0,73.42084348201752,26.579153537750244
11315,LOHARDAGA,General,High,0,77.79921293258667,22.200793027877808
11315,LOHARDAGA,OBC,High,1,2.3813309147953987,97.61866331100464
11315,LOHARDAGA,SC,High,1,18.632112443447113,81.36789202690125
11315,LOHARDAGA,ST,High,0,77.12338268756866,22.876614332199097
11315,LOHARDAGA,Overall,High,1,47.99976050853729,52.000242471694946
11316,PAKAUR,General,High,0,77.79921293258667,22.200793027877808
11316,PAKAUR,OBC,High,0,80.2348867058754,19.765114784240723
11316,PAKAUR,SC,High,1,0.4351985175162554,99.56479668617249
11316,PAKAUR,ST,High,1,0.2455751644447446,99.75442290306091
11316,PAKAUR,Overall,High,1,37.23749816417694,62.76249885559082
11317,PALAMU,General,Low,1,0.12007968034595251,99.8799204826355
11317,PALAMU,OBC,Low,0,79.87312823534012,20.126873254776
11317,PALAMU,SC,Low,1,0.9511734358966351,99.04882907867432
11317,PALAMU,ST,Low,1,13.849040865898132,86.15095615386963
11317,PALAMU,Overall,Low,1,14.471636712551117,85.52836179733276
11318,PASHCHIMISINGHBHUM,General,Low,1,0.536072812974453,99.46393370628357
11318,PASHCHIMISINGHBHUM,OBC,Low,0,79.87312823534012,20.126873254776
11318,PASHCHIMISINGHBHUM,SC,Low,1,0.0867100665345788,99.91329312324524
11318,PASHCHIMISINGHBHUM,ST,Low,0,80.59731274843216,19.402682781219482
11318,PASHCHIMISINGHBHUM,Overall,Low,0,73.99613857269287,26.00386142730713
11319,PURBISINGHBHUM,General,Low,1,0.8264579810202122,99.17353987693787
11319,PURBISINGHBHUM,OBC,Low,0,79.87312823534012,20.126873254776
11319,PURBISINGHBHUM,SC,Low,1,15.905533730983734,84.09446477890015
11319,PURBISINGHBHUM,ST,Low,0,80.59731274843216,19.402682781219482
11319,PURBISINGHBHUM,Overall,Low,0,58.85081589221954,41.14917516708374
11320,RAMGARH,General,High,1,0.5497603211551905,99.45024251937866
11320,RAMGARH,OBC,High,0,80.23488372564316,19.765114784240723
11320,RAMGARH,SC,High,0,76.48879885673523,23.511195182800293
11320,RAMGARH,ST,High,1,0.7946394383907318,99.20536279678345
11320,RAMGARH,Overall,High,1,31.6575288772583,68.3424711227417
11321,RANCHI,General,Low,1,36.668986082077026,63.331013917922974
11321,RANCHI,OBC,Low,1,1.8037455156445503,98.19626212120056
11321,RANCHI,SC,Low,1,0.10155776981264353,99.89843964576721
11321,RANCHI,ST,Low,1,17.82853901386261,82.17145800590515
11321,RANCHI,Overall,Low,1,3.508187085390091,96.49180769920349
11322,SAHIBGANJ,General,High,1,5.062079821982479e-05,99.99995231628418
11322,SAHIBGANJ,OBC,High,0,80.2348867058754,19.765114784240723
11322,SAHIBGANJ,SC,High,0,78.93815338611603,21.061843633651733
11322,SAHIBGANJ,ST,High,1,0.5064391065388918,99.49356317520142
11322,SAHIBGANJ,Overall,High,1,48.882856965065,51.117146015167236
11323,SARAIKELA-KHARSAWAN,General,High,0,77.79921293258667,22.200793027877808
11323,SARAIKELA-KHARSAWAN,OBC,High,1,0.02165682235499844,99.9783456325531
11323,SARAIKELA-KHARSAWAN,SC,High,0,78.93815338611603,21.061843633651733
11323,SARAIKELA-KHARSAWAN,ST,High,1,10.907824337482452,89.09217119216919
11323,SARAIKELA-KHARSAWAN,Overall,High,1,2.959577739238739,97.04042673110962
11324,SIMDEGA,General,High,1,0.015612579591106623,99.98438358306885
11324,SIMDEGA,OBC,High,0,80.2348867058754,19.765114784240723
11324,SIMDEGA,SC,High,1,31.34334683418274,68.65665316581726
11324,SIMDEGA,ST,High,0,65.9197747707367,34.080225229263306
11324,SIMDEGA,Overall,High,0,73.42084348201752,26.579153537750244
11401,BAGALKOT,General,Low,1,36.668986082077026,63.331013917922974
11401,BAGALKOT,OBC,Low,0,68.5382217168808,31.46178126335144
11401,BAGALKOT,SC,Low,0,58.71240794658661,41.28759503364563
11401,BAGALKOT,ST,Low,1,23.910905420780182,76.08909606933594
11401,BAGALKOT,Overall,Low,0,57.132065296173096,42.86794066429138
11402,BALLARI,General,Low,1,6.050575405286418e-10,100.0
11402,BALLARI,OBC,Low,1,4.0940273632154855e-12,100.0
11402,BALLARI,SC,Low,1,2.6562130015749246e-14,100.0
11402,BALLARI,ST,Low,1,7.725315883961442e-12,100.0
11402,BALLARI,Overall,Low,1,1.4533557327446947e-12,100.0
11403,BELAGAVI,General,Low,1,0.023469100415240973,99.97653365135193
11403,BELAGAVI,OBC,Low,0,79.87312823534012,20.126873254776
11403,BELAGAVI,SC,Low,1,15.216182172298431,84.78382229804993
11403,BELAGAVI,ST,Low,1,42.276376485824585,57.723623514175415
11403,BELAGAVI,Overall,Low,1,32.77789652347565,67.22210645675659
11404,BELAGAVICHIKKODI,General,Low,1,0.0006710016805300256,99.99933242797852
11404,BELAGAVICHIKKODI,OBC,Low,0,79.87312823534012,20.126873254776
11404,BELAGAVICHIKKODI,SC,Low,0,72.77402877807617,27.225971221923828
11404,BELAGAVICHIKKODI,ST,Low,1,41.42317473888397,58.57682824134827
11404,BELAGAVICHIKKODI,Overall,Low,0,61.38780117034912,38.61219882965088
11405,BENGALURURURAL,General,Low,1,0.1340199843980372,99.86598491668701
11405,BENGALURURURAL,OBC,Low,0,79.87312823534012,20.126873254776
11405,BENGALURURURAL,SC,Low,0,74.80748295783997,25.192517042160034
11405,BENGALURURURAL,ST,Low,0,80.59731274843216,19.402682781219482
11405,BENGALURURURAL,Overall,Low,0,73.99613857269287,26.00386142730713
11406,BENGALURUUNORTH,General,Low,1,40.42753279209137,59.57247018814087
11406,BENGALURUUNORTH,OBC,Low,0,79.87312823534012,20.126873254776
11406,BENGALURUUNORTH,SC,Low,1,0.2806977368891239,99.71930384635925
11406,BENGALURUUNORTH,ST,Low,1,0.007832555274944752,99.99216794967651
11406,BENGALURUUNORTH,Overall,Low,0,73.99613857269287,26.00386142730713
11407,BENGALURUUSOUTH,General,Low,0,50.01002252101898,49.98997449874878
11407,BENGALURUUSOUTH,OBC,Low,0,79.87312823534012,20.126873254776
11407,BENGALURUUSOUTH,SC,Low,1,1.3770255260169506,98.62297773361206
11407,BENGALURUUSOUTH,ST,Low,1,0.010941370419459417,99.98905658721924
11407,BENGALURUUSOUTH,Overall,Low,0,73.99613857269287,26.00386142730713
11408,BIDAR,General,High,1,0.15730030136182904,99.84270334243774
11408,BIDAR,OBC,High,0,80.2348867058754,19.765114784240723
11408,BIDAR,SC,High,0,64.06412124633789,35.93587875366211
11408,BIDAR,ST,High,1,37.56779432296753,62.43219971656799
11408,BIDAR,Overall,High,0,72.37304151058197,27.62695550918579
11409,CHAMARAJANAGARA,General,High,1,0.09193894802592695,99.90806579589844
11409,CHAMARAJANAGARA,OBC,High,0,80.2348867058754,19.765114784240723
11409,CHAMARAJANAGARA,SC,High,0,78.93815338611603,21.061843633651733
11409,CHAMARAJANAGARA,ST,High,0,77.12338268756866,22.876614332199097
11409,CHAMARAJANAGARA,Overall,High,0,73.42084348201752,26.579153537750244
11410,CHIKKABALLAPURA,General,High,0,71.82003259658813,28.179973363876343
11410,CHIKKABALLAPURA,OBC,High,0,80.2348867058754,19.765114784240723
11410,CHIKKABALLAPURA,SC,High,0,78.93815338611603,21.061843633651733
11410,CHIKKABALLAPURA,ST,High,0,77.12338268756866,22.876614332199097
11410,CHIKKABALLAPURA,Overall,High,0,73.42084348201752,26.579153537750244
11411,CHIKKAMANGALURU,General,High,1,0.08893412305042148,99.91106390953064
11411,CHIKKAMANGALURU,OBC,High,0,80.2348867058754,19.765114784240723
11411,CHIKKAMANGALURU,SC,High,0,78.93815338611603,21.061843633651733
11411,CHIKKAMANGALURU,ST,High,0,69.40127611160278,30.598729848861694
11411,CHIKKAMANGALURU,Overall,High,0,73.42084348201752,26.579153537750244
11412,CHITRADURGA,General,High,1,0.04400771576911211,99.95599389076233
11412,CHITRADURGA,OBC,High,0,80.2348867058754,19.765114784240723
11412,CHITRADURGA,SC,High,0,78.93815338611603,21.061843633651733
11412,CHITRADURGA,ST,High,0,77.12338268756866,22.876614332199097
11412,CHITRADURGA,Overall,High,0,73.42084348201752,26.579153537750244
11413,DAKSHINAKANNADA,General,High,0,77.79921293258667,22.200793027877808
11413,DAKSHINAKANNADA,OBC,High,0,80.2348867058754,19.765114784240723
11413,DAKSHINAKANNADA,SC,High,0,78.93815338611603,21.061843633651733
11413,DAKSHINAKANNADA,ST,High,0,77.12338268756866,22.876614332199097
11413,DAKSHINAKANNADA,Overall,High,0,73.42084348201752,26.579153537750244
11414,DAVANAGERE,General,High,1,0.001085417352442164,99.99891519546509
11414,DAVANAGERE,OBC,High,0,80.2348867058754,19.765114784240723
11414,DAVANAGERE,SC,High,0,78.93815338611603,21.061843633651733
11414,DAVANAGERE,ST,High,0,76.21078938245773,23.789215087890625
11414,DAVANAGERE,Overall,High,0,73.42084348201752,26.579153537750244
11415,DHARWAD,General,High,0,77.79921293258667,22.200793027877808
11415,DHARWAD,OBC,High,0,80.23488372564316,19.765114784240723
11415,DHARWAD,SC,High,0,64.87459540367126,35.12539863586426
11415,DHARWAD,ST,High,1,11.614801734685898,88.3851945400238
11415,DHARWAD,Overall,High,0,73.42084348201752,26.579153537750244
11416,GADAG,General,High,1,0.02486870507709682,99.97512698173523
11416,GADAG,OBC,High,0,80.2348867058754,19.765114784240723
11416,GADAG,SC,High,0,74.18919503688812,25.81080198287964
11416,GADAG,ST,High,1,45.277053117752075,54.72294092178345
11416,GADAG,Overall,High,0,68.70247423648834,31.29752278327942
11417,HASSAN,General,High,0,67.33225584030151,32.667744159698486
