DNo,Location,Social Category,Income,dropout,prim_Girls_social_category,prim_Girls_income
13003,HANUMAKONDA,SC,High,1,5.921212211251259,94.07878518104553
13003,HANUMAKONDA,ST,High,1,9.918244183063507,90.08175730705261
13003,HANUMAKONDA,Overall,High,1,3.5217754542827606,96.47822380065918
13004,HYDERABAD,General,High,1,0.05139285931363702,99.94860887527466
13004,HYDERABAD,OBC,High,1,0.45342929661273956,99.54656958580017
13004,HYDERABAD,SC,High,1,0.08947963360697031,99.9105155467987
13004,HYDERABAD,ST,High,1,0.06256939959712327,99.93743300437927
13004,HYDERABAD,Overall,High,1,0.08939279359765351,99.91059899330139
13005,JAGTIAL,General,High,1,31.802663207054138,68.1973397731781
13005,JAGTIAL,OBC,High,0,80.2348867058754,19.765114784240723
13005,JAGTIAL,SC,High,1,1.4275760389864445,98.57242703437805
13005,JAGTIAL,ST,High,1,0.7547269575297832,99.24526810646057
13005,JAGTIAL,Overall,High,0,64.78154957294464,35.2184534072876
13006,JANGAON,General,High,0,77.79921293258667,22.200793027877808
13006,JANGAON,OBC,High,0,80.2348867058754,19.765114784240723
13006,JANGAON,SC,High,0,78.93815338611603,21.061843633651733
13006,JANGAON,ST,High,0,77.12338268756866,22.876614332199097
13006,JANGAON,Overall,High,0,73.42084348201752,26.57915949821472
13007,JAYASHANKAR,General,High,0,77.79921293258667,22.200793027877808
13007,JAYASHANKAR,OBC,High,0,80.2348867058754,19.765114784240723
13007,JAYASHANKAR,SC,High,1,0.7091286592185497,99.29087162017822
13007,JAYASHANKAR,ST,High,0,77.12338268756866,22.876614332199097
13007,JAYASHANKAR,Overall,High,0,73.42084348201752,26.579153537750244
13008,JOGULAMBAGADWAL,General,High,0,77.79921293258667,22.200793027877808
13008,JOGULAMBAGADWAL,OBC,High,0,80.2348867058754,19.765114784240723
13008,JOGULAMBAGADWAL,SC,High,0,78.93815338611603,21.061843633651733
13008,JOGULAMBAGADWAL,ST,High,0,77.12338268756866,22.876614332199097
13008,JOGULAMBAGADWAL,Overall,High,0,73.42084348201752,26.579153537750244
13009,KAMAREDDY,General,High,0,77.79921293258667,22.200793027877808
13009,KAMAREDDY,OBC,High,0,80.2348867058754,19.765114784240723
13009,KAMAREDDY,SC,High,0,78.93815338611603,21.061843633651733
13009,KAMAREDDY,ST,High,1,10.737080872058868,89.26292061805725
13009,KAMAREDDY,Overall,High,0,73.42084348201752,26.579153537750244
13010,KARIMNAGAR,General,High,1,10.837692022323608,89.16230201721191
13010,KARIMNAGAR,OBC,High,0,80.2348867058754,19.765114784240723
13010,KARIMNAGAR,SC,High,1,3.631085157394409,96.36892080307007
13010,KARIMNAGAR,ST,High,1,1.679592952132225,98.32041263580322
13010,KARIMNAGAR,Overall,High,0,62.32517063617706,37.6748263835907
13011,KHAMMAM,General,High,0,66.15425646305084,33.8457465171814
13011,KHAMMAM,OBC,High,0,80.2348867058754,19.765114784240723
13011,KHAMMAM,SC,High,0,78.93815338611603,21.061843633651733
13011,KHAMMAM,ST,High,0,77.12338268756866,22.876614332199097
13011,KHAMMAM,Overall,High,0,73.42084348201752,26.579153537750244
13012,KUMURAMBHEEMASIFABAD,General,High,1,17.37924814224243,82.62075185775757
13012,KUMURAMBHEEMASIFABAD,OBC,High,0,80.2348867058754,19.765114784240723
13012,KUMURAMBHEEMASIFABAD,SC,High,1,40.68009853363037,59.31990146636963
13012,KUMURAMBHEEMASIFABAD,ST,High,1,17.74010956287384,82.2598934173584
13012,KUMURAMBHEEMASIFABAD,Overall,High,0,55.926501750946045,44.073498249053955
13013,MAHABUBABAD,General,High,0,77.79921293258667,22.200793027877808
13013,MAHABUBABAD,OBC,High,0,80.23488372564316,19.765114784240723
13013,MAHABUBABAD,SC,High,0,78.93815338611603,21.061843633651733
13013,MAHABUBABAD,ST,High,0,77.12338268756866,22.876614332199097
13013,MAHABUBABAD,Overall,High,0,73.42084348201752,26.579153537750244
13014,MAHABUBNAGAR,General,High,0,77.79921293258667,22.200793027877808
13014,MAHABUBNAGAR,OBC,High,0,80.2348867058754,19.765114784240723
13014,MAHABUBNAGAR,SC,High,0,78.93815338611603,21.061843633651733
13014,MAHABUBNAGAR,ST,High,1,35.5169415473938,64.48306441307068
13014,MAHABUBNAGAR,Overall,High,0,73.42084348201752,26.579153537750244
13015,MANCHERIAL,General,High,0,77.79921293258667,22.200793027877808
13015,MANCHERIAL,OBC,High,0,80.2348867058754,19.765114784240723
13015,MANCHERIAL,SC,High,1,23.945991694927216,76.05400681495667
13015,MANCHERIAL,ST,High,0,66.31610095500946,33.6838960647583
13015,MANCHERIAL,Overall,High,0,73.42084348201752,26.579153537750244
13016,MEDAK,General,Low,0,76.21768862009048,23.782312870025635
13016,MEDAK,OBC,Low,0,79.87312823534012,20.126873254776
13016,MEDAK,SC,Low,0,74.80748295783997,25.192517042160034
13016,MEDAK,ST,Low,0,80.59731274843216,19.402682781219482
13016,MEDAK,Overall,Low,0,73.99613857269287,26.00386142730713
13017,MEDCHAL,General,Low,0,76.21768862009048,23.782312870025635
13017,MEDCHAL,OBC,Low,0,79.87312823534012,20.126873254776
13017,MEDCHAL,SC,Low,0,74.80748295783997,25.192517042160034
13017,MEDCHAL,ST,Low,0,68.08988153934479,31.91012144088745
13017,MEDCHAL,Overall,Low,0,73.99613857269287,26.00386142730713
13018,MULUGU,General,Low,1,1.7279498279094696,98.272043466568
13018,MULUGU,OBC,Low,0,79.87312823534012,20.126873254776
13018,MULUGU,SC,Low,1,33.186936378479004,66.81306958198547
13018,MULUGU,ST,Low,1,0.07524742977693677,99.92475509643555
13018,MULUGU,Overall,Low,1,23.56114834547043,76.43885016441345
13019,NAGARKURNOOL,General,Low,0,76.21768862009048,23.782312870025635
13019,NAGARKURNOOL,OBC,Low,0,79.87312823534012,20.126873254776
13019,NAGARKURNOOL,SC,Low,0,74.80748295783997,25.192517042160034
13019,NAGARKURNOOL,ST,Low,0,67.70779192447662,32.292211055755615
13019,NAGARKURNOOL,Overall,Low,0,73.99614453315735,26.00386142730713
13020,NALGONDA,General,High,1,0.3564954036846757,99.64350461959839
13020,NALGONDA,OBC,High,1,19.041262567043304,80.95873594284058
13020,NALGONDA,SC,High,1,1.3431458733975887,98.65685701370239
13020,NALGONDA,ST,High,1,0.13585452688857913,99.86414313316345
13020,NALGONDA,Overall,High,1,1.6951290890574455,98.3048677444458
13021,NARAYANAPET,General,High,1,0.48263221979141235,99.51737523078918
13021,NARAYANAPET,OBC,High,0,80.2348867058754,19.765114784240723
13021,NARAYANAPET,SC,High,0,78.93815338611603,21.061843633651733
13021,NARAYANAPET,ST,High,1,0.25668179150670767,99.74332451820374
13021,NARAYANAPET,Overall,High,0,73.42084348201752,26.579153537750244
13022,NIRMAL,General,High,1,0.2514088060706854,99.7485876083374
13022,NIRMAL,OBC,High,0,54.05650734901428,45.94349265098572
13022,NIRMAL,SC,High,0,77.11914628744125,22.880852222442627
13022,NIRMAL,ST,High,1,0.2138644689694047,99.78613257408142
13022,NIRMAL,Overall,High,1,9.048909693956375,90.9510850906372
13023,NIZAMABAD,General,High,1,10.335379838943481,89.664626121521
13023,NIZAMABAD,OBC,High,0,80.2348867058754,19.765114784240723
13023,NIZAMABAD,SC,High,0,65.27668237686157,34.72331762313843
13023,NIZAMABAD,ST,High,0,65.9197747707367,34.080225229263306
13023,NIZAMABAD,Overall,High,0,73.42084348201752,26.579153537750244
13024,PEDDAPALLI,General,High,0,77.79921293258667,22.200793027877808
13024,PEDDAPALLI,OBC,High,0,80.2348867058754,19.765114784240723
13024,PEDDAPALLI,SC,High,0,78.93815338611603,21.061843633651733
13024,PEDDAPALLI,ST,High,1,3.0488112941384315,96.95119261741638
13024,PEDDAPALLI,Overall,High,0,73.42084348201752,26.579153537750244
13025,RAJANNASIRICILLA,General,High,0,77.79921293258667,22.200793027877808
13025,RAJANNASIRICILLA,OBC,High,0,80.2348867058754,19.765114784240723
13025,RAJANNASIRICILLA,SC,High,0,78.93815338611603,21.061843633651733
13025,RAJANNASIRICILLA,ST,High,0,77.12338268756866,22.876614332199097
13025,RAJANNASIRICILLA,Overall,High,0,73.42084348201752,26.579153537750244
13026,RANGAREDDY,General,Low,0,76.21768712997437,23.782312870025635
13026,RANGAREDDY,OBC,Low,0,79.87311631441116,20.12687921524048
13026,RANGAREDDY,SC,Low,0,74.80748295783997,25.192517042160034
13026,RANGAREDDY,ST,Low,0,80.59731274843216,19.402682781219482
13026,RANGAREDDY,Overall,Low,0,73.99613857269287,26.00386142730713
13027,SANGAREDDY,General,Low,0,76.21768862009048,23.782312870025635
13027,SANGAREDDY,OBC,Low,0,79.87312823534012,20.126873254776
13027,SANGAREDDY,SC,Low,0,74.80748295783997,25.192517042160034
13027,SANGAREDDY,ST,Low,1,11.875391751527786,88.12460899353027
13027,SANGAREDDY,Overall,Low,0,73.99613857269287,26.00386142730713
13028,SIDDIPET,General,Low,0,76.21768862009048,23.782312870025635
13028,SIDDIPET,OBC,Low,0,79.87312823534012,20.126873254776
13028,SIDDIPET,SC,Low,0,74.80748295783997,25.192517042160034
13028,SIDDIPET,ST,Low,0,80.59731274843216,19.402682781219482
13028,SIDDIPET,Overall,Low,0,73.99613857269287,26.00386142730713
13029,SURYAPET,General,Low,0,76.21768862009048,23.782312870025635
13029,SURYAPET,OBC,Low,0,79.87312823534012,20.126873254776
13029,SURYAPET,SC,Low,0,74.80748295783997,25.192517042160034
13029,SURYAPET,ST,Low,0,80.59731274843216,19.402682781219482
13029,SURYAPET,Overall,Low,0,73.99613857269287,26.00386142730713
13030,VIKARABAD,General,Low,0,69.25032138824463,30.74968457221985
13030,VIKARABAD,OBC,Low,0,79.87312823534012,20.126873254776
13030,VIKARABAD,SC,Low,1,2.479224279522896,97.52076864242554
13030,VIKARABAD,ST,Low,1,0.06091011455282569,99.93908405303955
13030,VIKARABAD,Overall,Low,1,25.52032768726349,74.47966933250427
13031,WANAPARTHY,General,Low,0,76.21768862009048,23.782312870025635
13031,WANAPARTHY,OBC,Low,0,79.87312823534012,20.126873254776
13031,WANAPARTHY,SC,Low,0,74.80748295783997,25.192517042160034
13031,WANAPARTHY,ST,Low,1,0.30770853627473116,99.69229102134705
13031,WANAPARTHY,Overall,Low,0,73.99613857269287,26.00386142730713
13032,WARANGAL,General,High,1,0.11284471256658435,99.88715052604675
13032,WARANGAL,OBC,High,1,2.0489005371928215,97.9511022567749
13032,WARANGAL,SC,High,1,1.1150994338095188,98.88490438461304
13032,WARANGAL,ST,High,1,0.36558809224516153,99.63441491127014
13032,WARANGAL,Overall,High,1,0.7527013774961233,99.24730062484741
13033,YADADRIBHUVANAGIRI,General,High,0,77.79921293258667,22.200793027877808
13033,YADADRIBHUVANAGIRI,OBC,High,0,80.2348867058754,19.765114784240723
13033,YADADRIBHUVANAGIRI,SC,High,0,78.93815338611603,21.061843633651733
13033,YADADRIBHUVANAGIRI,ST,High,0,77.12338268756866,22.876614332199097
13033,YADADRIBHUVANAGIRI,Overall,High,0,73.42084348201752,26.579153537750244
13101,DHALAI,General,Middle,1,0.22027140948921442,99.77973699569702
13101,DHALAI,OBC,Middle,1,0.5249734967947006,99.47503209114075
13101,DHALAI,SC,Middle,1,0.6682821549475193,99.33171272277832
13101,DHALAI,ST,Middle,1,39.31480050086975,60.68519949913025
13101,DHALAI,Overall,Middle,1,13.430815935134888,86.56919002532959
13102,GOMATI,General,Middle,0,76.85055732727051,23.149442672729492
13102,GOMATI,OBC,Middle,1,8.482742309570312,91.51725769042969
13102,GOMATI,SC,Middle,0,52.09759771823883,47.90239930152893
13102,GOMATI,ST,Middle,1,29.11088764667511,70.88911533355713
13102,GOMATI,Overall,Middle,0,67.15993583202362,32.84006118774414
13103,KHOWAI,General,Middle,0,76.85055732727051,23.149442672729492
13103,KHOWAI,OBC,Middle,1,1.682877354323864,98.3171284198761
13103,KHOWAI,SC,Middle,0,80.67017644643784,19.329822063446045
13103,KHOWAI,ST,Middle,1,0.1885451376438141,99.81145858764648
13103,KHOWAI,Overall,Middle,1,5.534040555357933,94.46595311164856
13104,NORTHTRIPURA,General,Middle,0,56.06040060520172,43.93960237503052
13104,NORTHTRIPURA,OBC,Middle,1,4.7495286911726,95.25046944618225
13104,NORTHTRIPURA,SC,Middle,0,80.67017644643784,19.329822063446045
13104,NORTHTRIPURA,ST,Middle,1,0.39464528672397137,99.60535764694214
13104,NORTHTRIPURA,Overall,Middle,0,53.36572229862213,46.63428068161011
13105,SEPAHIJALA,General,Middle,0,76.85055732727051,23.149442672729492
13105,SEPAHIJALA,OBC,Middle,0,62.371137738227844,37.628865242004395
13105,SEPAHIJALA,SC,Middle,1,21.366629004478455,78.6333680152893
13105,SEPAHIJALA,ST,Middle,1,0.10940280044451356,99.89060163497925
13105,SEPAHIJALA,Overall,Middle,1,13.749609887599945,86.25039458274841
13106,SOUTHTRIPURA,General,Middle,1,29.879790544509888,70.12021541595459
13106,SOUTHTRIPURA,OBC,Middle,0,62.371137738227844,37.628865242004395
13106,SOUTHTRIPURA,SC,Middle,1,3.7653565406799316,96.23463749885559
13106,SOUTHTRIPURA,ST,Middle,1,23.64085763692856,76.3591468334198
13106,SOUTHTRIPURA,Overall,Middle,1,30.903562903404236,69.09643411636353
13107,UNAKOTI,General,Middle,1,0.6775251124054193,99.32246804237366
13107,UNAKOTI,OBC,Middle,1,19.069641828536987,80.93035817146301
13107,UNAKOTI,SC,Middle,0,71.82178199291229,28.17821502685547
13107,UNAKOTI,ST,Middle,1,0.411089975386858,99.58891272544861
13107,UNAKOTI,Overall,Middle,1,3.383794054389,96.61620259284973
13108,WESTTRIPURA,General,Middle,0,76.85055732727051,23.149442672729492
13108,WESTTRIPURA,OBC,Middle,0,62.371137738227844,37.628865242004395
13108,WESTTRIPURA,SC,Middle,1,14.965249598026276,85.03474593162537
13108,WESTTRIPURA,ST,Middle,1,44.96372938156128,55.03627061843872
13108,WESTTRIPURA,Overall,Middle,0,67.15993583202362,32.84006118774414
13201,AGRA,General,High,1,0.07126083364710212,99.92874264717102
13201,AGRA,OBC,High,1,9.289035946130753,90.71096181869507
13201,AGRA,SC,High,0,78.93815338611603,21.061843633651733
13201,AGRA,ST,High,0,77.12338268756866,22.876614332199097
13201,AGRA,Overall,High,1,6.638523191213608,93.36147904396057
13202,ALIGARH,General,Low,0,66.95183217525482,33.04816484451294
13202,ALIGARH,OBC,Low,0,79.87312823534012,20.126873254776
13202,ALIGARH,SC,Low,1,22.072352468967438,77.92764902114868
13202,ALIGARH,ST,Low,0,80.59731274843216,19.402682781219482
13202,ALIGARH,Overall,Low,0,73.99613857269287,26.00386142730713
13203,AMBEDKARNAGAR,General,Low,1,0.0029472963433363475,99.9970555305481
13203,AMBEDKARNAGAR,OBC,Low,1,0.030723417876288295,99.96927976608276
13203,AMBEDKARNAGAR,SC,Low,1,0.034140716888941824,99.96585845947266
13203,AMBEDKARNAGAR,ST,Low,0,80.59731274843216,19.402682781219482
13203,AMBEDKARNAGAR,Overall,Low,1,0.021365477005019784,99.97863173484802
13204,AMETHI-CSMNAGAR,General,Low,1,0.03898663562722504,99.96101260185242
13204,AMETHI-CSMNAGAR,OBC,Low,1,9.662490338087082,90.33750295639038
13204,AMETHI-CSMNAGAR,SC,Low,1,0.7730386685580015,99.22696352005005
13204,AMETHI-CSMNAGAR,ST,Low,0,80.59731274843216,19.402682781219482
13204,AMETHI-CSMNAGAR,Overall,Low,1,0.8008228614926338,99.19918179512024
13205,AURAIYA,General,High,1,0.024458655389025807,99.97554421424866
13205,AURAIYA,OBC,High,0,80.2348867058754,19.765114784240723
13205,AURAIYA,SC,High,1,15.859712660312653,84.14028286933899
13205,AURAIYA,ST,High,1,1.4513113340232017e-12,100.0
13205,AURAIYA,Overall,High,1,3.1531620770692825,96.8468427658081
13206,AZAMGARH,General,High,1,0.010076684702653438,99.98992681503296
13206,AZAMGARH,OBC,High,0,52.73582339286804,47.26417064666748
13206,AZAMGARH,SC,High,1,0.24761706590652466,99.7523844242096
13206,AZAMGARH,ST,High,1,0.00041034909372683614,99.99959468841553
13206,AZAMGARH,Overall,High,1,0.7672442588955164,99.23275113105774
13207,BAGHPAT,General,Low,1,0.022332223306875676,99.97766613960266
13207,BAGHPAT,OBC,Low,0,79.87312823534012,20.126873254776
13207,BAGHPAT,SC,Low,1,45.23061811923981,54.76938486099243
13207,BAGHPAT,ST,Low,1,0.0012445952961570583,99.99876022338867
13207,BAGHPAT,Overall,Low,0,73.99613857269287,26.00386142730713
13208,BAHRAICH,General,Middle,1,33.09887647628784,66.90112948417664
