,Location,DNo,Social Category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall
95,Odisha,124,SC,2,2,1,1,3,1,3,1,2
96,Odisha,124,General,2,2,2,0,1,4,2,2,2
97,Odisha,124,OBC,0,1,2,4,0,2,4,3,2
98,Odisha,124,ST,2,3,2,2,1,2,0,3,0
99,Odisha,124,Overall,2,3,2,0,2,0,0,4,4
