,Social Category,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall,DNo,latitude,longitude,Location
0,General,0.5026666666666667,1.1983333333333333,0.6723333333333333,2.6963333333333335,4.145333333333333,3.231333333333333,4.096,5.578,4.210666666666667,12415.5,20.5431241,84.6897321,Odisha
1,OBC,0.705,1.0336666666666667,0.803,7.932333333333333,8.664,8.308333333333334,31.721666666666668,35.24366666666666,33.568333333333335,12415.5,20.5431241,84.6897321,Odisha
2,Overall,0.4683333333333334,0.6739999999999999,0.5366666666666667,6.572666666666667,8.045333333333334,7.336,26.219333333333335,30.214333333333332,28.275,12415.5,20.5431241,84.6897321,Odisha
3,SC,0.9503333333333333,0.748,0.7613333333333333,8.327666666666667,8.974333333333334,8.67,28.901666666666664,32.473333333333336,30.707333333333334,12415.5,20.5431241,84.6897321,Odisha
4,ST,1.0070000000000001,0.998,0.8716666666666666,6.2973333333333334,7.799666666666667,6.996666666666667,27.879,31.586333333333336,29.760333333333335,12415.5,20.5431241,84.6897321,Odisha
