,Location,DNo,Social Category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall
75,Manipur,120,Overall,0,1,,1,1,,0,1,
76,Manipur,120,OBC,2,2,3.0,0,1,0.0,4,2,2.0
77,Manipur,120,General,1,4,1.0,2,0,0.0,0,0,4.0
78,Manipur,120,ST,0,2,0.0,1,0,3.0,0,3,0.0
79,Manipur,120,SC,3,3,1.0,2,0,3.0,0,0,0.0
