,Social Category,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall,DNo,latitude,longitude
0,General,11.359375,15.41,16.508125,16.734375,16.234375,15.973125,18.75,15.342500000000001,16.625625,12008.5,24.7208818,93.9229386
1,OBC,11.12,14.33875,10.706875,13.14875,9.66125,11.200625,16.451875,9.97875,10.408125,12008.5,24.7208818,93.9229386
2,Overall,14.716875,15.2075,14.970625,7.505625,7.2725,7.254375,11.694374999999999,10.321875,10.89125,12008.5,24.7208818,93.9229386
3,SC,5.45125,8.529375,5.640000000000001,6.966875,5.458125,6.425000000000001,3.9762500000000003,2.231875,3.018125,12008.5,24.7208818,93.9229386
4,ST,19.471875,19.8425,19.65,8.86875,8.958125,8.459999999999999,10.49375,11.281875000000001,10.52,12008.5,24.7208818,93.9229386
