Location,Social Category,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall,DNo,latitude,longitude
LAKSHADWEEP,General,71.43,11.11,53.33,57.14,0.0,30.77,0.0,40.0,0.0,11701,10.3337313,72.920538592
LAKSHADWEEP,OBC,24.39,24.39,24.39,11.76,27.27,17.86,9.09,0.0,6.25,11701,10.3337313,72.920538592
LAKSHADWEEP,SC,33.33,0.0,12.5,0.0,50.0,33.33,0.0,0.0,0.0,11701,10.3337313,72.920538592
LAKSHADWEEP,ST,0.0,0.08,0.0,1.42,2.96,2.24,0.0,0.35,0.0,11701,10.3337313,72.920538592
LAKSHADWEEP,Overall,0.43,0.48,0.45,1.9,3.23,2.6,0.0,0.43,0.0,11701,10.3337313,72.920538592
