,Location,DNo,Social Category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall
85,Mizoram,122,OBC,2,2,3.0,0,2,3.0,4,2,2.0
86,Mizoram,122,General,1,0,1.0,2,0,0.0,0,0,1.0
87,Mizoram,122,Overall,2,3,,0,2,,0,4,
88,Mizoram,122,ST,4,3,2.0,2,0,2.0,0,3,0.0
89,Mizoram,122,SC,3,0,3.0,4,0,3.0,3,4,1.0
