,Social Category,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall,DNo,latitude,longitude
0,General,2.203846153846154,1.9515384615384614,2.0507692307692307,2.706153846153846,3.4484615384615385,3.0446153846153843,3.7638461538461536,4.596153846153846,4.163076923076924,13307.0,30.0417376,79.089691
1,OBC,1.3323076923076924,1.6215384615384614,1.4584615384615385,2.196923076923077,4.489230769230769,2.933846153846154,6.5807692307692305,7.092307692307693,6.507692307692308,13307.0,30.0417376,79.089691
2,Overall,0.8707692307692307,0.7100000000000001,0.776923076923077,1.4153846153846152,1.7084615384615385,1.5423076923076924,3.9846153846153842,4.155384615384615,4.081538461538462,13307.0,30.0417376,79.089691
3,SC,0.6630769230769231,0.5184615384615385,0.5784615384615385,1.2153846153846155,1.416153846153846,1.3015384615384618,4.609230769230769,4.509230769230769,4.446923076923077,13307.0,30.0417376,79.089691
4,ST,1.4107692307692308,3.1230769230769226,1.5523076923076924,4.738461538461538,8.142307692307693,5.3246153846153845,13.35153846153846,5.620769230769231,7.142307692307692,13307.0,30.0417376,79.089691
