,DNo,social category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall,Location
72,11915,Overall,3,1,1,1,4,4,1,2,4,KOLHAPUR
73,11915,SC,1,1,3,0,0,0,1,1,1,KOLHAPUR
74,11915,ST,0,4,0,4,2,3,0,0,4,KOLHAPUR
75,11916,General,1,1,1,0,0,0,0,1,0,LATUR
76,11916,OBC,1,1,1,0,0,0,1,4,0,LATUR
77,11916,Overall,3,1,1,1,0,0,1,2,4,LATUR
78,11916,SC,1,1,3,0,0,0,1,1,1,LATUR
79,11916,ST,0,4,0,4,1,1,0,0,4,LATUR
80,11918,General,0,0,0,0,0,0,0,0,0,MUMBAI II
81,11918,OBC,4,1,4,4,0,0,1,1,0,MUMBAI II
82,11918,Overall,0,0,3,1,4,4,0,4,0,MUMBAI II
83,11918,SC,4,0,4,0,3,4,2,2,0,MUMBAI II
84,11918,ST,0,4,0,4,2,3,0,0,1,MUMBAI II
85,11917,General,4,4,4,2,2,2,0,1,0,MUMBAI (SUBURBAN)
86,11917,OBC,3,3,3,2,2,2,3,2,2,MUMBAI (SUBURBAN)
87,11917,Overall,4,4,4,2,2,2,0,2,0,MUMBAI (SUBURBAN)
88,11917,SC,2,3,2,2,2,2,4,4,4,MUMBAI (SUBURBAN)
89,11917,ST,0,4,0,0,3,4,1,1,0,MUMBAI (SUBURBAN)
90,11919,General,0,0,0,0,0,0,0,0,0,NAGPUR
91,11919,OBC,4,1,4,0,0,0,1,1,0,NAGPUR
92,11919,Overall,0,0,3,1,4,4,0,4,0,NAGPUR
93,11919,SC,4,0,4,0,3,4,2,2,0,NAGPUR
94,11919,ST,0,4,0,1,1,1,0,0,1,NAGPUR
95,11920,General,0,0,0,4,4,4,0,0,0,NANDED
96,11920,OBC,4,1,4,0,4,4,4,1,4,NANDED
97,11920,Overall,0,0,3,1,0,0,0,4,0,NANDED
98,11920,SC,4,0,4,0,4,0,2,2,0,NANDED
99,11920,ST,1,1,0,4,1,1,0,0,1,NANDED
100,11921,General,0,0,0,0,0,0,0,0,0,NANDURBAR
101,11921,OBC,4,1,4,0,4,4,4,1,4,NANDURBAR
102,11921,Overall,0,0,3,3,0,0,0,4,0,NANDURBAR
103,11921,SC,4,0,4,0,3,4,2,2,0,NANDURBAR
104,11921,ST,1,1,0,1,4,2,0,0,1,NANDURBAR
105,11922,General,0,0,0,4,4,4,0,0,0,NASHIK
106,11922,OBC,4,1,4,0,4,4,4,1,4,NASHIK
107,11922,Overall,0,0,3,3,0,0,0,4,0,NASHIK
108,11922,SC,4,0,4,4,4,0,2,2,0,NASHIK
109,11922,ST,1,1,0,1,4,2,0,0,1,NASHIK
110,11923,General,0,0,0,4,4,4,0,0,0,OSMANABAD
111,11923,OBC,4,1,4,0,4,4,4,1,4,OSMANABAD
112,11923,Overall,0,0,3,3,0,0,0,1,1,OSMANABAD
113,11923,SC,4,0,4,4,4,0,2,2,0,OSMANABAD
114,11923,ST,1,1,0,2,1,1,0,0,1,OSMANABAD
115,11924,General,0,0,0,4,4,4,4,0,4,PALGHAR
116,11924,OBC,4,2,0,0,4,4,4,1,4,PALGHAR
117,11924,Overall,0,0,0,3,0,0,2,1,1,PALGHAR
118,11924,SC,2,3,2,4,4,0,2,2,0,PALGHAR
119,11924,ST,1,1,0,1,1,2,0,0,1,PALGHAR
120,11925,General,0,0,0,4,4,4,4,0,4,PARBHANI
121,11925,OBC,4,2,0,0,4,4,4,1,4,PARBHANI
122,11925,Overall,0,0,0,3,1,3,0,1,1,PARBHANI
123,11925,SC,0,0,0,1,4,1,0,0,0,PARBHANI
124,11925,ST,1,1,0,2,2,1,0,0,1,PARBHANI
125,11926,General,0,0,0,1,1,1,4,0,4,PUNE
126,11926,OBC,0,2,0,0,4,4,4,1,4,PUNE
127,11926,Overall,0,0,0,3,1,3,2,1,1,PUNE
128,11926,SC,0,0,0,4,4,1,0,0,0,PUNE
129,11926,ST,1,1,2,2,1,1,0,2,1,PUNE
130,11927,General,0,0,0,1,1,1,4,0,4,RAIGARH (MAHARASHTRA)
131,11927,OBC,0,2,0,1,4,4,2,0,1,RAIGARH (MAHARASHTRA)
132,11927,Overall,0,0,0,3,1,3,2,1,1,RAIGARH (MAHARASHTRA)
133,11927,SC,0,0,0,1,4,1,0,0,0,RAIGARH (MAHARASHTRA)
134,11927,ST,1,1,2,0,4,2,0,2,1,RAIGARH (MAHARASHTRA)
135,11928,General,0,2,2,1,1,1,4,0,4,RATNAGIRI
136,11928,OBC,0,2,0,1,4,4,2,0,1,RATNAGIRI
137,11928,Overall,2,0,0,3,1,3,2,1,1,RATNAGIRI
138,11928,SC,0,0,0,1,1,1,0,0,0,RATNAGIRI
139,11928,ST,1,1,2,0,1,2,3,2,3,RATNAGIRI
140,11929,General,2,2,2,1,1,1,2,2,2,SANGLI
141,11929,OBC,0,2,0,1,4,4,2,0,1,SANGLI
142,11929,Overall,2,2,0,3,1,3,2,1,1,SANGLI
143,11929,SC,0,2,0,1,1,1,0,0,2,SANGLI
144,11929,ST,1,2,2,2,2,1,0,2,1,SANGLI
145,11930,General,2,2,2,1,1,1,2,2,2,SATARA
146,11930,OBC,0,2,0,1,4,4,2,0,1,SATARA
147,11930,Overall,2,2,0,4,1,3,2,1,1,SATARA
148,11930,SC,0,2,0,1,1,1,0,0,2,SATARA
149,11930,ST,4,2,2,0,4,2,1,4,0,SATARA
150,11931,General,2,2,2,1,1,1,2,2,2,SINDHUDURG
151,11931,OBC,0,4,0,1,1,1,2,0,1,SINDHUDURG
152,11931,Overall,2,2,0,4,1,3,4,3,3,SINDHUDURG
153,11931,SC,0,2,0,1,1,1,0,0,2,SINDHUDURG
154,11931,ST,3,2,4,0,4,2,1,4,0,SINDHUDURG
155,11932,General,2,2,2,1,1,1,2,2,2,SOLAPUR
156,11932,OBC,0,4,0,1,1,1,2,0,1,SOLAPUR
157,11932,Overall,2,2,0,4,1,3,4,3,3,SOLAPUR
158,11932,SC,0,2,0,1,1,1,0,0,2,SOLAPUR
159,11932,ST,3,2,4,0,4,2,3,2,3,SOLAPUR
160,11933,General,2,2,2,1,1,1,2,2,2,THANE
161,11933,OBC,0,4,0,1,1,1,2,0,1,THANE
162,11933,Overall,2,2,0,4,1,3,4,3,3,THANE
163,11933,SC,0,2,0,1,1,1,0,0,2,THANE
164,11933,ST,3,2,4,0,4,2,3,2,3,THANE
165,11934,General,2,2,2,1,1,1,2,2,2,WARDHA
166,11934,OBC,0,4,0,1,1,1,2,0,1,WARDHA
167,11934,Overall,2,2,0,4,1,3,4,3,3,WARDHA
168,11934,SC,0,2,0,1,1,1,0,0,2,WARDHA
169,11934,ST,3,2,4,2,1,1,3,2,3,WARDHA
170,11935,General,2,2,2,1,1,1,2,2,2,WASHIM
171,11935,OBC,0,4,0,1,1,1,2,0,1,WASHIM
172,11935,Overall,2,2,0,4,1,3,4,3,3,WASHIM
173,11935,SC,0,2,0,1,1,1,0,0,2,WASHIM
174,11935,ST,3,2,4,2,1,1,3,2,3,WASHIM
175,11936,General,2,2,2,1,1,1,2,2,2,YAVATMAL
176,11936,OBC,0,4,0,1,1,1,2,0,1,YAVATMAL
177,11936,Overall,2,2,0,4,1,3,4,3,3,YAVATMAL
178,11936,SC,0,2,0,1,1,1,0,0,2,YAVATMAL
179,11936,ST,3,2,4,2,1,1,3,2,3,YAVATMAL
