Location,Social Category,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall,DNo,latitude,longitude,state_latitude,state_longitude
AMBALA,General,1.22,4.08,2.82,1.7,2.68,2.25,3.56,6.06,4.98,11001,30.3843674,76.770421,30.3843674,76.770421
AMBALA,OBC,0.0,0.0,0.0,0.0,0.0,0.0,0.99,2.91,2.03,11001,30.3843674,76.770421,30.3843674,76.770421
AMBALA,SC,0.0,0.0,0.0,0.0,0.0,0.0,1.06,2.62,1.89,11001,30.3843674,76.770421,30.3843674,76.770421
AMBALA,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11001,30.3843674,76.770421,30.3843674,76.770421
AMBALA,Overall,0.0,0.0,0.0,0.0,0.5,0.06,2.04,4.15,3.19,11001,30.3843674,76.770421,30.3843674,76.770421
BHIWANI,General,0.0,0.0,0.0,0.38,0.0,0.0,1.78,3.61,2.8,11002,28.7931703,76.1391283,28.7931703,76.1391283
BHIWANI,OBC,0.0,0.0,0.0,0.0,0.0,0.0,1.29,2.95,2.18,11002,28.7931703,76.1391283,28.7931703,76.1391283
BHIWANI,SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.64,3.31,11002,28.7931703,76.1391283,28.7931703,76.1391283
BHIWANI,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11002,28.7931703,76.1391283,28.7931703,76.1391283
BHIWANI,Overall,0.0,0.0,0.0,0.0,0.0,0.0,0.94,4.32,2.79,11002,28.7931703,76.1391283,28.7931703,76.1391283
CHARKHI DADRI,General,0.0,0.0,0.0,0.0,0.0,0.0,1.17,3.24,2.33,11003,28.599371,76.280557,28.599371,76.280557
CHARKHI DADRI,OBC,0.0,0.0,0.0,0.0,0.0,0.0,3.54,5.09,4.4,11003,28.599371,76.280557,28.599371,76.280557
CHARKHI DADRI,SC,0.0,0.0,0.0,0.0,0.0,0.0,0.52,6.03,3.49,11003,28.599371,76.280557,28.599371,76.280557
CHARKHI DADRI,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11003,28.599371,76.280557,28.599371,76.280557
CHARKHI DADRI,Overall,0.0,0.0,0.0,0.0,0.0,0.0,1.55,4.36,3.11,11003,28.599371,76.280557,28.599371,76.280557
FARIDABAD,General,0.0,0.0,0.0,3.67,4.17,3.94,8.46,8.84,8.67,11004,28.4031478,77.3105561,28.4031478,77.3105561
FARIDABAD,OBC,1.36,1.27,1.3,2.45,4.02,3.32,8.83,10.44,9.74,11004,28.4031478,77.3105561,28.4031478,77.3105561
FARIDABAD,SC,0.0,0.0,0.0,0.0,0.0,0.0,4.19,7.89,6.09,11004,28.4031478,77.3105561,28.4031478,77.3105561
FARIDABAD,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11004,28.4031478,77.3105561,28.4031478,77.3105561
FARIDABAD,Overall,0.0,0.0,0.0,3.06,3.53,3.32,7.99,9.03,8.57,11004,28.4031478,77.3105561,28.4031478,77.3105561
