,Location,DNo,Social Category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall
35,Haryana,110,ST,1,1,3,0,3,4,1,0,1
36,Haryana,110,Overall,3,0,3,4,4,1,1,0,0
37,Haryana,110,General,0,1,0,1,4,3,4,4,0
38,Haryana,110,OBC,1,0,0,3,4,0,0,0,4
39,Haryana,110,SC,1,1,0,2,4,4,0,0,0
