,Location,DNo,Social Category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall
65,Madhya Pradesh,118,Overall,2,2,2,1,1,4,0,1,1
66,Madhya Pradesh,118,General,1,4,1,1,0,0,1,0,1
67,Madhya Pradesh,118,ST,4,3,2,2,0,2,0,3,0
68,Madhya Pradesh,118,SC,0,3,1,4,0,3,0,0,0
69,Madhya Pradesh,118,OBC,1,3,1,0,1,0,0,0,0
