,DNo,Social Category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall,prim,snr,upPrim
19,13220,ST,0,4,1.0,0,2,1.0,1,2,1.0,,,
20,13221,ST,0,4,1.0,0,2,4.0,1,2,1.0,,,
21,13222,ST,0,3,1.0,0,2,1.0,1,2,1.0,,,
22,13223,ST,0,3,1.0,0,2,4.0,1,2,1.0,,,
23,13224,ST,0,3,1.0,0,0,1.0,1,2,1.0,,,
24,13225,ST,0,3,1.0,1,2,4.0,1,2,1.0,,,
25,13226,ST,0,3,1.0,1,2,4.0,1,2,1.0,,,
26,13227,ST,0,3,1.0,3,0,3.0,0,0,0.0,,,
27,13228,ST,0,3,1.0,1,2,4.0,1,3,4.0,,,
28,13229,ST,0,3,1.0,1,2,4.0,1,3,4.0,,,
29,13230,ST,0,3,1.0,0,2,4.0,1,3,4.0,,,
30,13231,ST,0,3,1.0,3,2,4.0,1,3,4.0,,,
31,13232,ST,0,3,1.0,0,2,1.0,1,3,4.0,,,
32,13233,ST,0,3,1.0,4,0,3.0,1,3,4.0,,,
33,13234,ST,0,3,1.0,0,2,4.0,1,3,4.0,,,
34,13235,ST,0,3,1.0,1,2,4.0,1,3,4.0,,,
35,13236,ST,0,3,1.0,1,2,4.0,1,3,4.0,,,
36,13237,ST,0,3,1.0,1,2,4.0,1,3,4.0,,,
37,13238,ST,0,3,1.0,1,2,4.0,1,3,4.0,,,
38,13239,ST,0,3,1.0,1,2,4.0,1,3,4.0,,,
39,13240,ST,0,3,1.0,1,0,4.0,1,1,2.0,,,
40,13241,ST,0,3,1.0,1,2,4.0,2,3,2.0,,,
41,13242,ST,0,3,1.0,1,2,4.0,1,3,4.0,,,
42,13243,ST,1,2,2.0,4,0,0.0,0,0,0.0,,,
43,13244,ST,0,0,0.0,1,2,4.0,1,4,4.0,,,
44,13245,ST,0,0,0.0,1,2,4.0,1,4,4.0,,,
45,13246,ST,0,0,0.0,1,2,2.0,2,3,2.0,,,
46,13247,ST,1,2,2.0,4,3,0.0,0,0,0.0,,,
47,13248,ST,2,0,0.0,1,1,0.0,2,3,2.0,,,
48,13249,ST,2,0,0.0,1,1,0.0,2,3,2.0,,,
49,13250,ST,2,0,0.0,2,4,2.0,2,4,2.0,,,
50,13251,ST,2,1,0.0,2,4,2.0,0,1,0.0,,,
51,13252,ST,2,0,0.0,1,1,0.0,2,4,2.0,,,
52,13253,ST,2,0,0.0,2,4,2.0,2,4,2.0,,,
53,13254,ST,2,0,0.0,2,1,2.0,2,4,2.0,,,
54,13255,ST,2,0,0.0,2,4,2.0,2,4,2.0,,,
55,13256,ST,2,0,0.0,2,4,2.0,2,4,2.0,,,
56,13257,ST,2,0,0.0,2,4,2.0,2,4,2.0,,,
57,13258,ST,2,0,0.0,2,4,2.0,2,4,2.0,,,
58,13259,ST,2,0,0.0,2,4,2.0,2,4,2.0,,,
59,13260,ST,2,0,0.0,4,3,0.0,2,1,2.0,,,
60,13261,ST,2,0,0.0,2,4,2.0,2,4,2.0,,,
61,13262,ST,2,0,0.0,2,4,2.0,2,4,2.0,,,
62,13263,ST,2,0,0.0,4,4,0.0,0,1,0.0,,,
63,13264,ST,2,0,0.0,4,3,0.0,0,1,0.0,,,
64,13265,ST,2,0,0.0,2,4,2.0,2,4,2.0,,,
65,13266,ST,2,0,0.0,2,4,2.0,2,4,2.0,,,
66,13267,ST,2,0,0.0,4,1,0.0,2,4,2.0,,,
67,13268,ST,2,0,0.0,2,1,2.0,2,1,2.0,,,
68,13269,ST,1,1,4.0,2,1,2.0,2,1,2.0,,,
69,13270,ST,1,1,4.0,4,3,0.0,0,1,0.0,,,
70,13271,ST,2,0,0.0,2,4,2.0,2,1,2.0,,,
71,13272,ST,2,0,0.0,2,1,2.0,2,1,2.0,,,
72,13273,ST,2,0,0.0,4,3,0.0,2,1,2.0,,,
73,13274,ST,2,0,0.0,2,4,2.0,2,1,2.0,,,
74,13275,ST,2,0,0.0,2,4,2.0,2,4,2.0,,,
