,Social Category,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall,DNo,latitude,longitude
0,General,8.396363636363636,9.700909090909091,9.137272727272729,10.153636363636364,6.758181818181819,8.688181818181818,22.583636363636362,24.766363636363636,29.24818181818182,12106.0,25.537943200000004,91.2999102
1,OBC,16.43,18.423636363636362,17.543636363636363,16.900909090909092,8.975454545454545,16.338181818181816,27.71,20.78090909090909,35.17818181818182,12106.0,25.537943200000004,91.2999102
2,Overall,9.781818181818181,12.106363636363636,10.94818181818182,10.346363636363636,13.118181818181819,11.642727272727273,25.677272727272726,28.14181818181818,26.79909090909091,12106.0,25.537943200000004,91.2999102
3,SC,29.89090909090909,29.86,29.655454545454543,32.82818181818182,28.531818181818185,30.776363636363637,23.452727272727273,19.518181818181816,24.673636363636362,12106.0,25.537943200000004,91.2999102
4,ST,9.74,11.996363636363638,10.86909090909091,10.018181818181818,13.305454545454547,11.563636363636364,25.827272727272728,28.276363636363637,26.933636363636364,12106.0,25.537943200000004,91.2999102
