Location,Social Category,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall,DNo,latitude,longitude,state_latitude,state_longitude
JOGULAMBA GADWAL,OBC,0.0,0.0,0.0,3.32,1.82,2.57,23.79,22.26,23.02,13008,16.23401,77.80564,16.23401,77.80564
JOGULAMBA GADWAL,SC,0.0,0.0,0.0,4.4,3.98,4.19,17.75,20.84,19.32,13008,16.23401,77.80564,16.23401,77.80564
JOGULAMBA GADWAL,ST,0.0,4.91,0.0,7.07,9.43,8.08,18.88,25.0,22.39,13008,16.23401,77.80564,16.23401,77.80564
JOGULAMBA GADWAL,Overall,0.0,0.0,0.0,3.67,2.36,3.01,23.45,23.29,23.37,13008,16.23401,77.80564,16.23401,77.80564
KAMAREDDY,General,0.0,0.28,0.0,3.04,6.19,4.64,29.29,32.18,30.78,13009,18.3205,78.33815,18.3205,78.33815
KAMAREDDY,OBC,0.0,0.0,0.0,2.92,2.47,2.69,11.03,7.25,9.13,13009,18.3205,78.33815,18.3205,78.33815
KAMAREDDY,SC,0.0,0.0,0.0,4.02,2.79,3.41,7.58,7.07,7.32,13009,18.3205,78.33815,18.3205,78.33815
KAMAREDDY,ST,1.89,0.0,0.0,4.5,4.39,4.44,9.01,6.59,7.72,13009,18.3205,78.33815,18.3205,78.33815
KAMAREDDY,Overall,0.0,0.0,0.0,3.32,3.13,3.22,11.82,9.51,10.65,13009,18.3205,78.33815,18.3205,78.33815
KARIMNAGAR,General,1.9,1.34,1.6,1.05,1.45,1.26,3.41,10.31,7.15,13010,17.9767807,78.5038724,17.9767807,78.5038724
KARIMNAGAR,OBC,0.0,0.0,0.0,0.91,1.8,1.38,0.0,0.0,0.0,13010,17.9767807,78.5038724,17.9767807,78.5038724
KARIMNAGAR,SC,2.6,0.55,1.55,0.83,1.62,1.26,0.0,0.0,0.0,13010,17.9767807,78.5038724,17.9767807,78.5038724
KARIMNAGAR,ST,3.06,5.91,4.65,0.46,4.44,2.82,0.0,0.0,0.0,13010,17.9767807,78.5038724,17.9767807,78.5038724
KARIMNAGAR,Overall,0.29,0.0,0.06,0.91,1.78,1.38,0.0,1.46,0.0,13010,17.9767807,78.5038724,17.9767807,78.5038724
KHAMMAM,General,0.33,0.07,0.19,0.0,0.0,0.0,8.93,12.67,10.88,13011,17.2465351,80.1500326,17.2465351,80.1500326
KHAMMAM,OBC,0.0,0.0,0.0,0.77,0.85,0.81,5.01,4.19,4.59,13011,17.2465351,80.1500326,17.2465351,80.1500326
KHAMMAM,SC,0.0,0.0,0.0,1.34,2.77,2.05,5.02,8.59,6.75,13011,17.2465351,80.1500326,17.2465351,80.1500326
KHAMMAM,ST,0.0,0.0,0.0,2.45,1.52,1.94,1.31,3.8,2.69,13011,17.2465351,80.1500326,17.2465351,80.1500326
KHAMMAM,Overall,0.0,0.0,0.0,1.01,1.1,1.05,4.95,6.19,5.59,13011,17.2465351,80.1500326,17.2465351,80.1500326
KUMURAM BHEEM ASIFABAD,General,1.59,0.0,0.0,2.03,2.06,2.04,26.42,14.12,20.27,13012,,,,
KUMURAM BHEEM ASIFABAD,OBC,0.0,0.0,0.0,3.02,3.26,3.14,9.01,6.17,7.57,13012,,,,
KUMURAM BHEEM ASIFABAD,SC,0.96,1.41,1.19,2.05,4.17,3.09,16.24,6.98,11.63,13012,,,,
KUMURAM BHEEM ASIFABAD,ST,1.56,3.17,2.37,3.17,6.61,4.77,11.49,21.22,15.69,13012,,,,
KUMURAM BHEEM ASIFABAD,Overall,0.44,0.62,0.53,2.82,4.22,3.51,12.73,11.04,11.91,13012,,,,
MAHABUBABAD,General,0.0,0.0,0.0,6.6,2.66,4.56,42.67,36.42,39.7,13013,17.59806,79.97887,17.59806,79.97887
MAHABUBABAD,OBC,0.0,0.0,0.0,4.08,2.16,3.07,21.24,21.5,21.37,13013,17.59806,79.97887,17.59806,79.97887
MAHABUBABAD,SC,0.0,0.0,0.0,3.16,4.29,3.72,13.7,20.03,16.69,13013,17.59806,79.97887,17.59806,79.97887
MAHABUBABAD,ST,0.0,0.0,0.0,1.46,4.9,3.28,21.46,16.05,18.79,13013,17.59806,79.97887,17.59806,79.97887
MAHABUBABAD,Overall,0.0,0.0,0.0,2.92,3.69,3.32,20.96,19.49,20.23,13013,17.59806,79.97887,17.59806,79.97887
MAHABUBNAGAR,General,0.0,0.0,0.0,0.07,1.42,0.79,24.05,33.28,28.84,13014,16.7407614,77.9961362,16.7407614,77.9961362
MAHABUBNAGAR,OBC,0.0,0.0,0.0,0.52,0.09,0.29,7.18,8.55,7.87,13014,16.7407614,77.9961362,16.7407614,77.9961362
MAHABUBNAGAR,SC,0.0,0.0,0.0,0.7,0.72,0.71,0.68,6.35,3.49,13014,16.7407614,77.9961362,16.7407614,77.9961362
MAHABUBNAGAR,ST,1.03,2.95,2.05,5.92,4.29,5.06,6.14,10.54,8.33,13014,16.7407614,77.9961362,16.7407614,77.9961362
MAHABUBNAGAR,Overall,0.0,0.0,0.0,1.19,0.94,1.06,8.05,11.67,9.87,13014,16.7407614,77.9961362,16.7407614,77.9961362
MANCHERIAL,General,0.0,0.61,0.0,3.13,5.89,4.53,30.84,26.41,28.7,13015,18.879203,79.449091,18.879203,79.449091
MANCHERIAL,OBC,0.0,0.0,0.0,0.36,0.57,0.47,10.11,13.25,11.74,13015,18.879203,79.449091,18.879203,79.449091
MANCHERIAL,SC,1.4,0.0,0.11,0.7,3.53,2.24,6.69,8.21,7.47,13015,18.879203,79.449091,18.879203,79.449091
MANCHERIAL,ST,0.31,0.99,0.67,1.8,4.61,3.32,21.83,18.63,20.27,13015,18.879203,79.449091,18.879203,79.449091
MANCHERIAL,Overall,0.0,0.0,0.0,0.87,2.27,1.62,12.16,13.35,12.76,13015,18.879203,79.449091,18.879203,79.449091
MEDAK,General,0.0,0.0,0.0,1.2,1.79,1.51,33.18,36.66,35.03,13016,18.03315,78.27329,18.03315,78.27329
MEDAK,OBC,0.0,0.0,0.0,1.14,0.09,0.59,14.69,17.39,16.08,13016,18.03315,78.27329,18.03315,78.27329
MEDAK,SC,0.0,0.0,0.0,0.79,1.28,1.01,8.36,16.2,12.02,13016,18.03315,78.27329,18.03315,78.27329
MEDAK,ST,0.0,0.0,0.0,5.78,2.11,3.95,14.78,12.38,13.54,13016,18.03315,78.27329,18.03315,78.27329
MEDAK,Overall,0.0,0.0,0.0,1.8,0.7,1.24,14.48,17.64,16.09,13016,18.03315,78.27329,18.03315,78.27329
MEDCHAL,General,0.0,0.0,0.0,0.46,0.22,0.33,35.06,32.0,33.41,13017,17.62373,78.49838,17.62373,78.49838
MEDCHAL,OBC,0.0,0.0,0.0,2.18,3.18,2.7,24.0,19.86,21.83,13017,17.62373,78.49838,17.62373,78.49838
MEDCHAL,SC,0.0,0.0,0.0,2.84,2.14,2.47,26.08,26.02,26.05,13017,17.62373,78.49838,17.62373,78.49838
MEDCHAL,ST,0.38,0.0,0.0,4.03,1.05,2.36,28.4,15.29,21.16,13017,17.62373,78.49838,17.62373,78.49838
MEDCHAL,Overall,0.0,0.0,0.0,1.69,1.82,1.76,28.49,25.14,26.71,13017,17.62373,78.49838,17.62373,78.49838
MULUGU,General,3.07,1.04,1.99,3.52,2.99,3.28,36.62,34.67,35.62,13018,17.7436949,78.62977,17.7436949,78.62977
MULUGU,OBC,0.0,0.0,0.0,1.09,0.51,0.8,21.28,22.29,21.81,13018,17.7436949,78.62977,17.7436949,78.62977
MULUGU,SC,1.02,0.1,0.53,4.3,2.61,3.32,15.92,17.73,16.98,13018,17.7436949,78.62977,17.7436949,78.62977
MULUGU,ST,6.29,3.48,4.86,5.39,6.0,5.73,15.77,24.9,20.59,13018,17.7436949,78.62977,17.7436949,78.62977
MULUGU,Overall,1.26,0.85,1.05,3.25,3.06,3.15,19.11,22.67,21.02,13018,17.7436949,78.62977,17.7436949,78.62977
NAGARKURNOOL,General,0.0,0.0,0.0,0.31,0.08,0.2,35.24,34.29,34.78,13019,16.3943273,78.6286582,16.3943273,78.6286582
NAGARKURNOOL,OBC,0.0,0.0,0.0,2.21,1.49,1.85,12.9,13.6,13.25,13019,16.3943273,78.6286582,16.3943273,78.6286582
NAGARKURNOOL,SC,0.0,0.0,0.0,3.14,2.94,3.04,13.79,10.67,12.19,13019,16.3943273,78.6286582,16.3943273,78.6286582
NAGARKURNOOL,ST,0.39,0.0,0.0,7.13,4.17,5.68,17.22,21.23,19.17,13019,16.3943273,78.6286582,16.3943273,78.6286582
NAGARKURNOOL,Overall,0.0,0.0,0.0,3.04,2.14,2.59,15.01,15.02,15.01,13019,16.3943273,78.6286582,16.3943273,78.6286582
NALGONDA,General,4.28,3.36,3.8,2.98,2.56,2.77,25.43,30.78,28.18,13020,17.060637,79.283285,17.060637,79.283285
NALGONDA,OBC,1.61,0.78,1.17,2.5,2.03,2.25,14.6,17.62,16.16,13020,17.060637,79.283285,17.060637,79.283285
NALGONDA,SC,3.2,2.99,3.09,3.44,3.29,3.37,10.24,12.96,11.62,13020,17.060637,79.283285,17.060637,79.283285
NALGONDA,ST,6.69,5.4,5.96,6.89,7.28,7.1,15.72,15.16,15.42,13020,17.060637,79.283285,17.060637,79.283285
NALGONDA,Overall,2.94,2.23,2.57,3.41,3.2,3.3,14.77,17.4,16.13,13020,17.060637,79.283285,17.060637,79.283285
NARAYANAPET,General,3.92,5.07,4.53,5.78,7.16,6.47,36.25,34.39,35.36,13021,18.7348038,78.2625961,18.7348038,78.2625961
NARAYANAPET,OBC,0.0,0.0,0.0,3.76,3.99,3.88,18.36,19.51,18.92,13021,18.7348038,78.2625961,18.7348038,78.2625961
NARAYANAPET,SC,0.0,0.0,0.0,2.85,3.43,3.1,15.57,19.05,17.1,13021,18.7348038,78.2625961,18.7348038,78.2625961
NARAYANAPET,ST,5.54,2.51,3.91,7.59,4.08,5.59,25.83,13.69,18.71,13021,18.7348038,78.2625961,18.7348038,78.2625961
