,DNo,Social Category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall,Location
97,10920,Overall,3,2,3,3,3,3,1,0,0,MORBI
98,10920,SC,3,3,0,1,2,0,0,1,0,MORBI
99,10920,ST,1,2,0,0,0,0,3,2,1,MORBI
100,10921,General,1,1,4,3,1,0,2,0,0,NARMADA
101,10921,OBC,2,0,0,1,0,4,3,1,3,NARMADA
102,10921,Overall,3,2,3,3,3,3,1,0,0,NARMADA
103,10921,SC,3,3,0,2,3,3,0,1,0,NARMADA
104,10921,ST,1,1,0,1,2,1,2,1,4,NARMADA
105,10922,General,1,1,4,3,2,2,2,3,0,NAVSARI
106,10922,OBC,2,0,0,1,1,1,3,1,3,NAVSARI
107,10922,Overall,3,4,3,3,0,3,1,0,0,NAVSARI
108,10922,SC,3,3,0,1,1,0,1,1,0,NAVSARI
109,10922,ST,1,1,0,1,2,1,2,4,4,NAVSARI
110,10923,General,1,1,4,3,1,2,2,3,0,PANCH MAHALS
111,10923,OBC,3,0,0,4,0,0,0,1,0,PANCH MAHALS
112,10923,Overall,3,4,3,3,3,3,4,4,1,PANCH MAHALS
113,10923,SC,3,3,0,2,1,0,0,1,0,PANCH MAHALS
114,10923,ST,1,1,0,1,2,1,1,1,4,PANCH MAHALS
115,10924,General,1,1,1,3,1,2,1,1,0,PATAN
116,10924,OBC,3,0,0,4,0,0,0,1,0,PATAN
117,10924,Overall,3,4,3,3,3,3,4,4,1,PATAN
118,10924,SC,3,3,0,1,1,0,0,1,0,PATAN
119,10924,ST,1,1,0,0,0,0,2,1,4,PATAN
120,10925,General,1,1,1,3,3,2,1,1,0,PORBANDAR
121,10925,OBC,3,0,0,4,3,0,0,1,0,PORBANDAR
122,10925,Overall,2,4,3,3,0,0,4,4,1,PORBANDAR
123,10925,SC,0,0,0,1,1,0,4,1,4,PORBANDAR
124,10925,ST,1,1,0,3,2,1,2,4,4,PORBANDAR
125,10926,General,1,1,1,2,3,4,1,1,0,RAJKOT
126,10926,OBC,3,0,0,4,3,0,0,1,0,RAJKOT
127,10926,Overall,2,1,1,1,0,0,4,4,1,RAJKOT
128,10926,SC,0,0,0,1,1,0,0,1,0,RAJKOT
129,10926,ST,1,3,3,0,0,0,3,1,2,RAJKOT
130,10927,General,1,1,1,4,3,2,1,1,0,SABAR KANTHA
131,10927,OBC,3,0,0,4,3,0,0,1,0,SABAR KANTHA
132,10927,Overall,2,1,1,1,0,0,4,4,1,SABAR KANTHA
133,10927,SC,0,0,0,1,1,0,0,1,0,SABAR KANTHA
134,10927,ST,3,3,3,3,2,1,1,1,2,SABAR KANTHA
135,10928,General,1,2,1,4,3,2,1,1,0,SURAT
136,10928,OBC,3,0,0,1,3,1,0,1,0,SURAT
137,10928,Overall,2,1,1,1,0,0,2,4,1,SURAT
138,10928,SC,0,0,0,1,1,0,0,1,0,SURAT
139,10928,ST,3,3,3,3,2,1,1,1,2,SURAT
140,10929,General,4,2,1,4,3,2,4,1,3,SURENDRANAGAR
141,10929,OBC,3,0,0,4,3,0,0,3,0,SURENDRANAGAR
142,10929,Overall,2,1,1,1,0,0,2,2,1,SURENDRANAGAR
143,10929,SC,0,0,0,1,1,0,0,1,0,SURENDRANAGAR
144,10929,ST,3,3,3,0,0,0,3,1,1,SURENDRANAGAR
145,10930,General,4,2,1,4,1,2,4,1,3,TAPI
146,10930,OBC,4,3,3,4,1,1,0,1,0,TAPI
147,10930,Overall,2,1,1,1,0,0,2,2,4,TAPI
148,10930,SC,0,0,0,1,1,0,0,1,0,TAPI
149,10930,ST,3,3,3,3,2,1,1,1,2,TAPI
