,Location,DNo,Social Category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall
30,Gujarat,109,ST,1,1,3,2,0,1,2,0,3
31,Gujarat,109,Overall,3,0,3,1,1,3,1,0,0
32,Gujarat,109,General,0,1,0,3,3,1,4,4,0
33,Gujarat,109,OBC,1,0,0,1,1,1,0,0,0
34,Gujarat,109,SC,1,1,0,0,0,0,0,0,0
