,Social Category,prim_Girls,prim_Boys,prim_Overall,upPrim_Girls,upPrim_Boys,upPrim_Overall,snr_Girls,snr_Boys,snr_Overall,DNo,latitude,longitude
0,General,6.506857142857143,6.867428571428571,6.660285714285715,7.204571428571429,6.599142857142857,6.674,17.311999999999998,20.652285714285714,18.81742857142857,11418.0,14.5203896,75.7223521
1,OBC,1.4508571428571428,1.5017142857142858,1.4777142857142858,2.0102857142857142,2.112,2.056285714285714,13.438857142857144,17.066000000000003,15.312285714285713,11418.0,14.5203896,75.7223521
2,Overall,1.55,1.6442857142857144,1.5945714285714285,2.354857142857143,2.3817142857142857,2.366857142857143,14.047142857142857,17.528285714285715,15.844571428571427,11418.0,14.5203896,75.7223521
3,SC,2.3585714285714285,2.581714285714286,2.4654285714285713,3.3645714285714288,3.064857142857143,3.1517142857142857,14.913428571428572,18.170857142857145,16.59257142857143,11418.0,14.5203896,75.7223521
4,ST,2.5665714285714287,2.4965714285714284,2.5037142857142856,3.512,3.2399999999999998,3.328,14.375142857142857,17.218571428571426,15.839714285714285,11418.0,14.5203896,75.7223521
