DNo,Location,Social Category,Income,fact_socialcat,fact_income
10523,RAIGARH,OBC,High,0.00012630368,99.99987
10523,RAIGARH,OBC,High,1.9029218e-06,100.0
10523,RAIGARH,SC,High,0.020564552,99.97944
10523,RAIGARH,SC,High,0.0010657808,99.99894
10523,RAIGARH,ST,High,2.7680331e-05,99.99998
10523,RAIGARH,Overall,High,0.0059181903,99.99409
10523,RAIGARH,Overall,High,5.1395426e-07,100.0
10524,RAIPUR,General,High,0.4670606,99.532936
10524,RAIPUR,OBC,High,4.944038e-06,100.0
10524,RAIPUR,SC,High,0.0008104419,99.99919
10524,RAIPUR,ST,High,0.0029035027,99.99709
10524,RAIPUR,Overall,High,38.044777,61.95522
10525,RAJNANDGAON,OBC,High,3.1732288e-08,100.0
10525,RAJNANDGAON,SC,High,5.4082034e-07,100.0
10525,RAJNANDGAON,ST,High,8.239215e-07,100.0
10525,RAJNANDGAON,Overall,High,0.93879104,99.06121
10526,SUKMA,General,High,3.980785e-06,100.0
10526,SUKMA,OBC,High,2.4013284e-06,100.0
10526,SUKMA,SC,High,0.0001724232,99.99983
10526,SUKMA,Overall,High,0.09950167,99.900505
10527,SURAJPUR,OBC,High,1.3568585e-05,99.999985
10527,SURAJPUR,SC,High,8.2183556e-07,100.0
10527,SURAJPUR,ST,High,4.9800645e-05,99.999954
10527,SURAJPUR,Overall,High,0.036421213,99.963585
10528,SURGUJA,General,High,4.7163994e-07,100.0
10528,SURGUJA,OBC,High,5.842559,94.15744
10528,SURGUJA,SC,High,0.00035415805,99.99964
10528,SURGUJA,ST,High,0.00025855293,99.99974
10601,DADRAANDNAGARHAVELI(DIST),General,High,0.00023784494,99.99976
10601,DADRAANDNAGARHAVELI(DIST),OBC,High,4.9321623,95.06783
10601,DADRAANDNAGARHAVELI(DIST),SC,High,0.0006065723,99.99939
10601,DADRAANDNAGARHAVELI(DIST),ST,High,7.6084114e-05,99.99993
10601,DADRAANDNAGARHAVELI(DIST),Overall,High,1.8388953e-06,100.0
10602,DAMAN(DIST),General,High,1.4109325e-05,99.999985
10602,DAMAN(DIST),SC,High,0.054380517,99.945625
10602,DAMAN(DIST),ST,High,5.2490923e-05,99.999954
10602,DAMAN(DIST),Overall,High,6.6192238e-06,99.999985
10603,DIU(DIST),General,High,4.762486e-06,100.0
10603,DIU(DIST),OBC,High,7.065479e-06,99.999985
10603,DIU(DIST),SC,High,0.008915817,99.99108
10603,DIU(DIST),ST,High,7.914657e-05,99.999916
10603,DIU(DIST),Overall,High,0.0002566845,99.99974
10701,Central,SC,High,7.050838e-05,99.99993
10701,Central,ST,High,1.6744567e-05,99.999985
10702,East,General,High,0.39450452,99.60549
10702,East,OBC,High,5.9121903e-05,99.99994
10702,East,ST,High,0.0071429573,99.99286
10702,East,Overall,High,2.8576576e-07,100.0
10703,NewDelhi,General,High,0.00066782313,99.99933
10703,NewDelhi,SC,High,1.9588462e-05,99.99998
10703,NewDelhi,Overall,High,0.0025351595,99.99746
10704,North,General,High,0.00029670662,99.9997
10704,North,OBC,High,0.00013679249,99.99987
10704,North,SC,High,0.010507236,99.98949
10704,North,ST,High,3.6336995e-12,100.0
10704,North,Overall,High,9.791145e-06,99.999985
10705,NorthEast,General,High,4.097825e-08,100.0
10705,NorthEast,OBC,High,0.0001630889,99.99983
10705,NorthEast,SC,High,0.0006248489,99.99938
10705,NorthEast,ST,High,0.0006475463,99.99936
10705,NorthEast,Overall,High,0.7649196,99.23508
10706,NorthWestA,General,High,4.6336813e-06,100.0
10706,NorthWestA,OBC,High,6.7471086e-07,100.0
10706,NorthWestA,SC,High,0.0005652686,99.99944
10706,NorthWestA,ST,High,0.0050874157,99.99491
10706,NorthWestA,Overall,High,3.4003943e-07,100.0
10707,NorthWestB,General,High,0.0034860277,99.99652
10707,NorthWestB,OBC,High,3.123056e-05,99.99996
10707,NorthWestB,SC,High,1.2089668e-05,99.999985
10707,NorthWestB,ST,High,5.288097e-06,100.0
10707,NorthWestB,Overall,High,0.0005384643,99.999466
10708,South,General,High,7.308779e-05,99.99993
10708,South,SC,High,1.5378045,98.462204
10708,South,ST,High,0.00015603784,99.99985
10709,SouthEast,General,High,0.056086738,99.94391
10709,SouthEast,OBC,High,6.33957e-05,99.99994
10709,SouthEast,SC,High,0.47454232,99.52547
10709,SouthEast,ST,High,4.4282246e-05,99.999954
10709,SouthEast,Overall,High,3.3700697e-05,99.99996
10710,SouthWestA,General,High,0.26700383,99.732994
10710,SouthWestA,OBC,High,2.1382399e-05,99.99998
10710,SouthWestA,SC,High,0.00020152886,99.999794
10710,SouthWestA,ST,High,1.8318099e-06,100.0
10710,SouthWestA,Overall,High,0.033264488,99.96674
10711,SouthWestB,General,High,0.00023063476,99.99977
10711,SouthWestB,OBC,High,0.011335344,99.98866
10711,SouthWestB,SC,High,0.005231005,99.99477
10711,SouthWestB,ST,High,0.00460151,99.9954
10711,SouthWestB,Overall,High,0.00022389028,99.99977
10712,WestA,General,High,4.4767822e-07,100.0
10712,WestA,OBC,High,0.010588901,99.98941
10712,WestA,SC,High,5.6304356e-07,100.0
10712,WestA,ST,High,0.0038886773,99.99612
10712,WestA,Overall,High,0.0004128684,99.99958
10713,WestB,General,High,1.1285808e-08,100.0
10713,WestB,OBC,High,0.009491699,99.99051
10713,WestB,ST,High,8.32155e-06,99.999985
10713,WestB,Overall,High,0.08922585,99.910774
10801,NORTHGOA,General,High,0.30094007,99.69906
10801,NORTHGOA,OBC,High,4.5436764e-06,100.0
10801,NORTHGOA,SC,High,2.1987551e-05,99.99998
10801,NORTHGOA,ST,High,0.00021176595,99.99979
10801,NORTHGOA,Overall,High,19.524197,80.47581
10802,SOUTHGOA,General,High,0.017946037,99.982056
10802,SOUTHGOA,SC,High,3.847873e-06,100.0
10802,SOUTHGOA,Overall,High,0.0005450651,99.99945
10901,AHMEDABAD,General,High,1.4474841e-06,100.0
10901,AHMEDABAD,OBC,High,0.00019799183,99.999794
10901,AHMEDABAD,SC,High,7.278368e-05,99.99993
10901,AHMEDABAD,ST,High,0.00029689656,99.9997
10901,AHMEDABAD,Overall,High,2.3110974e-06,100.0
10902,AMRELI,General,High,0.0009515725,99.99905
10902,AMRELI,OBC,High,0.028125534,99.97187
10902,AMRELI,SC,High,0.00011823217,99.99988
10902,AMRELI,ST,High,2.1941009e-05,99.99998
10902,AMRELI,Overall,High,2.8324019e-08,100.0
10903,ANAND,General,High,2.617483e-06,100.0
10903,ANAND,OBC,High,0.25272557,99.74727
10903,ANAND,SC,High,0.0009803199,99.99902
10903,ANAND,Overall,High,8.161979e-07,100.0
10904,ARAVALLI,General,High,0.00045611052,99.99955
10904,ARAVALLI,OBC,High,0.00019523391,99.99981
10904,ARAVALLI,SC,High,1.0815178e-05,99.999985
10904,ARAVALLI,ST,High,0.0018899969,99.99811
10905,BANASKANTHA,General,High,0.0026190416,99.997375
10905,BANASKANTHA,OBC,High,0.0033985875,99.996605
10905,BANASKANTHA,SC,High,0.061160307,99.938835
10905,BANASKANTHA,ST,High,6.5726626e-06,99.999985
10905,BANASKANTHA,Overall,High,2.6866428e-06,100.0
10906,BHARUCH,General,High,1.1980779e-05,99.999985
10906,BHARUCH,OBC,High,7.898363e-05,99.999916
10906,BHARUCH,SC,High,1.6624723e-05,99.999985
10906,BHARUCH,ST,High,0.36320102,99.636795
10906,BHARUCH,Overall,High,0.0071515925,99.99284
10907,BHAVNAGAR,General,High,3.0360126e-05,99.99996
10907,BHAVNAGAR,OBC,High,0.00079224363,99.999214
10907,BHAVNAGAR,SC,High,0.00024088667,99.99976
10907,BHAVNAGAR,ST,High,0.06747095,99.932526
10907,BHAVNAGAR,Overall,High,4.325476,95.67452
10908,BOTAD,OBC,High,0.00018205057,99.999825
10908,BOTAD,SC,High,1.7252883e-07,100.0
10908,BOTAD,ST,High,5.6084873e-06,100.0
10908,BOTAD,Overall,High,0.0015288504,99.998474
