State,DNo,Location,Social Category,Income,dropout,prim_Girls_social_category,prim_Girls_income,prim_Boys_social_category,prim_Boys_income,prim_Overall_social_category,prim_Overall_income,upPrim_Girls_social_category,upPrim_Girls_income,upPrim_Boys_social_category,upPrim_Boys_income,upPrim_Overall_social_category,upPrim_Overall_income,snr_Girls_social_category,snr_Girls_income,snr_Boys_social_category,snr_Boys_income,snr_Overall_social_category,snr_Overall_income
ASSAM,10223,KOKRAJHAR,OBC,High,0,81.92795664,18.07204485,76.44387186,23.55613112,78.39024067,21.60975933,48.47187102,51.528126,43.71466935,56.28532767,55.87988198,44.12011504,0.175433978,99.82457161,0.105942192,99.89405274,0.054210535,99.94578958
ASSAM,10223,KOKRAJHAR,SC,High,1,0.154641527,99.84536171,0.180862995,99.81914163,0.190442812,99.8095572,78.99610847,21.00389004,81.72736466,18.27263236,87.09792495,12.90208101,0.743643194,99.25635457,0.105128693,99.89487529,0.120121147,99.8798728
ASSAM,10223,KOKRAJHAR,ST,High,1,0.163226982,99.83677268,0.022644151,99.9773562,0.202065846,99.79793429,0.049458718,99.95054007,0.076381263,99.92362261,0.091207173,99.90879297,0.103216281,99.8967886,0.401614467,99.5983839,0.062730734,99.93726611
ASSAM,10223,KOKRAJHAR,Overall,High,1,4.549309239,95.45069337,60.19469202,39.80531096,23.52181375,76.47818923,6.544431299,93.45556498,15.9033522,84.09665227,16.11644477,83.88355374,0.129576551,99.8704195,0.701755472,99.29823875,0.203709491,99.79629517
ASSAM,10224,LAKHIMPUR,General,Low,1,0.202736305,99.79726672,0.187491626,99.81251359,0.318511855,99.68149066,74.06021953,25.93978047,0.106917776,99.89307523,6.128936633,93.87106299,0.357308006,99.64268804,0.257240655,99.74275231,0.092371821,99.90762472
ASSAM,10224,LAKHIMPUR,OBC,Low,0,86.23487353,13.76512051,81.2612325,18.73877048,84.13024694,15.86975455,76.41726583,23.58273864,35.07514894,64.92485404,82.28021115,17.71979332,0.01421487,99.98577833,0.007335467,99.99266863,0.001528753,99.99847412
ASSAM,10224,LAKHIMPUR,SC,Low,0,64.67205584,35.32793522,1.653071865,98.34692478,30.71283996,69.28715706,0.001303788,99.99870062,0.003169338,99.99682903,0.007420887,99.99257326,0.019425538,99.98057485,0.012383093,99.98761415,0.027747964,99.97225404
ASSAM,10224,LAKHIMPUR,ST,Low,1,0.153567106,99.84643459,0.112049049,99.88794923,0.183644728,99.81635213,76.41726583,23.58273864,77.88336426,22.11663723,82.28021115,17.71979332,0.01644391,99.98354912,0.028870328,99.97112155,0.004559754,99.99543428
ASSAM,10224,LAKHIMPUR,Overall,Low,0,71.98501229,28.01498771,67.09382534,32.90617466,62.67968118,37.32031584,8.583059162,91.41694307,0.872561894,99.12744164,4.647981748,95.35201788,38.73281181,61.26719117,67.51121581,32.48878121,54.19604182,45.80395818
ASSAM,10225,MAJULI,General,Low,1,1.247324329,98.75267148,3.967149183,96.03285193,1.810707338,98.18929434,5.290159956,94.7098434,2.170702629,97.82930017,6.030983105,93.96902323,0.522273127,99.47773218,0.139442296,99.86055493,0.185854977,99.8141408
ASSAM,10225,MAJULI,OBC,Low,0,87.81745285,12.18254566,79.20586169,20.79414129,82.50157386,17.49842763,0.334041216,99.66596365,70.3910768,29.60891724,5.789649487,94.21034455,0.115612056,99.88439083,0.229359767,99.77064133,0.041543003,99.95846152
ASSAM,10225,MAJULI,SC,Low,1,1.841400005,98.15859199,0.603854889,99.39613938,0.793015677,99.20698404,1.273910608,98.72609377,77.45562643,22.54437208,80.9927702,19.0072298,1.922874525,98.07712436,88.78800645,11.21199727,21.0769251,78.92307639
ASSAM,10225,MAJULI,ST,Low,0,68.03589165,31.96410537,75.32602549,24.67396855,70.77049911,29.22950387,0.003326067,99.99667406,0.06966418,99.93033409,0.05171512,99.94828701,0.018025114,99.98198152,0.023051376,99.97695088,0.001414375,99.99858141
ASSAM,10225,MAJULI,Overall,Low,1,0.158075942,99.84192848,0.133143028,99.86685514,0.172166794,99.82783794,35.44583917,64.55416083,0.351439114,99.64855909,4.933611676,95.06639242,0.473637087,99.52635765,0.011444245,99.98855591,0.010813769,99.98918772
ASSAM,10226,MORIGAON,General,High,1,3.207785636,96.79222107,0.228494592,99.77151155,1.768015511,98.23198915,0.005384266,99.99461174,0.005598157,99.99439716,0.021962771,99.97803569,0.021312459,99.97869134,0.002351384,99.99765158,0.007107388,99.99289513
ASSAM,10226,MORIGAON,OBC,High,1,0.375292776,99.62471128,0.884796958,99.11519885,0.520711206,99.47928786,0.179474428,99.82053041,0.044501305,99.95549321,0.115816353,99.88418221,0.130642904,99.8693645,0.100280135,99.89971519,0.046198865,99.9538064
ASSAM,10226,MORIGAON,SC,High,1,21.67994082,78.32006216,0.329864654,99.67013001,5.761872604,94.23812628,0.014840455,99.98515844,0.011603093,99.98840094,0.024069267,99.97592568,43.21758151,56.78241849,0.003249752,99.99674559,0.194677466,99.80531931
ASSAM,10226,MORIGAON,ST,High,1,0.233952375,99.76605177,0.043436399,99.9565661,0.270724203,99.72926974,0.01074028,99.98925924,0.033280218,99.96671677,0.041091751,99.95891452,0.012153945,99.98784065,0.05646419,99.94353652,0.002068117,99.99793768
ASSAM,10226,MORIGAON,Overall,High,0,86.78786159,13.21213245,79.34147567,20.65852284,84.20865685,15.79134464,73.28335345,26.71664357,77.26988643,22.73010612,80.24390489,19.7560966,71.49957716,28.50041986,86.15782112,13.84217739,80.8986783,19.1013217
ASSAM,10227,NAGAON,General,High,0,85.04921645,14.95078802,81.66470081,18.33530068,78.71292531,21.28707767,4.447836429,95.55217028,16.63529873,83.36470127,12.87471652,87.12528348,0.001942594,99.99805689,0.008705707,99.99129772,0.000518789,99.99947548
ASSAM,10227,NAGAON,OBC,High,1,1.1963645,98.80362749,3.667387739,96.33260965,1.884139702,98.11586142,0.005807377,99.99419451,0.039695099,99.96030927,0.086553971,99.9134481,0.033498235,99.96650219,0.094206788,99.90579486,0.021431339,99.97857213
ASSAM,10227,NAGAON,SC,High,0,83.88997465,16.11002684,1.050076727,98.94992113,35.6470257,64.35297728,6.866668165,93.13333631,6.295786053,93.70421171,2.051833645,97.94816375,0.298365299,99.70163107,0.022464158,99.97753501,0.103504094,99.89649057
ASSAM,10227,NAGAON,ST,High,1,0.213526795,99.78647828,0.41570398,99.58429933,0.25621024,99.74378347,1.394810062,98.60519171,0.031372023,99.96862411,0.181994401,99.81800318,81.69922531,18.30077171,5.47750704,94.52248812,32.1531564,67.84684062
ASSAM,10227,NAGAON,Overall,High,1,2.185110003,97.81489372,3.314339742,96.68565392,2.276520059,97.72347808,0.000690999,99.99930859,0.005256754,99.99474287,0.017016534,99.98297691,0.024997554,99.97500777,0.00474304,99.99525547,0.001512625,99.99848604
ASSAM,10228,NALBARI,General,High,1,3.00E-06,100,4.09E-17,100,2.13E-06,100,6.24E-23,100,7.56E-10,100,2.50E-10,100,86.46310419,13.53689432,94.86644566,5.13355732,88.95367831,11.0463202
ASSAM,10228,NALBARI,OBC,High,1,1.580939069,98.41906428,0.266341306,99.73365664,0.391611829,99.60838556,0.005087159,99.99490976,0.100465084,99.89953637,0.217590597,99.78240728,0.102280523,99.89771843,0.841141865,99.15885329,0.268124091,99.73188043
ASSAM,10228,NALBARI,SC,High,1,0.176695653,99.82329607,0.686478242,99.31352139,0.252387556,99.74761605,78.99610847,21.00389004,81.72736466,18.27263236,87.09792495,12.90208101,86.46310419,13.53689432,94.86644566,5.13355732,88.95367831,11.0463202
ASSAM,10228,NALBARI,ST,High,0,87.81744987,12.18255162,79.20586467,20.79414129,82.50156641,17.49843359,72.9593873,27.0406127,77.45562643,22.54437804,80.99277169,19.00722384,0.009789532,99.99021292,0.007679775,99.99232292,0.000341228,99.99965429
ASSAM,10228,NALBARI,Overall,High,1,0.073608861,99.92639422,0.033262014,99.96674061,0.092046137,99.90794659,0.007100911,99.99289513,0.02638869,99.97361302,0.048917468,99.95107651,0.387071469,99.61292744,0.120453991,99.87953901,0.080191821,99.91981387
ASSAM,10229,SIBSAGAR,General,High,1,0.439058337,99.56094623,82.74552375,17.25447774,84.28528309,15.71471691,28.51779759,71.48219943,81.72736466,18.27263236,66.55314565,33.44685435,86.46310419,13.53689432,0.003078088,99.9969244,0.041255972,99.95874763
ASSAM,10229,SIBSAGAR,OBC,High,1,0.138490531,99.86150265,0.091984333,99.90801811,0.19892382,99.80108142,70.57420909,29.42579389,73.09439182,26.90560818,80.88445365,19.11554933,0.065728615,99.93427396,0.115160737,99.88483191,0.045039068,99.95495677
ASSAM,10229,SIBSAGAR,SC,High,0,86.78786159,13.21213245,79.34147567,20.65852284,84.20865685,15.79134464,16.38944745,83.61055255,77.26988643,22.73010612,73.85152876,26.14847422,1.816164516,98.18383455,0.475757476,99.52424765,0.409850059,99.5901525
ASSAM,10229,SIBSAGAR,ST,High,0,86.23487353,13.76512051,81.2612325,18.73877048,84.13024694,15.86975455,76.41726583,23.58273864,77.88336426,22.11663723,82.28021115,17.71979332,0.021125317,99.97888207,0.006092519,99.99390841,0.00182342,99.9981761
ASSAM,10229,SIBSAGAR,Overall,High,0,86.78786159,13.21213245,34.77223814,65.22777081,76.85801238,23.14198613,0.036780775,99.96321201,0.093937817,99.90606904,0.144862558,99.85513091,0.019640801,99.98036027,0.009333834,99.99066591,0.000814578,99.99918938
ASSAM,10230,SONITPUR,General,High,1,11.25707924,88.74291778,81.2612325,18.73877048,50.48456192,49.51543808,0.204291544,99.79571104,1.55597236,98.44403267,0.44373069,99.55626726,0.051687571,99.94831085,0.145151583,99.85484481,0.040353855,99.95965362
ASSAM,10230,SONITPUR,OBC,High,0,86.23487353,13.76512051,81.2612325,18.73877048,84.13024694,15.86975455,76.41726583,23.58273864,53.43104601,46.56895399,81.37997389,18.62002611,5.836720392,94.16327477,0.163675635,99.83631968,0.282130577,99.71786737
ASSAM,10230,SONITPUR,SC,High,0,86.78786159,13.21213245,79.34147567,20.65852284,84.20865685,15.79134464,73.28335345,26.71664357,77.26988643,22.73010612,80.24390489,19.7560966,71.49957716,28.50041986,86.15782112,13.84217739,80.8986783,19.1013217
ASSAM,10230,SONITPUR,ST,High,0,83.42007101,16.57993197,82.84777403,17.15222597,83.09198916,16.90801382,0.007255372,99.99274015,0.005560467,99.99444485,0.024865719,99.9751389,0.503197219,99.49679971,0.007568266,99.99243021,0.01519681,99.98480082
ASSAM,10230,SONITPUR,Overall,High,1,0.345152523,99.65484738,0.827470887,99.17253256,0.397421001,99.60258007,0.062801118,99.93720651,0.023766792,99.97623563,0.047462352,99.95254278,13.94193023,86.05806231,0.354264467,99.64572787,0.810329802,99.18966889
ASSAM,10231,SOUTHSALMARA-MANKACHAR,General,High,0,86.23487353,13.76512051,81.2612325,18.73877048,84.13024694,15.86975455,0.11100343,99.88899827,0.086565845,99.91343617,0.1163551,99.88364577,0.005514588,99.99448061,0.021373547,99.97863173,0.001322499,99.99867678
ASSAM,10231,SOUTHSALMARA-MANKACHAR,OBC,High,0,87.30406612,12.69593239,0.903338287,99.09666777,84.28528309,15.71471691,0.0094182,99.99058247,81.72736466,18.27263236,14.18018043,85.81982255,86.46310419,13.53689432,94.86644566,5.13355732,88.95367831,11.0463202
ASSAM,10231,SOUTHSALMARA-MANKACHAR,SC,High,1,0.211765431,99.78823066,0.271626795,99.72836971,0.245003914,99.75499511,0.000126756,99.99986887,0.021983324,99.97801185,0.02847375,99.97152686,5.12E-05,99.99995232,0.001474162,99.9985218,4.24E-05,99.99995232
ASSAM,10231,SOUTHSALMARA-MANKACHAR,ST,High,0,82.49371052,17.50628948,72.36954868,27.63044834,76.22167617,23.77833128,74.06022549,25.93978047,77.45562643,22.54437208,80.9927702,19.0072298,70.68471014,29.31528687,29.96318638,70.0368166,79.55018729,20.44981122
ASSAM,10231,SOUTHSALMARA-MANKACHAR,Overall,High,1,0.262494152,99.73750114,0.744530698,99.25547242,0.434141932,99.56586361,0.005970392,99.99402761,0.021302096,99.97870326,0.036668254,99.96333122,0.404893095,99.59510565,0.215717964,99.78427887,0.125359592,99.87463951
ASSAM,10232,TAMULPUR,General,High,0,87.30406612,12.69593239,82.74552375,17.25447774,84.28528309,15.71471691,0.052673812,99.94732738,0.30083335,99.69916344,0.207237247,99.79276657,0.011476275,99.98852015,0.000614293,99.99938011,0.000139471,99.99985695
ASSAM,10232,TAMULPUR,OBC,High,1,3.61049436,96.38950229,1.984053664,98.01595211,2.586870641,97.41312861,0.000258775,99.99973774,0.009584077,99.99041557,0.009349237,99.99065399,0.050931034,99.94906187,0.095320749,99.90467429,0.028285861,99.9717176
ASSAM,10232,TAMULPUR,SC,High,0,87.30406612,12.69593239,82.74552375,17.25447774,84.28528309,15.71471691,78.99610847,21.00389004,81.72736466,18.27263236,87.09792495,12.90208101,86.46310419,13.53689432,94.86644566,5.13355732,88.95367831,11.0463202
ASSAM,10232,TAMULPUR,ST,High,1,0.135270576,99.86472726,0.045454333,99.95453954,0.133823114,99.86617565,0.003110269,99.99688864,0.021669235,99.97833371,0.038490089,99.96150732,0.029821825,99.9701798,0.036039657,99.96396303,0.003267534,99.99673367
ASSAM,10232,TAMULPUR,Overall,High,0,86.23487353,13.76512051,81.2612325,18.73877048,84.13024694,15.86975455,76.41726583,23.58273864,0.36699716,99.63300824,72.01118469,27.98881531,69.50929165,30.49070835,84.96988416,15.03010988,79.86942977,20.13056874
ASSAM,10233,TINSUKIA,General,Low,1,0.070810044,99.92918968,0.005182851,99.9948144,0.079946825,99.92005229,79.81255651,20.18744349,89.02320787,10.97679138,77.53368765,22.46630788,73.66082966,26.3391614,38.15407455,61.84592247,86.18174195,13.81825209
ASSAM,10233,TINSUKIA,OBC,Low,0,81.92795664,18.07204485,76.44387186,23.55613112,78.39024067,21.60975933,0.003809159,99.9961853,0.020806077,99.97919202,0.033087621,99.9669075,0.030567517,99.96943474,0.109606213,99.89038706,0.017150513,99.98284578
ASSAM,10233,TINSUKIA,SC,Low,1,7.27E-05,99.99992847,2.79E-13,100,4.42E-05,99.99995232,8.22E-18,100,3.82E-08,100,2.82E-08,100,3.22E-08,100,2.25E-08,100,2.56E-12,100
ASSAM,10233,TINSUKIA,ST,Low,0,61.05268598,38.94730806,70.37579715,29.62419987,65.18843174,34.81156826,78.99610847,21.00389004,81.72736466,18.27263236,87.09792495,12.90208101,0.047183374,99.95281696,94.86644566,5.13355732,3.907452896,96.09254003
ASSAM,10233,TINSUKIA,Overall,Low,0,81.92795664,18.07204485,23.34520221,76.65480375,64.67020512,35.32979488,0.158786157,99.84121323,0.061160635,99.93883371,0.137760665,99.86224174,0.256931921,99.74306226,0.14961441,99.85039234,0.085220928,99.91477728
ASSAM,10234,UDALGURI,General,High,0,87.30406612,12.69593239,82.74552375,17.25447774,84.28528309,15.71471691,78.99610847,21.00389004,81.72736466,18.27263236,87.09792495,12.90208101,86.46310419,13.53689432,94.86644566,5.13355732,88.95367831,11.0463202
ASSAM,10234,UDALGURI,OBC,High,0,86.23487353,13.76512051,81.2612325,18.73877048,84.13024694,15.86975455,32.80766308,67.1923399,25.90489984,74.09510016,37.20356524,62.79643774,0.036216792,99.96378422,0.030739827,99.96926785,0.009084952,99.99091625
ASSAM,10234,UDALGURI,SC,High,0,83.42007101,16.57993197,82.13810027,17.86190271,83.09198916,16.90801382,58.34755301,41.65245295,71.57939374,28.42060924,76.78606361,23.2139349,0.009844745,99.99015331,0.021402095,99.97859597,0.009460983,99.99053478
ASSAM,10234,UDALGURI,ST,High,0,87.81744987,12.18255162,79.20586467,20.79414129,82.50156641,17.49843359,66.0936594,33.9063406,52.39959359,47.60041237,67.3235327,32.67646432,0.062415376,99.93758798,0.104295812,99.89570379,0.013136458,99.98686314
ASSAM,10234,UDALGURI,Overall,High,0,81.92795664,18.07204485,76.44387186,23.55613112,78.39024067,21.60975933,63.50136399,36.49863601,46.61552608,53.3844769,68.59607697,31.40392303,1.647144929,98.35284948,0.203823601,99.79617596,0.184472511,99.81552958
ASSAM,10235,WESTKARBIANGLONG,General,High,1,0.020462259,99.97953773,5.53E-07,100,0.011542674,99.98846054,4.41E-05,99.99995232,8.12E-05,99.99991655,0.000499643,99.99949932,7.62E-08,100,0.049552461,99.9504447,2.91E-09,100
ASSAM,10235,WESTKARBIANGLONG,OBC,High,0,87.30406612,12.69593239,82.74552375,17.25447774,84.28528309,15.71471691,78.99610847,21.00389004,81.72736466,18.27263236,87.09792495,12.90208101,86.46310419,13.53689432,94.86644566,5.13355732,88.95367831,11.0463202
ASSAM,10235,WESTKARBIANGLONG,SC,High,0,81.92795664,18.07204485,76.44387186,23.55613112,78.39024067,21.60975933,59.87006128,40.12993574,46.61552608,53.3844769,62.80673742,37.19326854,0.059749623,99.9402523,0.017641649,99.98236299,0.007072933,99.99293089
ASSAM,10235,WESTKARBIANGLONG,ST,High,0,50.82174242,49.1782546,25.22237301,74.77762699,35.70922613,64.29077983,4.954247922,95.04575133,0.148726511,99.85126853,1.395762805,98.60424399,0.353377475,99.64661598,0.113396754,99.88660812,0.077607593,99.92239475
ASSAM,10235,WESTKARBIANGLONG,Overall,High,1,0.062160339,99.93783236,0.029061403,99.97093081,0.087787549,99.91220832,0.001860898,99.99814034,0.026774051,99.97321963,0.049856631,99.95014668,0.004862083,99.99513626,0.046651691,99.9533534,0.001677472,99.99831915
BIHAR,10301,ARARIA,General,High,0,83.42007101,16.57993197,82.84777403,17.15222597,83.09198916,16.90801382,14.23570365,85.76430082,3.544547036,96.45544887,11.49660721,88.50339055,0.011596434,99.98840094,0.240958924,99.75904226,0.046030857,99.95397329
BIHAR,10301,ARARIA,OBC,High,0,81.92795664,18.07204485,53.88804376,46.11195922,78.39024067,21.60975933,10.75925753,89.24073577,0.450932235,99.54907298,3.803004324,96.19699717,0.141830987,99.85816479,0.073454628,99.9265492,0.03921749,99.9607861
BIHAR,10301,ARARIA,SC,High,1,24.28332567,75.71667433,10.6012769,89.3987298,10.84481329,89.15518522,0.002224597,99.99777079,0.020117866,99.97988343,0.064513384,99.93548989,0.119482214,99.88051653,0.13685138,99.86314178,0.08669197,99.91330504
BIHAR,10301,ARARIA,ST,High,1,0.094159949,99.90584254,0.006724495,99.9932766,0.086003315,99.9139905,0.044397832,99.9556005,0.022270047,99.97772574,0.087593461,99.91241097,0.00952363,99.99047518,0.004669051,99.995327,0.000603121,99.99939203
BIHAR,10301,ARARIA,Overall,High,0,53.12803686,46.87196016,5.028921366,94.97107267,17.2197476,82.78025389,0.049451349,99.95055199,0.030723945,99.96927977,0.069942384,99.93005991,0.093636848,99.90636706,0.128562516,99.8714447,0.047849517,99.95214939
BIHAR,10302,ARWAL,General,Low,0,70.18534541,29.81466055,82.74552375,17.25447774,76.33272856,23.66726995,0.003201321,99.99679327,0.009077123,99.99091625,0.031668411,99.96833801,0.103246118,99.89675283,0.014203759,99.98579025,0.010713563,99.98928308
BIHAR,10302,ARWAL,OBC,Low,1,0.125499954,99.87449646,0.18958369,99.81040955,0.178904587,99.8210907,3.76E-05,99.99996424,0.005634201,99.9943614,0.004519895,99.99548197,0.011182613,99.98881817,0.048953085,99.95105267,0.005229723,99.99476671
BIHAR,10302,ARWAL,SC,Low,1,0.167402322,99.83260036,0.064657017,99.93534684,0.158518227,99.84147549,0.106229575,99.89376664,0.097836496,99.90216494,0.186494377,99.81349707,71.49957716,28.50041986,86.15782112,13.84217739,80.8986783,19.1013217
BIHAR,10302,ARWAL,ST,Low,0,87.33655661,12.6634419,86.4662692,13.53372931,85.73264629,14.26736116,48.6895144,51.31047964,8.779821545,91.22018218,31.75644279,68.24355721,0.031734782,99.96826649,0.017931995,99.98206496,0.005263184,99.99473095
BIHAR,10302,ARWAL,Overall,Low,1,0.195858045,99.80413914,4.763865098,95.23613453,0.530534377,99.46946502,14.37184662,85.62815189,77.26988643,22.73010612,52.86609232,47.1339047,1.180173177,98.81983399,0.395521568,99.6044755,0.304680201,99.69531298
BIHAR,10303,AURANGABAD(BIHAR),General,Low,1,7.219356298,92.7806437,8.993986249,91.00601673,9.052181989,90.9478128,7.077103108,92.92289615,0.493094744,99.50690269,2.878599055,97.12139368,71.4995712,28.50042582,0.852293987,99.14770722,13.0834952,86.91650033
BIHAR,10303,AURANGABAD(BIHAR),OBC,Low,0,81.80246204,18.19753647,0.547497394,99.4525075,2.2765195,97.72347808,3.54E-05,99.99996424,0.000372209,99.99963045,0.002281703,99.9977231,1.40E-07,100,3.39E-08,100,3.91E-12,100
BIHAR,10303,AURANGABAD(BIHAR),SC,Low,0,86.78786159,13.21213245,79.34147567,20.65852284,84.20865685,15.79134464,73.28335345,26.71664357,77.26988643,22.73010612,80.24390489,19.7560966,0.611544121,99.38845038,0.138687261,99.86131191,0.107956468,99.89204407
BIHAR,10303,AURANGABAD(BIHAR),ST,Low,1,4.928805307,95.07119656,44.30577755,55.69422841,17.20667332,82.79332519,0.045796446,99.95421171,0.045495518,99.95450377,0.066206866,99.9337852,0.00553739,99.99445677,0.001857306,99.99814034,7.01E-05,99.99992847
BIHAR,10303,AURANGABAD(BIHAR),Overall,Low,0,69.58516836,30.41482568,63.7463063,36.25368476,65.86283743,34.13716555,0.551541708,99.44846034,0.050710654,99.94928837,0.174696406,99.82530475,0.249596196,99.75040555,0.062129128,99.93786812,0.043743613,99.95625615
BIHAR,10304,BANKA,General,High,1,10.16444266,89.83555436,0.631473633,99.36853051,10.4170531,89.58294392,0.197780528,99.80221987,9.305123985,90.69486856,3.430182114,96.56981826,0.015961715,99.98403788,0.046048276,99.95394945,0.026552178,99.97344613
BIHAR,10304,BANKA,OBC,High,0,86.78786159,13.21213245,31.01755679,68.98244619,70.41397691,29.58602309,4.687251523,95.31274438,0.303518237,99.69648719,1.580953225,98.41905236,12.97868043,87.02132106,86.15782112,13.84217739,80.8986783,19.1013217
BIHAR,10304,BANKA,SC,High,0,81.92795664,18.07204485,76.44387186,23.55613112,78.39024067,21.60975933,0.016552882,99.98344183,0.012794657,99.98720884,0.033576885,99.96641874,0.001995764,99.9980092,0.000430923,99.99957085,2.09E-05,99.99997616
BIHAR,10304,BANKA,ST,High,1,8.33E-06,99.99998808,7.63E-16,100,6.77E-06,99.99998808,2.37E-13,100,1.09E-07,100,3.36E-07,100,64.37352896,35.626477,85.24054438,14.75945711,84.4085902,15.59141278
BIHAR,10304,BANKA,Overall,High,0,86.78786159,13.21213245,79.34147567,20.65852284,84.20865685,15.79134464,73.28335345,26.71664357,77.26988643,22.73010612,80.24390489,19.7560966,0.236081704,99.76391792,0.126248924,99.8737514,0.055085967,99.94491935
BIHAR,10305,BEGUSARAI,General,High,1,0.250676507,99.74932671,0.168717233,99.83128309,0.336349267,99.66365099,0.006777218,99.99321699,0.005754751,99.99424219,0.018848217,99.98115897,0.005628423,99.99437332,0.007833877,99.99216795,0.000435635,99.99955893
BIHAR,10305,BEGUSARAI,OBC,High,1,0.358575513,99.64141846,0.699559879,99.30043817,0.466618128,99.53338504,7.856362313,92.14363098,0.399945909,99.60004687,2.521172352,97.47883081,17.69331694,82.30668306,0.843212474,99.15679097,2.526075952,97.47392535
BIHAR,10305,BEGUSARAI,SC,High,1,0.0347316,99.96526241,0.016540229,99.98345375,0.032154843,99.96784925,0.004562908,99.99543428,0.002607307,99.99738932,0.020918665,99.97908473,2.74E-05,99.99997616,0.000270598,99.99972582,3.32E-06,100
BIHAR,10305,BEGUSARAI,ST,High,0,86.78786159,13.21213245,8.321189135,91.67880416,84.20865685,15.79134464,0.004644502,99.99535084,0.133715209,99.86628294,0.117113779,99.88288283,71.49957716,28.50041986,0.449300837,99.55070019,7.619743794,92.38026142
BIHAR,10305,BEGUSARAI,Overall,High,1,0.358487479,99.64151382,1.89312119,98.106879,0.73580863,99.26418662,0.035516208,99.96448755,0.030755214,99.969244,0.134960201,99.8650372,0.042217007,99.95778203,0.038898119,99.96110797,0.014230139,99.98576641
BIHAR,10306,BHAGALPUR,General,Low,0,87.81744987,12.18255162,79.20586467,20.79414129,82.50156641,17.49843359,0.139261154,99.86074567,0.045495518,99.95450377,0.083726231,99.91627932,0.314964517,99.68503118,0.060588942,99.93940592,0.035799612,99.96420145
BIHAR,10306,BHAGALPUR,OBC,Low,1,0.179724547,99.82026815,0.343758916,99.65624213,0.218813191,99.78118539,0.003073805,99.9969244,0.116353983,99.88364577,0.102129986,99.8978734,0.025126175,99.97487664,0.03017316,99.96982813,0.002664418,99.99732971
BIHAR,10306,BHAGALPUR,SC,Low,0,77.93697417,22.06302881,14.84885812,85.15113592,41.79058969,58.20940733,0.079824642,99.9201715,0.059756509,99.94024038,0.085112918,99.91488457,0.010176706,99.98981953,0.001933009,99.99806881,0.000335739,99.99966621
BIHAR,10306,BHAGALPUR,ST,Low,0,87.30406612,12.69593239,82.74552375,17.25447774,84.28528309,15.71471691,0.000380905,99.99961853,0.002030683,99.99797344,0.008230544,99.99177456,5.20E-05,99.99995232,94.86644566,5.13355732,0.002626185,99.9973774
BIHAR,10306,BHAGALPUR,Overall,Low,1,17.81948209,82.18051195,1.884166338,98.11582565,4.479394853,95.52060366,0.012369899,99.98762608,0.006839547,99.99315739,0.047975231,99.95203018,7.570362091,92.42963791,0.102036959,99.89796281,0.618518004,99.3814826
BIHAR,10307,BHOJPUR,General,Low,1,29.66583967,70.33416629,83.7657541,16.23424292,88.1459035,11.85409427,14.38916475,85.61083078,0.333253923,99.66674447,4.750061408,95.24993896,0.117430033,99.88257289,0.021833822,99.97816682,0.03247924,99.96752739
BIHAR,10307,BHOJPUR,OBC,Low,1,18.78241003,81.21759295,50.06590188,49.93409514,32.55655169,67.44344831,63.50136399,36.49863601,30.1836282,69.81637478,73.85933697,26.14066601,20.1423049,79.85770106,77.9242903,22.07571268,61.36318445,38.63680959
BIHAR,10307,BHOJPUR,SC,Low,0,86.78786159,13.21213245,79.34147567,20.65852284,84.20865685,15.79134464,73.28335345,26.71664357,1.478285249,98.5217154,80.24390489,19.7560966,71.49957716,28.50041986,0.077680813,99.92232323,7.619743794,92.38026142
BIHAR,10307,BHOJPUR,ST,Low,0,87.30406612,12.69593239,82.74552375,17.25447774,84.28528309,15.71471691,9.64E-05,99.99990463,0.007746501,99.9922514,0.014123361,99.9858737,86.46310419,13.53689432,94.86644566,5.13355732,88.95367831,11.0463202
BIHAR,10307,BHOJPUR,Overall,Low,0,86.23487353,13.76512051,81.2612325,18.73877048,84.13024694,15.86975455,76.41726583,23.58273864,77.88336426,22.11663723,82.28021115,17.71979332,0.005982309,99.99401569,0.005858182,99.99414682,0.000554302,99.99945164
BIHAR,10308,BUXAR,General,High,1,31.13880157,68.86119843,73.53076637,26.46923661,47.18131423,52.81868577,7.446827739,92.5531745,3.904637694,96.09535933,8.61402154,91.38597846,1.168545708,98.83145094,1.55072948,98.44926596,0.962142739,99.03786182
BIHAR,10308,BUXAR,OBC,High,1,11.91815212,88.08184862,1.844753139,98.15525413,4.114848375,95.88514566,11.88081279,88.11918497,0.586857554,99.41313863,4.334076867,95.66591978,0.446995441,99.55300689,0.093198183,99.90680814,0.069039414,99.9309659
BIHAR,10308,BUXAR,SC,High,0,87.30406612,12.69593239,82.74552375,17.25447774,84.28528309,15.71471691,78.99610847,21.00389004,81.72736466,18.27263236,87.09792495,12.90208101,86.46310419,13.53689432,94.86644566,5.13355732,88.95367831,11.0463202
BIHAR,10308,BUXAR,ST,High,0,87.81744987,12.18255162,79.20586467,20.79414129,82.50156641,17.49843359,74.06021953,25.93978047,49.89078641,50.10920763,80.28372973,19.71626878,0.574526563,99.42547679,0.370474067,99.62952733,0.149347854,99.85064864
BIHAR,10308,BUXAR,Overall,High,0,65.15921056,34.8407805,10.8968474,89.10315037,28.45208645,71.54791355,74.06021953,25.93978047,77.45562643,22.54437804,80.99277169,19.00722384,0.291040377,99.70895648,0.452689501,99.54730868,0.137111521,99.86288548
